dates,APARCH_FHS,APARCH_Normal,APARCH_sTUDENT,caviar_AD,caviar_AS,caviar_IG,caviar_SAV,EGARCH st ,EGARCH-Norm,EGARCH_FHS,GARCH-FHS,Garch_Normal,Garch_Student,Historical-Simulation,Normal-Distribution,Riskmetrics-Results,Weighted-Historical-Simulation
2000-01-03,-4.208838495,-3.828490993,-4.657329685,-5.201337361303527,-3.268150517957685,-3.82148178,-3.8917481871110033,-6.022355849,-4.474369426475987,-4.28108059717526,-4.097312189,-3.5652783,-5.266842612,-6.720222957716682,-5.532065029282324,-5.362777388663108,-7.4336823884540255
2000-01-04,-4.52786305,-4.158001562,-4.97776347,-4.814170190257262,-3.777038901920323,-3.626957372,-4.042547104461673,-6.061208245,-5.387255916422009,-4.469756079592896,-4.235216962,-3.7383607,-5.369817134,-5.02098051728379,-5.550055024784456,-5.477440512151238,-7.091292925670227
2000-01-05,-4.648565928,-4.268232632,-5.097175579,-4.816808566683631,-4.55145044346108,-3.916481093,-4.04408885494802,-6.264905261,-6.750828725235547,-4.487044809163312,-4.191846802,-3.6839711,-5.272457145,-5.398038352217564,-5.545782738982443,-5.401268035899002,-5.419956651712516
2000-01-06,-4.583697613,-4.223198876,-5.059913109,-4.819454509742382,-3.887745110374171,-4.878408179,-3.9891063679879615,-6.003391204,-5.923770902506854,-4.376291010121011,-4.056773487,-3.5525013,-5.078737814,-4.81045388171519,-5.551436306085794,-5.365889036127928,-6.141664917395936
2000-01-07,-4.481634645,-4.134671473,-4.943390537,-4.775884134549805,-4.450714096439557,-3.647860895,-4.072360491048116,-6.831661696,-6.201778113896232,-4.530027975652741,-4.210262428,-3.6634652,-5.139342844,-5.696478894028708,-5.529046170358238,-5.453715700877976,-7.2729430469396625
2000-01-10,-4.549542462,-4.215013199,-4.966889002,-4.777822061869153,-4.0108618645606695,-4.840748093,-4.7548414831186365,-10.32981573,-5.67297676224525,-5.143113347661414,-5.106997525,-4.5046172,-5.816392994,-5.34733411840658,-5.490685963483157,-5.783626608180558,-6.693206100655255
2000-01-11,-4.826772352,-4.4558093,-5.216607062,-4.779762425082461,-4.23816491627895,-4.460831895,-4.865279042301774,-9.448098824,-5.51508814237097,-5.180764168279983,-5.00927857,-4.5126775,-5.777822747,-6.150719330828956,-5.4824867266250825,-5.434700701511613,-6.980281622514075
2000-01-12,-4.827315841,-4.488034504,-5.267174912,-4.781705241425208,-4.718397016017123,-4.26067196,-4.517792705286693,-8.266448383,-5.626233127407998,-5.09016648849247,-4.869634747,-4.3596471,-5.629670202,-5.136959519560077,-5.486473786023897,-5.372340883582313,-5.33520261652208
2000-01-13,-4.580446214,-4.247394456,-5.008938587,-4.783653990300967,-3.9529818104433994,-4.032841592,-4.152725583726334,-7.727179889,-6.775154594010582,-4.795446150869489,-4.675741103,-4.1277161,-5.410936452,-5.870741424747825,-5.485780388948739,-5.335323599489076,-5.414422892912551
2000-01-14,-4.496716931,-4.167291071,-4.904163286,-4.785609494744465,-3.870018950991317,-4.112972987,-4.316371204685197,-7.88141499,-6.685948609322868,-4.924852979025701,-4.75209582,-4.183876,-5.464848946,-5.913114161942587,-5.472181281993016,-5.461362121356915,-5.114736220854051
2000-01-18,-4.292115173,-3.939607212,-4.650187178,-4.787564719357905,-4.034400066029553,-3.797940603,-3.9894362851102754,-7.147218765,-6.37001262667833,-4.60967588576791,-4.50751283,-3.9773752,-5.2578259,-5.388776863681179,-5.426947569107475,-5.306942556222851,-5.1543693935527335
2000-01-19,-5.09828958,-4.720831522,-5.377733649,-4.790119635470125,-4.497011089818009,-4.631062285,-4.546944130759319,-8.3659726,-6.665815691526874,-5.139947700653165,-5.15153805,-4.6652477,-5.770967978,-5.682826728013091,-5.471548888827604,-5.745271586329733,-6.849701505478987
2000-01-20,-4.838284331,-4.463929569,-5.113088386,-4.791493644518477,-4.403601942157351,-4.304178871,-4.287289584252719,-7.676756954,-6.469626542396215,-4.869130098884706,-4.988915287,-4.4198324,-5.573614114,-6.890473635859,-5.464459893796496,-5.333042960868054,-5.636866764306581
2000-01-21,-4.723967051,-4.354251645,-5.020018127,-4.793466181662968,-4.099180620437926,-4.194069989,-3.981751100069896,-7.664050776,-6.0244838351722105,-4.684020185872068,-4.775174839,-4.2198765,-5.389000687,-6.041782721738369,-5.466530019556726,-5.342517407407288,-5.844482458245065
2000-01-24,-5.449420946,-5.036915063,-5.675366734,-4.795441307706422,-4.922487229605352,-4.560597238,-4.519048144098599,-8.72612808,-6.3396436597238415,-5.138216857209553,-5.240851177,-4.7469103,-5.79212132,-5.732439674047243,-5.501940612465543,-5.704819966894175,-5.600332245707414
2000-01-25,-5.299994697,-4.89362036,-5.526632117,-4.797422002107911,-4.967833631338064,-4.569425814,-4.597567357839552,-9.954601879,-6.8190249153510285,-5.259076634896758,-5.337167268,-4.7349469,-5.783596072,-5.24440790801603,-5.446418046013848,-5.430220914230494,-6.589733327502265
2000-01-26,-5.67900869,-5.222531293,-5.878603772,-4.799407273820615,-5.130857548524135,-4.706226328,-4.735069587881942,-8.577211175,-7.634449334071238,-5.398109384545601,-5.353110589,-4.8254117,-5.871149214,-6.687250718498138,-5.466193106579376,-5.491922528513436,-7.880583697846664
2000-01-27,-5.613306909,-5.160013114,-5.798725327,-4.801352822017652,-5.295255151170784,-4.80243492,-5.160719067176472,-7.690677544,-6.819232055201638,-5.761514981847663,-5.759794092,-5.142742,-6.092067726,-5.65028298050551,-5.4716482143387,-5.63388126444111,-7.7621896159763395
2000-01-28,-7.016757648,-6.399617963,-6.951497868,-5.548356697531576,-7.670385583905095,-5.648448984,-7.124510977868367,-7.571686612,-7.0519381073255785,-6.684311492436305,-7.041942161,-6.4203075,-7.104239424,-6.568261711544508,-5.533373317817266,-6.312006520897126,-6.16069429109514
