dates,APARCH_FHS,APARCH_Normal,APARCH_sTUDENT,caviar_AD,caviar_AS,caviar_IG,caviar_SAV,EGARCH-Norm,EGARCH-st,EGARCH_FHS,GARCH-FHS,Garch_Normal,Garch_Student,Historical-Simulation,Normal-Distribution,Riskmetrics,Weighted-Historical-Simulation
2003-12-30,-4.980054402,-4.783743956,-4.945287281,-5.861193365727569,-5.798452629096338,-4.370011949349143,-4.227832676253847,-4.640950559736585,-4.672901037,-4.640950559736585,-4.502390439,-0.051357049,-5.107734517,-4.487018970803312,-4.648840854987893,-4.991475820309195,-7.645155108404229
2003-12-31,-5.170245336,-5.000349574,-5.153762568,-5.8527172366538665,-6.067529931196931,-4.312124582999296,-4.191044549616058,-4.847851905375258,-4.839826044,-4.847851905375258,-4.728924769,-0.050729246,-5.023503763,-5.061153223364102,-4.641892649000449,-4.767135920059474,-4.958410406856974
2004-01-02,-4.984938458,-4.816639421,-4.975225807,-5.844215824270491,-3.847668754551854,-4.221199032336477,-4.048553136512576,-4.526602100628635,-4.731944223,-4.526602100628635,-4.496430036,-0.049417467,-4.925243628,-6.214154594087121,-4.64133479791015,-4.72229506104341,-3.896892830625101
2004-01-05,-4.812765416,-4.646313224,-4.808774415,-5.835699768737705,-6.061114614298396,-4.125932933557205,-3.855253937971987,-4.307738697554711,-4.646930951,-4.307738697554711,-4.411835334,-0.048221234,-4.806701743,-4.798495366021428,-4.641714400732203,-4.708092291439086,-5.0246890500989485
2004-01-06,-4.652744905,-4.48835767,-4.653557371,-5.827167080925944,-5.724984750594696,-4.136246496620771,-3.986301313033665,-4.316305861171121,-4.460999549,-4.316305861171121,-4.317679905,-0.04923146,-4.862651917,-4.448428537662351,-4.637789916098369,-4.854467759529029,-4.485893423857499
2004-01-07,-4.503972102,-4.34183849,-4.508785757,-5.818610147006425,-5.4742636408457,-4.1264053480162834,-3.961865620520201,-4.360305330699549,-4.329781238,-4.360305330699549,-4.345875736,-0.048734667,-4.802381611,-4.887243972908467,-4.6268549232564045,-4.746266183681715,-4.147930864419794
2004-01-08,-4.36561385,-4.205895421,-4.373728481,-5.810038349619946,-5.315452267538382,-5.128750622428807,-4.066772725510644,-4.426294391314689,-4.161789311,-4.426294391314689,-4.331522234,-0.04951921,-4.84228049,-6.5159329679210565,-4.616074097621416,-4.816839091379349,-4.316654094098056
2004-01-09,-4.236901989,-4.079735403,-4.247707696,-5.801443325127479,-7.7658914981705,-5.737001686299707,-4.324325195427119,-4.700964904532337,-3.947666644,-4.700964904532337,-4.499885577,-0.053005162,-5.074878568,-4.925376636228525,-4.623081042864874,-4.997670358575729,-4.857455048885266
2004-01-12,-4.117127787,-3.962626925,-4.130094736,-5.792830771281172,-6.673286533132725,-4.273468399050755,-4.1847277955851085,-4.707086121044313,-3.865383319,-4.707086121044313,-4.586888394,-0.051630113,-4.977827476,-4.954278130716461,-4.62268230309334,-4.704801783107302,-4.29427006982394
2004-01-13,-4.005638468,-3.853896387,-4.020306806,-5.784198940918971,-4.349435663918123,-3.764484745020228,-6.298551814548513,-4.708988174430788,-3.708114302,-4.708988174430788,-4.508998427,-0.052056959,-5.003835825,-4.887655351970927,-4.623123133414006,-4.839863974924051,-3.910325309678925
2004-01-14,-4.048484088,-3.936648834,-4.09702845,-5.769786883194751,-4.022275169269691,-4.205705751415654,-4.149742088455677,-4.725663988186746,-3.76715013,-4.725663988186746,-4.603938388,-0.050833745,-4.89085607,-4.365341716955856,-4.598164250866648,-4.689174635966942,-4.394132434403861
2004-01-15,-3.941727962,-3.829773358,-3.98943649,-5.761058174520005,-4.311900778721897,-4.222466503568197,-4.23072916416773,-4.627027314162167,-3.621789886,-4.627027314162167,-4.428917536,-0.050893048,-4.891372376,-4.548482279246909,-4.579381336128465,-4.797125193922606,-5.425721524291219
2004-01-16,-4.118617437,-4.023545873,-4.173717245,-5.752303880698154,-5.8353067571376895,-4.15175164072834,-4.150363678413648,-4.729895583648618,-3.763430689,-4.729895583648618,-4.562056277,-0.050032132,-4.812997356,-5.040048260000953,-4.494747635424925,-4.638406461211146,-6.236377113905268
2004-01-20,-4.007025775,-3.910460844,-4.061029734,-5.751393577361439,-4.386909081451913,-6.672021936305311,-5.034145949082109,-5.501953298458916,-3.369035226,-5.501953298458916,-5.481222396,-0.070066753,-6.073391335,-5.472340893872628,-4.57004930100784,-6.172998396259463,-6.5121297043313815
2004-01-21,-4.08692949,-4.114422797,-4.255826382,-5.742611773803184,-4.285109875487877,-5.319811804655879,-4.920674886664035,-5.824549374963443,-3.53024733,-5.824549374963443,-5.916594507,-0.067638214,-5.947111006,-4.982787675904171,-4.563186941071319,-4.735650605858754,-6.130921376079886
2004-01-22,-4.280581592,-4.298660476,-4.432586625,-5.733811281404255,-4.554494477327514,-5.223158314340163,-4.809394693478603,-5.733598725785855,-3.680467983,-5.733598725785855,-5.810137684,-0.065506832,-5.843660513,-4.92896772521266,-4.549352872318295,-4.700163723302225,-7.161608839815522
2004-01-23,-4.617154477,-4.595167467,-4.718370994,-5.724985339617072,-4.615897490067561,-6.316061210857094,-4.840691733410307,-5.755953735278629,-3.924137101,-5.755953735278629,-5.780189237,-0.064055575,-5.785846791,-5.270948509557879,-4.473911100699992,-4.675903266167111,-5.722783154728194
2004-01-26,-5.402241254,-5.357227985,-5.45288262,-5.716142206421507,-1.0266317620902282e+294,-5.319405396640643,-5.026336621479632,-6.209591755015176,-4.609153363,-6.209591755015176,-6.134648462,-0.066765835,-6.021215877,-5.190072578557073,-4.505684019106436,-4.98264442708507,-4.713891388605281
2004-01-27,-5.200416945,-5.147404965,-5.254021946,-5.707150521834629,-5.01143682139158,-5.452145486864863,-5.842428989459315,-5.989289394290092,-4.373864011,-5.989289394290092,-5.745487632,-0.066993863,-6.192573752,-4.870528522185028,-4.50043099865833,-4.961352501543187,-4.2254235160704905
2004-01-28,-5.747759662,-5.711174413,-5.800130615,-5.69839689138385,-5.395835094352724,-5.803890575360647,-5.401684876564742,-6.508466083666532,-4.867294639,-6.508466083666532,-6.202433822,-0.066727114,-6.225414227,-6.094869314407215,-4.520483586280315,-4.858328055347908,-5.292937835433353
2004-01-29,-6.373612954,-6.282317094,-6.355524942,-5.689408085066767,-6.836737771464459,-5.256003357057718,-5.560911255647512,-6.715419940445849,-5.372408828,-6.715419940445849,-6.31672984,-0.067781482,-6.341923945,-4.702641833855252,-4.537256658575161,-4.893570854476736,-5.179011556657259
2004-01-30,-7.105532991,-6.941931414,-6.997979465,-5.6804580129826325,-6.379277421079945,-5.644061090915475,-5.759951882500296,-7.029526208614406,-5.963508859,-7.029526208614406,-6.529511011,-0.069971143,-6.525491491,-4.627466704930746,-4.525744290946167,-4.971748024231547,-6.614864591687819
2004-02-02,-7.256969731,-6.965381498,-7.032218393,-5.667818852129922,-7.458485424044718,-5.484832668798837,-5.6277868690019215,-6.751286084870456,-6.040111606,-6.751286084870456,-6.253517216,-0.067780397,-6.423324038,-3.9352781749140617,-4.5356047421664165,-4.68042960013831,-5.0599848888747605
2004-02-03,-6.920704519,-6.636412747,-6.724771249,-5.655135820937841,-7.10306459161265,-5.443039457708107,-5.609667198420139,-6.5090992153668,-5.815338655,-6.5090992153668,-5.967145369,-0.066020107,-6.359101043,-4.865997876842775,-4.512958643011628,-4.7643905464372365,-6.3115116058057295
2004-02-04,-6.60907964,-6.331982399,-6.438605905,-5.642411938683983,-7.242068164735409,-5.338825182048235,-5.434098518982272,-6.360045539302779,-5.654427575,-6.360045539302779,-5.913480998,-0.063556929,-6.235532387,-4.650622727520028,-4.5102106089632,-4.664009509278721,-5.535099003399779
2004-02-05,-8.559905186,-8.421053551,-8.44881499,-5.644666289654559,-10.60612845663023,-7.579324596230151,-7.667708894102938,-8.881676068284824,-7.874669145,-8.881676068284824,-9.024266803,-0.0804924,-8.096713038,-5.6271713644384045,-4.747996242134283,-7.147045402593175,-5.203512331119925
2004-02-06,-8.761256829,-8.382646552,-8.429259359,-5.63564169675535,-9.659549129604637,-7.503654640225959,-7.434607511796083,-8.169030306098803,-7.896628907,-8.169030306098803,-8.178534115,-0.078360677,-7.957385715,-4.569249662367129,-4.721491207342278,-4.856567715505871,-6.074869784740642
2004-02-09,-8.313671697,-7.947217322,-8.024436075,-5.62659339005372,-8.73438020783454,-7.595685805428374,-7.715899263202678,-8.093833946941126,-7.50055583,-8.093833946941126,-7.913591577,-0.086514492,-8.094573916,-4.018516214356604,-4.7336014784407725,-5.294859187716409,-5.309116724426723
2004-02-10,-7.95234002,-7.662295539,-7.763088503,-5.617522672668138,-8.178687475570177,-7.644188800018746,-7.533011870285489,-7.880298787745549,-7.366996703,-7.880298787745549,-7.931441609,-0.082027968,-7.870170738,-7.001196019037398,-4.73485620064206,-4.8279893122798425,-5.361229938423415
2004-02-11,-7.564820441,-7.281114879,-7.404824349,-5.608426164271744,-9.288584432836588,-7.35652055084461,-7.00368995584244,-7.419417820751836,-7.161954411,-7.419417820751836,-7.623929355,-0.077847665,-7.666041146,-5.022876823133843,-4.713825620620867,-4.821147008707763,-6.835796763063823
2004-02-12,-7.947824547,-7.644697696,-7.763046667,-5.599313361151306,-8.678639215252351,-6.895536451446059,-8.116425088377278,-7.602322162034544,-7.461840385,-7.602322162034544,-7.718899543,-0.076610122,-7.606373536,-4.564740578138795,-4.738273889674906,-4.987043255619926,-6.266262245282876
2004-02-13,-7.946463659,-7.562283006,-7.693364579,-5.590184451277402,-8.574820312307857,-7.993565314815021,-6.782841151566037,-7.269601624695591,-7.437380257,-7.269601624695591,-7.403043337,-0.073609832,-7.456059665,-4.650438932463925,-4.740947309087145,-4.836157540414112,-6.214107110020553
2004-02-17,-7.584902174,-7.188612591,-7.339960884,-5.581027957706532,-8.480584779609421,-6.808105973315824,-6.424025826043028,-6.841374639749376,-7.24996024,-6.841374639749376,-7.126053584,-0.070342774,-7.286093543,-5.229864935522376,-4.71866923969837,-4.776483590040546,-5.815203578414673
2004-02-18,-7.224513385,-6.842951603,-7.011153228,-5.571853636450668,-9.904752615770462,-6.430744346234868,-6.224100653919503,-6.441566819017031,-7.032420796,-6.441566819017031,-7.029076545,-0.068541676,-7.398179093,-4.934916192107333,-4.718637917624348,-4.797460357882784,-7.579233582073941
2004-02-19,-7.162183631,-6.773894875,-6.949023564,-5.56265055693077,-7.981291536932652,-7.31767784362026,-6.886532925352644,-6.276595328831871,-6.999325037,-6.276595328831871,-6.907002121,-0.065094652,-7.206749437,-4.725990020294209,-4.71463346433759,-4.78923154241208,-6.186761871414623
2004-02-20,-7.453706984,-7.031349764,-7.201024592,-5.553428978682952,-8.491986298444637,-6.5707087025461535,-6.004728498573006,-6.355103167438642,-7.19774611,-6.355103167438642,-6.88866063,-0.064196408,-7.135857567,-5.985567735739476,-4.725663016368984,-4.866713807130926,-5.662621761921571
2004-02-23,-7.858271076,-7.378572997,-7.540386457,-5.544187498564526,-8.516395681961999,-6.298504801486598,-6.090270932383749,-6.469738862056196,-7.470834859,-6.469738862056196,-6.865047066,-0.064622212,-7.088553159,-4.673074095711945,-4.7305835094694375,-4.917264879190915,-5.967517221299209
2004-02-24,-8.209323672,-7.655739772,-7.813638585,-5.534927615744821,-8.751872342800048,-6.333173798810533,-6.099687389241913,-6.502651453489382,-7.692593792,-6.502651453489382,-6.770898257,-0.063498767,-7.020538217,-4.54607555160806,-4.723852125650079,-4.889428479990729,-5.6161144836711046
2004-02-25,-7.802769987,-7.275051709,-7.451849041,-5.52564533533381,-8.653744311286717,-5.530823572330252,-6.01331157936086,-6.157174563163967,-7.429795406,-6.157174563163967,-6.276577054,-0.061482621,-6.88867688,-5.071104412823214,-4.663244018021255,-4.786934973928574,-6.0299952739192655
2004-02-26,-7.426306971,-6.922919072,-7.115261702,-5.516333456377075,-7.898886223618745,-5.95046791779636,-6.114208519682708,-6.1759147153580525,-7.129513513,-6.1759147153580525,-6.15921012,-0.061415001,-6.861636228,-5.163762273690336,-4.665292250769193,-4.906439915454008,-7.374612691543948
2004-02-27,-7.418671183,-6.951562077,-7.146103563,-5.507003674068544,-7.932012027211097,-6.394161765996082,-5.968565847347017,-6.201406870349419,-7.160941204,-6.201406870349419,-6.229016978,-0.059496651,-6.745576143,-4.973808375714212,-4.674339820778434,-4.763735620332544,-6.245701188817482
2004-03-01,-7.419677763,-6.926242424,-7.124815974,-5.497657501170864,-7.909494189683543,-5.884264225126295,-5.801000841739742,-6.04189463982592,-7.155787465,-6.04189463982592,-6.089342312,-0.057926698,-6.621723775,-4.984664377798419,-4.662781300805611,-4.7466711501115615,-5.108764794449199
2004-03-02,-7.071454456,-6.600196945,-6.810947515,-5.488282260484475,-8.256386418649104,-5.805897627061787,-5.78895290925691,-5.845783420276423,-6.901673034,-5.845783420276423,-5.832684116,-0.056791556,-6.548589371,-5.254431316122099,-4.656294803866218,-4.81171617366171,-6.420979003261484
2004-03-03,-7.451532248,-6.988290572,-7.186389964,-5.4788858757161965,-8.037460221364313,-5.773665173958308,-5.875783771488481,-6.148785163327746,-7.200730476,-6.148785163327746,-6.085484417,-0.05723217,-6.518508901,-4.754409496897595,-4.6796816983914695,-4.8929685274778985,-5.898385018499154
2004-03-04,-7.675300598,-7.153281061,-7.348534687,-5.469469337170547,-8.189985567783628,-5.676296026653507,-5.830531120832078,-6.079289673728757,-7.33009384,-6.079289673728757,-5.961692436,-0.056791343,-6.466518734,-6.807957074244073,-4.673911728350035,-4.804552549389339,-5.386541536996165
2004-03-05,-7.308246801,-6.810264266,-7.019131184,-5.460027756287518,-7.755925074736994,-5.989560094064639,-5.92742664269444,-5.9071744640247,-7.040927945,-5.9071744640247,-5.68431211,-0.056580827,-6.437265542,-4.314017598207219,-4.657368428300886,-4.886801536988964,-5.265652640615421
2004-03-08,-7.430044496,-6.944693058,-7.150722841,-5.450568323658269,-7.528435196867426,-5.455071954750967,-5.851415214194173,-6.002390813927587,-7.146225432,-6.002390813927587,-5.836087842,-0.055567367,-6.347884504,-5.335165927224235,-4.652066538177634,-4.787304097058882,-5.621673846854382
2004-03-09,-7.883520893,-7.366102756,-7.559329797,-5.439100740202132,-8.287308694510623,-5.52810592599281,-5.965881955675045,-6.207528075732027,-7.478210561,-6.207528075732027,-5.957682061,-0.057085619,-6.370551149,-4.964678014206101,-4.676261407623648,-4.927787026997176,-5.061024346054587
2004-03-10,-7.991443683,-7.396348066,-7.592832263,-5.431573806275484,-8.132324050895836,-5.278605059921339,-5.845431622415116,-6.040298248168461,-7.516120787,-6.040298248168461,-5.780120669,-0.056136499,-6.2910555,-5.2759595838954985,-4.656842367316409,-4.770274078173712,-5.865186818550787
2004-03-11,-7.601030785,-7.035125896,-7.246432257,-5.42204529253651,-7.925172863098883,-5.162189569104259,-5.614190511281842,-5.678579508247831,-7.306764041,-5.678579508247831,-5.533080801,-0.054300157,-6.180032414,-4.278941405841095,-4.613006100247644,-4.6735857362350455,-5.103060250388841
2004-03-12,-7.239453249,-6.700945248,-6.924122319,-5.412477401842128,-7.751405281014246,-5.054290404822747,-5.422126634505884,-5.457118866820999,-7.097180595,-5.457118866820999,-5.39232812,-0.052719259,-6.079339715,-4.415984332420069,-4.610121995407435,-4.679732441456522,-6.877323589738607
2004-03-15,-6.90447429,-6.391707498,-6.624164627,-5.402919542219938,-7.180806042708805,-5.617822348651925,-5.80047124064208,-5.642300138399025,-6.750561968,-5.642300138399025,-5.420441992,-0.056991918,-6.250585078,-4.736753335456598,-4.58285855601024,-5.039732377938689,-5.199554842903265
2004-03-16,-7.072995337,-6.6175794,-6.841539421,-5.393317592892903,-7.386480760903114,-5.201408927375041,-5.757334735016729,-5.881350190660251,-6.917217359,-5.881350190660251,-5.684620834,-0.056050896,-6.184089518,-5.486613224333033,-4.597406755192399,-4.72128433472371,-5.697293407737719
2004-03-17,-6.75022369,-6.314551693,-6.54729842,-5.383699233783787,-7.233749606003807,-5.937833855402982,-5.726709774008424,-5.625310825958102,-6.678157796,-5.625310825958102,-5.390929076,-0.054911477,-6.120844184,-5.554737668358235,-4.59579811408342,-4.720393777493032,-4.984314296512738
2004-03-18,-6.45105152,-6.034054915,-6.273389631,-5.374051914096148,-6.910497815104998,-6.269053304048396,-5.769910574507385,-5.588426280662942,-6.441270454,-5.588426280662942,-5.334950226,-0.054389045,-6.084703015,-4.917780353639772,-4.583891991136608,-4.736009418667007,-7.315355505872349
2004-03-19,-6.6458949,-6.249971283,-6.47988894,-5.36438439818944,-7.184768351841728,-5.01881832037506,-5.691980240151734,-5.729250307710785,-6.596540816,-5.729250307710785,-5.480879283,-0.053779458,-6.021290355,-4.058447452868434,-4.588171512455611,-4.715922979805816,-5.0634971700613685
2004-03-22,-7.284281543,-6.866073582,-7.073121121,-5.354693656390885,-4.64271841215013,-5.735562839957475,-5.134827609905708,-6.099853622981525,-7.089069667,-6.099853622981525,-5.756575519,-0.05715489,-6.132356088,-4.187772871769352,-4.589761188932589,-4.939379836346248,-6.62135892585226
2004-03-23,-7.312108047,-6.797752146,-7.009297894,-5.344979607474074,-7.615051772572253,-5.026103758236572,-5.735845326624292,-5.8190764656858045,-7.055085596,-5.8190764656858045,-5.488540458,-0.055770555,-6.044892955,-5.12225221310792,-4.596237693467877,-4.661071245017803,-4.685845632427209
2004-03-24,-7.005673,-6.481296237,-6.703439315,-5.335242170195482,-7.491072566077866,-4.905247654312827,-4.7498112629630524,-5.495066821130881,-6.883482812,-5.495066821130881,-5.312442707,-0.053973241,-5.941918796,-4.945574566469081,-4.593448096848329,-4.644698754302264,-6.596477637470611
2004-03-25,-6.687831579,-6.188410036,-6.418748337,-5.325482095451047,-7.238830161529817,-5.089105291657309,-5.453004732019839,-5.352255989780982,-6.651099506,-5.352255989780982,-5.152580018,-0.053119948,-5.886510529,-5.129559491925706,-4.582039501815804,-4.709295879044916,-5.559150366428515
2004-03-26,-6.393210056,-5.917271656,-6.153703778,-5.315515742109188,-5.716895579230007,-6.04485933717292,-5.857414033608315,-5.665076972599785,-6.299763119,-5.665076972599785,-5.342785094,-0.059072727,-6.157308913,-5.210917864079605,-4.576971817184526,-5.173335675818505,-7.302974498882329
2004-03-29,-6.330608564,-5.944798335,-6.178117143,-5.305268130544738,-6.767971749514123,-5.805463420676913,-6.998238386472165,-5.754306386806009,-6.319178284,-5.754306386806009,-5.538236429,-0.05717389,-6.057381545,-5.485069009421787,-4.565347929955648,-4.675254475527377,-5.529013816776099
2004-03-30,-6.061963476,-5.691695629,-5.929632641,-5.29567449812376,-5.401301718318222,-6.6687810503046165,-5.772162386299369,-5.612090298040189,-6.082696954,-5.612090298040189,-5.335145038,-0.056600249,-6.035659349,-4.0505185701686495,-4.563847343487897,-4.785474963598289,-5.335188146375262
2004-03-31,-5.812762713,-5.457276284,-5.698201365,-5.286204206071198,-9.732052469740362,-5.062005601438554,-5.497621237666106,-5.46806840316947,-5.935212223,-5.46806840316947,-5.325123229,-0.054735648,-5.937905184,-4.934412747445818,-4.531823338692645,-4.615712459568845,-5.340594410979851
2004-04-01,-6.092974734,-5.736811646,-5.964639525,-5.276322115134105,-6.819014610362232,-5.645381974706163,-6.065819524527348,-5.577467406232379,-6.133906676,-5.577467406232379,-5.401375974,-0.054521386,-5.896733782,-4.6898104877366,-4.544640478963632,-4.69839629325336,-5.2277509522212
2004-04-02,-5.841533609,-5.499066278,-5.730808814,-5.26641867234764,-6.553312997756246,-5.1769133324736245,-5.345007603682257,-5.248702668092143,-5.964832292,-5.248702668092143,-5.131380903,-0.052914185,-5.801559465,-5.746247204439683,-4.54418553035191,-4.636795345592039,-6.8861561474492445
2004-04-05,-5.608224855,-5.278826454,-5.512985678,-5.255957652507162,-10.509107432807848,-4.886641577281783,-5.589690417730823,-5.376081919130764,-5.693836426,-5.376081919130764,-5.124149999,-0.055453162,-5.911111342,-4.467098668615996,-4.540839704669686,-4.909904604071493,-6.129113730828159
2004-04-06,-5.391669647,-5.074752096,-5.310030368,-5.24654057544923,-6.3495092900947725,-2.808578347241846,-5.581238727276683,-5.458942173852014,-5.499639646,-5.458942173852014,-5.172117237,-0.054918717,-5.878250253,-5.113588451006066,-4.530668254053656,-4.713457325564974,-5.528231956163732
2004-04-07,-5.397561844,-5.119563873,-5.349032888,-5.236563607084352,-9.238345462734392,-4.739524103201005,-5.340357450605143,-5.401759526850758,-5.52442347,-5.401759526850758,-5.218514701,-0.053156793,-5.777651804,-4.798330720815304,-4.500081123674013,-4.624652362613937,-6.523076767907893
2004-04-08,-5.759081827,-5.463365617,-5.677333691,-5.226095804004392,-6.482102191974472,-5.248763208365626,-6.38477730684086,-5.51882071974655,-5.775996649,-5.51882071974655,-5.291830923,-0.053453018,-5.757492188,-5.266483730916286,-4.515106380461159,-4.715865612665303,-6.301245417336317
2004-04-12,-5.745531023,-5.388992894,-5.603393433,-5.214528549764967,-6.485024445629295,-4.702558393687654,-5.221596761281614,-5.2763609885659815,-5.73108527,-5.2763609885659815,-5.08894303,-0.052056631,-5.660894742,-4.437278934377957,-4.520130904662351,-4.621265687184235,-5.744624911648725
2004-04-13,-5.592591947,-5.202508729,-5.420783151,-5.206490331768733,-6.117658818131427,-4.4638263507274925,-4.556067053273801,-4.943464238226992,-5.62634508,-4.943464238226992,-4.87358891,-0.05032989,-5.54560405,-5.196009310604708,-4.521825943832424,-4.610406883187034,-5.497295310331392
2004-04-14,-6.071057641,-5.665116096,-5.864408245,-5.198178297570159,-6.807249845753336,-5.177383629806659,-5.109967980542292,-5.1992117081704485,-5.978055415,-5.1992117081704485,-5.07069161,-0.051831935,-5.579847841,-5.285056073445006,-4.535954692498277,-4.777037157157067,-5.4497223881989765
2004-04-15,-6.404498189,-5.938017759,-6.12721495,-5.179615966530879,-5.565210634633754,-5.141009000739394,-4.740582260642011,-5.207204064460351,-6.179466993,-5.207204064460351,-5.013911005,-0.052151542,-5.559078483,-4.695258606770565,-4.551122717954427,-4.7038815177283935,-6.181385381653952
2004-04-16,-6.820188097,-6.298982815,-6.476080977,-5.135856848494348,-6.014973294166122,-6.029524132999869,-4.831385506216098,-5.331613758083466,-6.456298967,-5.331613758083466,-5.069167923,-0.053147608,-5.568564883,-4.853102660144699,-4.564573043343705,-4.742922755775301,-5.711168551519096
2004-04-19,-7.111138867,-6.523739806,-6.695284359,-4.939568828401501,-7.628660353554207,-4.446127810349936,-4.816715804461926,-5.33267972822858,-6.630167468,-5.33267972822858,-5.021861423,-0.053215774,-5.540536278,-4.650362279671786,-4.576658039150753,-4.701036336388171,-4.932389623795158
2004-04-20,-6.785572042,-6.227696666,-6.411156936,-4.924403894413773,-7.34421949442098,-4.989522829001981,-4.842041639745593,-5.131462263945531,-6.392881235,-5.131462263945531,-4.769798934,-0.052581524,-5.507090007,-6.16489320591985,-4.571530094526055,-4.711499270502896,-7.569955043091578
2004-04-21,-7.484615148,-6.94760379,-7.106353311,-4.910599593769942,-8.023154375924168,-4.691128780711429,-5.189328623292856,-5.746006281813331,-6.988972214,-5.746006281813331,-5.337544392,-0.056456119,-5.681989298,-4.823131224274488,-4.613163692667714,-5.015033846915789,-5.556621391327005
2004-04-22,-7.131613096,-6.619962892,-6.793765569,-4.893911516809452,-7.661916137462987,-5.301549793875069,-5.09825930461673,-5.328215994584857,-6.762807055,-5.328215994584857,-4.931786332,-0.054842543,-5.604972073,-3.996425806208412,-4.61127398724303,-4.690523560929697,-5.47310373909268
2004-04-23,-6.804545628,-6.316757935,-6.502829755,-4.8785837562703,-7.373519551904909,-4.876236264354994,-5.437134653140132,-5.523608518359466,-6.43225229,-5.523608518359466,-5.055383918,-0.058733481,-5.809627098,-5.771151594239381,-4.620849317865192,-5.058092688617382,-5.700157414447578
2004-04-26,-6.501408472,-6.036097246,-6.231988589,-4.863201319403553,-6.95322636646028,-4.41094152448607,-5.2458980624849465,-5.539764555298274,-6.250804669,-5.539764555298274,-5.141981774,-0.056945487,-5.728878851,-5.392664841172052,-4.596569765353199,-4.646925834349598,-6.151976002589295
2004-04-27,-6.497932618,-6.058491951,-6.254245396,-4.84776368629734,-6.811735084099827,-4.660675933316367,-5.067206369236491,-5.489957177004421,-6.274038946,-5.489957177004421,-5.133990261,-0.055332766,-5.6438205,-4.951939705078698,-4.604165406417717,-4.649437366627546,-5.655881059671261
2004-04-28,-6.572132357,-6.108938094,-6.303650215,-4.832270806046278,-6.884779809282673,-5.239621533623755,-4.895054460708828,-5.393939331737166,-6.316543447,-5.393939331737166,-5.059968454,-0.054118961,-5.569372465,-5.846196042560359,-4.603626315783454,-4.654496004611067,-6.118545319204548
2004-04-29,-7.112696347,-6.623352066,-6.800380036,-4.816722503742007,-7.6667529022759,-4.654512012581451,-5.067492707595832,-5.678947493145609,-6.725367804,-5.678947493145609,-5.290203523,-0.056111223,-5.648401613,-4.858992165298261,-4.6322223342894695,-4.859353444294518,-5.8168744509896575
2004-04-30,-7.548402089,-6.990869602,-7.157866325,-4.801118075982814,-7.907266998972431,-4.679018643846876,-5.657457594789268,-5.750590072754076,-7.01644219,-5.750590072754076,-5.274995031,-0.056994511,-5.676791366,-4.857638345985256,-4.654113130005722,-4.800645975471657,-6.498628052674001
2004-05-03,-8.592489114,-8.007054719,-8.140133269,-4.785456717412946,-8.537451549976442,-5.685606624545199,-5.690340887051964,-6.441136421903138,-7.900239002,-6.441136421903138,-5.997308072,-0.065619819,-6.124237189,-5.492395073847949,-4.7267122422667125,-5.40311732255572,-5.790349894766378
2004-05-04,-8.157471021,-7.599943468,-7.755542996,-4.769739140418224,-8.540590977576754,-6.878436842434878,-5.503933263663441,-5.929056747611659,-7.644272792,-5.929056747611659,-5.531167717,-0.063075464,-6.029292391,-4.820751015691378,-4.714748163430905,-4.715725819438997,-7.101553917582716
2004-05-05,-7.754761709,-7.223445826,-7.397804994,-4.7539689490531325,-5.787162622957887,-5.686265243798657,-5.3123524845617816,-5.811315670794359,-7.390290298,-5.811315670794359,-5.395683698,-0.061050414,-5.968826145,-4.189820018293513,-4.686361184159081,-4.7160575178070365,-6.185176435100734
2004-05-06,-7.594951152,-7.077718547,-7.262313288,-4.738140186580352,-8.130047498884062,-5.639427795055416,-5.125306277533026,-5.695605948514245,-7.310888118,-5.695605948514245,-5.381753539,-0.058868215,-5.864962282,-5.132716279351984,-4.67348548106866,-4.669994895611038,-5.51029336485063
2004-05-07,-7.233821814,-6.740353662,-6.938900424,-4.722250746851459,-7.608727604695763,-6.336903342347955,-5.204438707681169,-5.495804476482159,-7.073736069,-5.495804476482159,-5.195632456,-0.057130599,-5.790687731,-6.033061029337186,-4.642976422741506,-4.661430462434469,-5.369072544591711
2004-05-10,-6.89925589,-6.428178171,-6.637919173,-4.70630770013786,-7.517555340122602,-4.734543209813846,-4.806049194759796,-5.374788610279074,-6.858770681,-5.374788610279074,-5.11874958,-0.055463462,-5.710886899,-4.483993958780059,-4.616202381426665,-4.60503681847545,-5.64332265593179
2004-05-11,-6.711775035,-6.268163994,-6.484094402,-4.690305151374247,-7.47595040064839,-4.608556595282289,-4.545675155910292,-5.226089397114486,-6.760517792,-5.226089397114486,-5.090273588,-0.053620868,-5.613107316,-4.0289776876668775,-4.6091318344814844,-4.577942267033696,-6.288263290786033
2004-05-12,-6.415407592,-5.991110225,-6.21454535,-4.674243420023394,-6.882391263147187,-4.771600923064571,-4.803233806584236,-5.283777773164862,-6.457796074,-5.283777773164862,-5.041211818,-0.055713132,-5.721324243,-5.521115093567551,-4.613432300776151,-4.873775544972705,-5.606976206896468
2004-05-13,-6.564251695,-6.179962814,-6.395725474,-4.6581225829564525,-7.277030076693681,-5.991062179019743,-4.7532257698309,-5.4475518422059785,-6.589831361,-5.4475518422059785,-5.205220604,-0.05460402,-5.66048049,-5.941210437101905,-4.623256773635391,-4.647959964113502,-5.594299369117284
