dates,APARCH_FHS,APARCH_Normal,APARCH_sTUDENT,caviar_AD,caviar_AS,caviar_IG,caviar_SAV,EGARCH st ,EGARCH-Norm,EGARCH_FHS,GARCH-FHS,Garch_Normal,Garch_Student,Historical-Simulation,Normal-Distribution,Riskmetrics-Results,Weighted-Historical-Simulation
2000-01-03,-6.339363501,-5.750943031,0.082610496,-6.893867870170596,-5.851957966229263,-5.953982294,-6.407421933599448,-5.995563773,-0.7718682806316739,-0.7718682806316739,-7.875603032,-6.0813083,-8.367482701,-7.04476443883656,-6.818822572638048,-6.789300891682596,-6.652444171116298
2000-01-04,-6.621532029,-5.404071274,0.082610496,-6.997565997942034,-4.954210264831393,-6.198148185,-5.648925810254293,-5.531202497,-0.0629848385231964,-0.0629848385231964,-7.679371393,-6.1954923,-8.448001425,-9.029578519696576,-6.825919257801134,-7.435558145444546,-9.458129372589775
2000-01-05,-7.482510147,-6.640332079,0.082610496,-7.000846681466151,-6.677343419861079,-6.359229981,-5.78594674616644,-6.863055622,-0.422781592744484,-0.422781592744484,-7.878034876,-6.4427847,-8.525988124,-7.668439499908232,-6.881321528576681,-7.296401082388466,-8.696684159145297
2000-01-06,-6.90972743,-6.090661277,0.082610496,-7.000306368503531,-6.013666262246076,-6.335615211,-6.564257946475053,-6.47223028,-7.251369258355506,-7.251369258355506,-7.631961265,-6.2234852,-8.471100416,-6.02036268808361,-6.880098279551155,-6.785473604104248,-6.772277747673585
2000-01-07,-8.36833052,-7.492386228,0.082610496,-7.005771120250189,-6.905343587952653,-6.736117686,-6.301383915546799,-7.966915304,-0.2487544911452342,-0.2487544911452342,-7.916620003,-6.3600653,-8.457226594,-7.247132134918066,-6.906445266116794,-7.561411287513671,-8.926927156481028
2000-01-10,-8.081052848,-6.74495722,0.082610496,-7.008999685016986,-6.361653588774443,-6.439367659,-6.68111262413856,-7.19455386,0.180464094607205,0.180464094607205,-7.872721608,-6.3554756,-8.508248854,-6.802758618154381,-6.887775453469458,-7.1342407088212365,-8.736844799676332
2000-01-11,-7.615277054,-6.171172246,0.082610496,-7.01167643290152,-6.532954266987005,-6.403461253,-6.514603485998003,-6.559143052,-9.167823250321453,-9.167823250321453,-7.810264903,-6.4443516,-8.608202857,-8.744017947109429,-6.9007169082240845,-7.235511644104599,-6.887418296812524
2000-01-12,-6.735405581,-5.728993758,0.082610496,-6.904644034248511,-4.967133598324053,-6.510627882,-6.873412165264598,-6.044755483,-8.208879743919184,-8.208879743919184,-7.733599433,-7.2660514,-8.5888424,-7.166801399086026,-6.873015437868728,-7.24423090984437,-6.995780155709884
2000-01-13,-6.358017518,-5.387071993,0.082610496,-6.90765996893434,-6.138452357006242,-6.441012779,-6.480143175336343,-5.76157972,-0.1025538034121893,-0.1025538034121893,-7.757280047,-7.1883483,-8.543167258,-7.402054959727448,-6.873107250979087,-6.850631610481745,-12.137937684388971
2000-01-14,-5.977800078,-5.327778573,0.082610496,-6.910684118422073,-4.918697080146831,-6.404062664,-5.855008883832882,-5.702877001,-0.2216651155148601,-0.2216651155148601,-7.772033924,-6.4058381,-8.478381194,-8.229214855969134,-6.873600770801012,-6.768968163093008,-8.597137956535445
2000-01-18,-5.961969642,-5.075832093,0.082610496,-6.91139227379893,-5.291008710914987,-6.365919573,-6.69400174562886,-4.961607227,-3.617238577001108,-3.617238577001108,-7.886303265,-7.6399802,-8.578647319,-7.35177769629097,-7.04826812134569,-9.929604713289898,-9.886358723375553
2000-01-19,-6.978698733,-5.342543355,0.082610496,-6.915859034613533,-4.05725134536151,-6.588022221,-5.520346662812338,-5.231941647,-0.152648510029495,-0.152648510029495,-8.26006842,-7.2512943,-8.562750102,-6.607427640016349,-7.019534547914133,-6.990029067657777,-9.621239222735436
2000-01-20,-6.676246578,-5.89447102,0.082610496,-6.917475968146485,-5.7100122713072246,-5.21753468,-6.490247830615439,-5.776880881,-0.1276511499073968,-0.1276511499073968,-8.142881081,-7.2837694,-8.504721145,-7.168778084172874,-7.000357088832928,-7.054239746154862,-8.366766025455748
2000-01-21,-7.487297475,-6.985534697,0.082610496,-6.893867592381635,-6.319482025625842,-9.364355603,-6.764355856532705,-6.971119797,-122.75896748751892,-122.75896748751892,-8.40523879,-7.0310294,-8.608224797,-7.626434278847509,-7.055034785390614,-7.450700263557972,-7.958231806193312
2000-01-24,-7.205020847,-6.356113361,0.082610496,-6.89678016122296,-5.7997012757725255,-7.281209665,-6.992404871127129,-6.481427462,-43.25115458512911,-43.25115458512911,-8.176477402,-6.9968202,-8.592507566,-6.732856137888985,-7.040476221915787,-7.0966674776998255,-7.698832290282347
