dates,APARCH_FHS,APARCH_Normal,APARCH_sTUDENT,caviar_AD,caviar_AS,caviar_IG,caviar_SAV,EGARCH st ,EGARCH-Norm,EGARCH_FHS,GARCH-FHS,Garch_Normal,Garch_Student,Historical-Simulation,Normal-Distribution,Riskmetrics-Results,Weighted-Historical-Simulation
2000-01-03,-7.888763419,-7.677444432,-8.482255953,-10.772641811873818,-7.508422967743726,,-7.835613430591263,-8.813537796,-9.328866104377685,-9.328866104377685,-8.958564239,-7.9096341,-8.795159083,-7.681463971948506,-8.242513786050123,-8.444001239820967,-9.969659257263007
2000-01-04,-10.37488336,-10.04972145,-11.55619959,-10.777104819942382,-7.490402105625724,,-9.514109698663349,-11.53245271,-10.95636913595234,-10.95636913595234,-11.27675616,-10.0970075,-12.47277245,-6.675362236190117,-8.256329033711308,-9.686363044324958,-11.492863121260624
2000-01-05,-11.49960925,-11.07122999,-13.92381295,-10.78157968850048,-10.120836366740262,,-9.18123848614059,-13.2706866,-12.542152473473108,-12.542152473473108,-13.21485177,-11.1497586,-14.50220342,-9.034536685778331,-8.362962789284344,-9.80876485457686,-11.794987113039891
2000-01-06,-10.21237393,-9.827790996,-11.92933978,-10.805743417224118,-9.025183320899917,,-9.429077474637875,-11.63818759,-11.198777638221012,-11.198777638221012,-11.37566848,-9.9513134,-12.25988719,-8.917526354615063,-8.358577892893889,-8.469377358082825,-12.596223777049977
2000-01-07,-11.62130932,-11.08328554,-14.29133392,-10.8102844700654,-11.354883201360195,,-10.333759207985418,-13.4383958,-12.73766439322172,-12.73766439322172,-13.44697519,-11.2877852,-14.6504422,-7.926721146095976,-8.507792183331977,-9.96893544255172,-13.31797612759331
2000-01-10,-10.72105824,-10.23727602,-13.05402573,-10.81517820261868,-9.376957488826497,,-9.391893932223796,-12.82290354,-11.881870628955753,-11.881870628955753,-11.90011926,-10.5321064,-13.28032008,-8.829463131375483,-8.514400587930432,-8.950528048786067,-11.353218068122471
2000-01-11,-9.693631682,-9.267933018,-11.40968861,-10.820132159738796,-9.26819981730722,,-9.294182826726132,-11.42084073,-11.243083040583516,-11.243083040583516,-11.01981454,-9.5779607,-11.46714489,-9.404611813373492,-8.529712346428848,-8.61752072392753,-11.253749463671804
2000-01-12,-9.713174223,-9.222651544,-11.68346916,-10.824952720710709,-9.247085198307024,,-9.183289963697568,-11.74631922,-11.647803674713458,-11.647803674713458,-11.34071972,-9.739819,-11.74315995,-8.785642494052116,-8.364606938328798,-8.938463166154806,-9.696563710573493
2000-01-13,-10.09756226,-9.503001584,-12.35847034,-10.829782614676972,-9.708319953295325,,-10.786312196017148,-12.31850643,-12.233222630836456,-12.233222630836456,-11.90234578,-10.1746899,-12.47995372,-7.286602433045997,-8.440884612480053,-9.177075931589645,-11.425808762758406
2000-01-14,-12.33436398,-11.9855746,-14.76117182,-10.83456143649574,-10.427495447850518,,-9.772277112592908,-14.39976867,-13.109093725291844,-13.109093725291844,-13.44575537,-12.4132526,-15.90467817,-8.418031527116836,-8.517720751137741,-10.440138960816425,-11.60999942989395
2000-01-18,-11.04927223,-10.68392231,-13.06985056,-10.865178376062698,-13.09537183120676,,-10.941129608067111,-13.13082363,-12.778473174244606,-12.778473174244606,-12.55778615,-11.3305762,-13.98705592,-9.661283361747914,-8.512154838865287,-8.864542913060356,-8.076294668471341
2000-01-19,-10.1144684,-9.739275524,-11.82460452,-10.87039811959104,-8.862544036999205,,-9.739022401874443,-12.20534168,-12.20030093785586,-12.20030093785586,-11.57944781,-10.4381985,-12.54945894,-7.51499186745346,-8.464155069143438,-8.807339287377873,-10.124108905847182
