dates,APARCH_FHS,APARCH_Normal,APARCH_sTUDENT,caviar_AD,caviar_AS,caviar_IG,caviar_SAV,EGARCH-Norm,EGARCH_FHS,EGARCH_St,GARCH-FHS,Garch_Normal,Garch_Student,Historical-Simulation,Normal-Distribution,Riskmetrics-Results,Weighted-Historical-Simulation
2000-01-03,-5.147832516,-4.917039621,-5.231217368,-5.8736906338653405,-4.066160481616586,-5.408363183859192,-5.441537353985681,-6.592698304441016,-6.592698304441016,-6.534635252,-6.714378851,-5.0852317,-6.567834111,-6.151773804047797,-5.418712649069861,-5.567979565182371,-6.286821227369276
2000-01-04,-5.857761579,-5.681798178,-5.990154061,-5.995843429369783,-6.733049174604226,-5.500818167198956,-5.49521987556078,-7.069989156650505,-7.069989156650505,-6.866238068,-7.170861765,-5.666257,-6.826602134,-6.733784268732421,-5.459792178120199,-5.812810359953133,-5.655520258272476
2000-01-05,-6.640421927,-6.462795412,-6.777476136,-6.011722099766429,-8.221394566002022,-5.721348285401336,-6.204110433634347,-7.479717802649799,-7.479717802649799,-7.256208402,-7.547752405,-5.9922484,-7.141715082,-5.534184163797712,-5.507730633943146,-5.9180435887497405,-6.674246089278093
2000-01-06,-6.605006492,-6.46636829,-6.804930104,-6.013972203142741,-6.401038019814909,-5.608541939447095,-5.67061712949067,-7.399937144635703,-7.399937144635703,-7.23712777,-7.384921167,-5.8865365,-7.061836686,-6.415073819103399,-5.520874211402635,-5.6360801680197605,-6.82651338850766
2000-01-07,-6.237426344,-6.068165437,-6.419578675,-6.016227475964761,-4.930381211107293,-5.509241456399697,-5.67431744450644,-7.013499265572537,-7.013499265572537,-6.932820458,-7.043412345,-5.6329854,-6.825357674,-5.447728134741112,-5.497674092229505,-5.537417545640487,-7.470018520076136
2000-01-10,-6.239762799,-6.025229471,-6.349746329,-6.016621692090275,-6.113517148999458,-6.695079213348641,-6.894597805338137,-8.330213267815033,-8.330213267815033,-8.002247948,-8.776301316,-7.1253185,-8.135035706,-5.241234672758591,-5.551726643526202,-6.962206012322834,-6.077763791259086
2000-01-11,-6.158213232,-6.02628175,-6.368314507,-6.018886202701298,-4.782791675904887,-6.466665681965828,-6.511400600714,-8.27569100812248,-8.27569100812248,-7.818660079,-8.646034698,-6.9379892,-7.919791654,-6.8466985257126725,-5.568206209309736,-5.694579276702654,-8.080260367288528
2000-01-12,-6.018961399,-5.932025528,-6.289405199,-6.021157227887973,-5.578371761600367,-6.141597536842827,-6.2114805311334536,-8.037388313122772,-8.037388313122772,-7.624426412,-8.314529372,-6.564491,-7.708173482,-5.886473735783773,-5.572120396247593,-5.6639660959202125,-6.21989556494488
2000-01-13,-5.990183375,-5.936785646,-6.306280902,-6.023432693364829,-6.022382081806175,-6.038198170746016,-5.794801868712769,-7.887967425395901,-7.887967425395901,-7.500787045,-8.023579529,-6.2598495,-7.540834122,-6.8585588539247855,-5.588640773164327,-5.700392732479608,-5.822926564361101
2000-01-14,-5.68680726,-5.584935298,-5.960116206,-6.025714186013583,-4.377109735100609,-5.771949196227468,-4.292703032538376,-7.128769808492499,-7.128769808492499,-7.004559356,-7.481627784,-5.8047461,-7.239855703,-6.526243948876909,-5.587823828156606,-5.606592310058499,-7.134684470573577
2000-01-18,-5.522393536,-5.42006865,-5.801128144,-6.028000417291995,-4.57544965829691,-5.554735653311652,-5.44951969874068,-6.7080605007363046,-6.7080605007363046,-6.737588241,-7.095851652,-5.4992055,-6.982082883,-6.203005218235488,-5.595116964159517,-5.635603718530618,-7.926980981825868
