dates,APARCH_FHS,APARCH_Normal,APARCH_sTUDENT,caviar_AD,caviar_AS,caviar_IG,caviar_SAV,EGARCH st ,EGARCH-Norm,EGARCH_FHS,GARCH-FHS,Garch_Normal,Garch_Student,Historical-Simulation,Normal-Distribution,Riskmetrics-Results,Weighted-Historical-Simulation
2000-01-03,-4.929325163,-4.345909311,-4.942999287,-5.488779960107133,-4.802621572091124,,-4.47987545048623,-4.245938482,-6.214871448152992,-4.474369426475987,-4.704953065,-4.3938302,-5.410665597,-5.540934587362644,-5.311273016550626,-5.271544187554969,-6.492815259820229
2000-01-04,-5.430733908,-4.820822443,-5.672277033,-5.4901911612359084,-4.172258282537163,,-4.948093431195117,-4.520764759,-6.255969713634125,-5.387255916422009,-5.559579426,-4.6447406,-5.994817605,-5.342312046434171,-5.348854694129629,-5.5387493818856415,-6.249046456932254
2000-01-05,-6.590912841,-5.778058202,-7.134220259,-5.874730659533607,-7.705556043392407,,-5.915722175003315,-4.605585972,-6.618805895679458,-6.750828725235547,-7.259419386,-5.5678759,-8.166470596,-5.277508174087773,-5.434047018232933,-6.214173777374707,-7.539162231251469
2000-01-06,-6.368453274,-5.643371753,-6.811841952,-5.860127103129086,-6.135496345146061,,-5.770749706049738,-4.55612285,-6.687794374367154,-5.923770902506854,-6.465987456,-5.4317387,-7.693351514,-4.985136099217051,-5.424141133726352,-5.236261830723241,-6.428411059449911
2000-01-07,-6.504001595,-5.78888386,-6.966294244,-5.862163317354745,-5.344057848470526,,-5.73552827077541,-4.472481552,-7.848868069153132,-6.201778113896232,-6.742758746,-5.443782,-7.604529696,-5.071901077188343,-5.389951176356132,-5.3580483533460805,-5.263010005510982
2000-01-10,-6.194690814,-5.536009461,-6.500456071,-5.864172189650308,-5.554833286534835,,-5.50117130783322,-4.549535795,-7.985845163110626,-5.67297676224525,-6.207117006,-5.2915322,-7.17188433,-4.960324253967417,-5.366058273447865,-5.149084316818713,-8.554114247414352
2000-01-11,-6.078609689,-5.398019896,-6.219703647,-5.86552380315908,-5.797800376591757,,-5.306060796729359,-4.751910804,-7.269221552503797,-5.51508814237097,-5.975025575,-5.194059,-6.867288972,-5.967248260633533,-5.366583513034309,-5.19068608502191,-6.539772791501769
2000-01-12,-5.974369274,-5.309170582,-6.050391929,-5.86984513653355,-5.813524719736809,,-5.358037045575312,-4.773494206,-7.006905170209199,-5.626233127407998,-5.991636931,-5.0943664,-6.582277545,-6.514225377014444,-5.37579676614318,-5.194122401324231,-6.069020835918159
2000-01-13,-6.870591,-6.070411288,-7.225816486,-5.873024834007303,-6.218581022046209,,-6.116673143391734,-4.546376545,-7.381496593549714,-6.775154594010582,-7.269849316,-5.701692,-7.956710546,-5.563411701597345,-5.446086878867159,-6.009210268579341,-8.0521971473885
2000-01-14,-7.035858859,-6.125284189,-7.246424515,-5.863287769728238,-6.65142612954341,,-6.145298284778727,-4.473076719,-6.922079846329131,-6.685948609322868,-7.058404035,-5.7324299,-7.93319435,-6.713485900388574,-5.426901935753139,-5.301254577395348,-6.412319044834188
