dates,APARCH_FHS,APARCH_Normal,APARCH_sTUDENT,caviar_AD,caviar_AS,caviar_IG,caviar_SAV,EGARCH-Norm,EGARCH_FHS,EGARCH_St,GARCH-FHS,Garch_Normal,Garch_Student,Historical-Simulation,Normal-Distribution,Riskmetrics-Results,Weighted-Historical-Simulation
2000-01-03,-4.171733045,-4.13470905,-4.26622017,-6.0243332780494585,-3.75277925270974,-4.675598412291007,-3.131041978637936,-4.455175622040893,-4.455175622040893,-4.965254424,-4.682628442,-4.4337986,-5.649154449,-5.168653221223145,-5.082428329824811,-4.97164831443946,-6.24020308623735
2000-01-04,-4.470158568,-4.42035503,-4.643204288,-6.024808037608289,-4.369678917308588,-4.798733003012052,-4.57691585031502,-5.022583621630204,-5.022583621630204,-5.354594831,-5.121977459,-4.5653451,-5.841056849,-4.496637179773057,-5.109934914543602,-5.209492765954916,-5.488010162894486
2000-01-05,-4.90766786,-4.800483467,-5.122564103,-5.556562287758361,-3.883835590460104,-5.599445498392235,-5.1528252723527,-5.506906468725365,-5.506906468725365,-6.011216979,-5.516459731,-4.8548374,-6.385677421,-4.7713298865434055,-5.146873365265642,-5.342558692869263,-5.760966756080884
2000-01-06,-5.230401015,-5.114279516,-5.638628529,-5.415267934960105,-5.0075380547526045,-5.638456983755521,-5.25742629022108,-5.002978683612114,-5.002978683612114,-6.33006638,-4.925212634,-4.9381132,-6.537389854,-4.992281518349176,-5.158024501919857,-5.3605923386335945,-5.939856835669654
2000-01-07,-5.01837661,-4.983546833,-5.40048249,-5.4182772926690905,-4.136151115637989,-5.085053977907221,-3.6511878268701015,-5.137818948241541,-5.137818948241541,-5.95006588,-5.240533187,-4.955879,-6.178995896,-5.188846036828883,-5.133960935066328,-5.049839770448525,-6.559058760966788
2000-01-10,-4.891076985,-4.774806011,-5.065602417,-5.421295255598236,-3.594486324528388,-4.646585539611471,-4.618805873267724,-5.003500596714888,-5.003500596714888,-5.673678288,-5.033526071,-4.6789138,-5.881732215,-5.212342420299175,-5.119118540619493,-5.015888295465968,-6.87042410855344
2000-01-11,-4.674241144,-4.540452016,-4.711174677,-5.4243210491950204,-3.5155422872738984,-4.648142862615106,-3.4029239630402515,-4.814225419474024,-4.814225419474024,-5.363278616,-4.853561176,-4.6166969,-5.586845101,-5.604002083982871,-5.120901053792346,-4.998492226936497,-7.017329050155944
2000-01-12,-4.586279552,-4.422602317,-4.54794163,-5.427355471456737,-4.06424824507905,-4.022237006343981,-3.616585257579052,-4.777407900221451,-4.777407900221451,-5.203264446,-4.78194725,-4.5191189,-5.371198119,-6.511778326844071,-5.109097730764881,-5.010866592730576,-5.885478978996456
2000-01-13,-5.002594522,-4.830751512,-5.073702339,-5.430397067163834,-5.224172760380393,-4.843394742947729,-5.087221045437063,-5.470445074204323,-5.470445074204323,-5.845591807,-5.390683656,-4.7753634,-5.969000164,-5.380549350714819,-5.139124921582078,-5.370889852654283,-6.273187928383182
2000-01-14,-4.91236749,-4.647912712,-4.804596429,-5.433446945748665,-3.472532019328723,-5.070059077715538,-3.933330820128323,-5.082525600397277,-5.082525600397277,-5.672110595,-4.976484981,-4.7077861,-5.748850065,-4.529028136312591,-5.021749026568622,-4.87348929150412,-5.410294177046188
2000-01-18,-4.881269338,-4.586813914,-4.79205249,-5.436505946974022,-3.8991691249019977,-4.262021729844708,-3.9075757836882894,-4.759074378456783,-4.759074378456783,-5.529383162,-4.629345821,-4.6155383,-5.550252263,-4.618826023512384,-5.016864491322151,-4.915677260008015,-5.461750441244529
2000-01-19,-5.471267067,-5.103962744,-5.600860131,-5.439572402569863,-5.552020643704841,-5.443769817554335,-5.599462525734632,-4.998842628606366,-4.998842628606366,-6.381512283,-4.830435121,-5.0308775,-6.437558144,-6.38959844550496,-5.039991199272968,-5.453104704060501,-6.0833116243901335
2000-01-20,-5.413290853,-5.141015588,-5.597884992,-5.442647111765,-4.591917144259986,-4.897536540778045,-4.531007807457707,-5.625992322738198,-5.625992322738198,-6.200367448,-5.406487217,-4.9739224,-6.218064816,-5.739556754369805,-5.057401848937269,-5.018676374155358,-4.257783733843714
2000-01-21,-4.967661504,-4.803521815,-5.084900706,-5.424920479148031,-4.117337031742379,-4.647198875888051,-3.435073764602313,-5.040838060581179,-5.040838060581179,-5.67242965,-4.972521084,-4.8923536,-5.89559965,-5.93411186801718,-4.903369811072592,-4.780906071498137,-6.686482375633931
2000-01-24,-5.466922059,-5.219953866,-5.749210109,-5.427890423848026,-5.328256896759617,-5.434142702428483,-5.284259793182887,-5.070114011697376,-5.070114011697376,-6.317287157,-4.91919998,-5.244798,-6.453340807,-6.137589889660265,-4.918843686439002,-5.269331526751304,-6.250584103567658
2000-01-25,-5.155549429,-4.818270144,-5.09829131,-5.430869755505289,-4.8358297044060325,-5.251501789426114,-3.3693213752108613,-5.23962718888653,-5.23962718888653,-5.909773739,-5.147524884,-4.983108,-6.13360435,-5.43007442392319,-4.919581955569304,-4.799376346319375,-4.99757126738867
2000-01-26,-5.3943753,-5.050120176,-5.381679963,-5.433857525987547,-4.372134388529146,-5.877140451797027,-5.137313843895404,-5.764728474027394,-5.764728474027394,-6.177653031,-5.560813607,-5.0527961,-6.267036186,-5.643612848861457,-4.906097325207727,-5.004356952009592,-5.703924897610846
2000-01-27,-5.35717693,-4.955831201,-5.224691036,-5.4368524105012925,-3.8332238109419134,-4.612362434745478,-4.976436086572701,-5.55493069858021,-5.55493069858021,-6.084784337,-5.307448231,-5.0596495,-6.10040142,-5.537781436949833,-4.913980378913944,-4.8060370735089935,-6.586911283501842
2000-01-28,-5.141911663,-4.76029184,-4.985654814,-5.43985518122466,-4.081862500641515,-4.331763786069236,-3.665947793672451,-5.091351585463379,-5.091351585463379,-5.746552885,-4.896441676,-4.8270013,-5.820340207,-5.058462243240598,-4.907368829849802,-4.774972710286618,-5.519310587356904
2000-01-31,-4.99815304,-4.650129524,-4.824117825,-5.442859321170299,-3.584300231020646,-4.155234583795527,-3.737698958075763,-5.182930816457983,-5.182930816457983,-5.525888818,-4.983793191,-4.7589468,-5.584086875,-4.192398831681337,-4.9159507129532285,-4.790134871422044,-5.025940714186589
2000-02-01,-6.058044478,-5.71625847,-6.360888481,-5.443565116223788,-6.241721369794093,-7.536785660173979,-7.212979197774439,-5.417272657852113,-5.417272657852113,-7.329691645,-5.606087952,-5.9929069,-7.933215485,-6.414962326813011,-5.000425549875115,-6.36710142480331,-5.941460249752555
2000-02-02,-6.25946466,-6.09566284,-6.770500965,-5.446587829530293,-5.3343114261516735,-8.59888410205884,-6.106712026319926,-6.887520962515025,-6.887520962515025,-7.467963307,-6.937256368,-6.3127721,-7.895220414,-5.461482599316901,-5.047007833585652,-5.375886301552837,-6.680214549718998
2000-02-03,-6.017607586,-5.693067979,-6.09589955,-5.449621218888046,-5.019808851894164,-6.472235926642842,-3.815357552649141,-6.184212834551736,-6.184212834551736,-7.01648271,-6.272611324,-5.7855373,-7.493180449,-5.205685668653482,-5.024944453715363,-4.885174040535243,-5.810652405082085
2000-02-04,-5.870750524,-5.574274872,-5.889535727,-5.4526637038277,-4.240498758052851,-5.711996730930512,-5.558214321462222,-6.207707528492775,-6.207707528492775,-6.809925402,-6.231621506,-5.7374256,-7.228707331,-5.919693677892642,-5.037486132164786,-4.95446416892187,-5.752749128695925
2000-02-07,-5.362955508,-5.162574914,-5.275066799,-5.455712646081902,-3.4784970715002737,-6.361387086105946,-3.2862239829120217,-5.620762926380228,-5.620762926380228,-6.225855173,-5.797310384,-5.5066071,-6.871190133,-6.163003009538774,-5.030900722110888,-4.881233050115518,-6.835631049543063
2000-02-08,-5.451236484,-5.186103729,-5.403556329,-5.458770206189764,-4.2109895990164405,-5.091343618307088,-4.215620706894152,-5.395621974900233,-5.395621974900233,-6.243170834,-5.484861996,-5.4433436,-6.736342993,-5.244856078290519,-5.02867792093086,-5.019516630123084,-5.327119638386559
2000-02-09,-5.296522299,-5.071766334,-5.235028401,-5.461835677046744,-4.650652287810365,-4.587948191977885,-3.9288135467890526,-5.670376978127794,-5.670376978127794,-5.98643277,-5.736766763,-5.3093829,-6.465164697,-4.45581328001518,-5.037208567893049,-4.943487167044947,-6.865492636104991
2000-02-10,-5.404309012,-5.132959446,-5.312442057,-5.46490882624648,-3.917081502946242,-5.000712764629643,-4.329231215680627,-5.830685822791007,-5.830685822791007,-6.086727556,-5.789097538,-5.3006648,-6.411984568,-6.361178396257261,-5.053268606675406,-5.034459991628088,-6.138215253731645
2000-02-11,-5.347139483,-5.033403652,-5.170562991,-5.467994113598526,-3.744536691925101,-4.826511276949065,-5.139815280045009,-5.689240904081496,-5.689240904081496,-6.004092958,-5.586496244,-5.2188063,-6.238429807,-5.133877468236841,-5.062532704287209,-4.958966555322478,-6.982296814796849
2000-02-14,-5.400280477,-5.066333657,-5.214873659,-5.4710874095145146,-3.8876497283975455,-4.131353451361623,-4.249058284373649,-5.806067903873205,-5.806067903873205,-6.071455336,-5.626223594,-5.1933322,-6.187962392,-4.30891395764298,-5.071631979465809,-5.023643909786787,-6.8454787462447575
