dates,APARCH_FHS,APARCH_Normal,APARCH_sTUDENT,caviar_AD,caviar_AS,caviar_IG,caviar_SAV,EGARCH st ,EGARCH-Norm,EGARCH_FHS,GARCH-FHS,Garch_Normal,Garch_Student,Historical-Simulation,Normal-Distribution,Riskmetrics-Results,Weighted-Historical-Simulation
2000-01-03,-5.137503809,-4.779669547,-5.287408383,-5.126501832730313,-5.005264668562493,,-5.171767357191734,-4.981566899,-5.789928879493506,-5.789928879493506,-5.435678507,-4.5947286,-5.866962455,-4.629969329841111,-4.614970845639154,-4.740462826701768,-6.17553215387774
2000-01-04,-5.088827302,-4.711454731,-5.194551939,-5.129451416518323,-4.304572098543856,,-4.487551493198631,-4.914681123,-5.503454733844063,-5.503454733844063,-5.164503548,-4.4827914,-5.76284367,-4.71084037874837,-4.617476846488842,-4.6387033163593685,-4.817342244133668
2000-01-05,-5.334468098,-4.945298432,-5.43800029,-5.132401536902318,-5.279367329980532,,-5.071486566034376,-5.167465273,-5.503803946288724,-5.503803946288724,-5.090627093,-4.5864519,-5.847552301,-4.227351805928197,-4.639984836912196,-4.8959098626714495,-6.444150714070736
2000-01-06,-5.391662227,-4.993006207,-5.503951243,-5.135361601845335,-6.159309905565883,,-5.354876483677961,-5.218974384,-6.102923766516857,-6.102923766516857,-5.631198957,-4.7726222,-6.021586522,-5.5644017809484,-4.624223616209028,-4.960238235173699,-6.009769149339722
2000-01-07,-5.360973291,-5.006992353,-5.526687471,-5.138330925529957,-5.545378237311134,,-5.88469108962571,-5.236209782,-6.10558180878431,-6.10558180878431,-5.578895697,-4.8289605,-6.071985044,-5.079702280951342,-4.628025132668808,-4.883442045712674,-5.5862944818599685
2000-01-10,-5.30370241,-4.978864276,-5.49760807,-5.141300874678818,-5.084795346144187,,-5.715658685908145,-5.209602849,-6.090019753258182,-6.090019753258182,-5.508787729,-4.8049698,-6.05761334,-5.533088272545043,-4.593053542394075,-4.775890790623347,-5.583843415307545
2000-01-11,-5.559289054,-5.169105748,-5.686646218,-5.144286231255487,-6.206515835070388,,-5.5735903479624245,-5.41831108,-5.934376897989959,-5.934376897989959,-5.2195476,-4.8708784,-6.12991088,-5.092527982046427,-4.592347168973542,-4.834587036728995,-5.437539584545426
2000-01-12,-5.443689097,-5.11429148,-5.605807823,-5.147272418868806,-5.226737210735181,,-5.007532273136331,-5.366544184,-5.844396070928178,-5.844396070928178,-5.21622501,-4.7483634,-6.019780669,-4.921110403909715,-4.5850735827239895,-4.634502842054296,-4.626945921834461
2000-01-13,-5.370708753,-5.061519253,-5.549233424,-5.150265333980346,-4.7358289564243,,-4.984886806210903,-5.312804915,-5.978241018539234,-5.978241018539234,-5.406462369,-4.7171897,-5.99235115,-5.073064639238599,-4.586693944058488,-4.734319072541311,-5.5503022955811865
2000-01-14,-5.182719193,-4.903392181,-5.383163501,-5.1532679320402695,-3.62585000095481,,-5.262905247356524,-5.13097208,-5.764419095674448,-5.764419095674448,-5.226660861,-4.575032,-5.889466792,-4.862439757748775,-4.579851596027931,-4.604307946288685,-6.261157523752582
2000-01-18,-5.037981795,-4.779835756,-5.24910783,-5.155962176697837,-3.237153870998945,,-3.709337370583479,-4.996518589,-5.623501623548064,-5.623501623548064,-5.164404738,-4.4551668,-5.774722909,-4.377522228505234,-4.542451387011133,-4.599792366379756,-5.083296921146433
2000-01-19,-6.148074579,-5.647603828,-6.317756138,-5.315391467757873,-8.464897492242379,,-6.39693894705182,-5.876114106,-5.86599214027429,-5.86599214027429,-5.472118371,-5.4432158,-6.726149969,-4.98418518885626,-4.6563109350228284,-5.946014956617701,-5.763668276960453
2000-01-20,-5.953250531,-5.561464245,-6.199840754,-5.318639521921615,-6.052542355793522,,-5.392890454645618,-5.790530876,-5.967655667231285,-5.967655667231285,-5.751218954,-5.2843535,-6.590817207,-5.78219572877121,-4.662094327373117,-4.700548052652777,-4.918377397333159
