dates,APARCH_FHS,APARCH_Normal,APARCH_sTUDENT,caviar_AD,caviar_AS,caviar_IG,caviar_SAV,EGARCH-Norm,EGARCH_FHS,EGARCH_St,GARCH-FHS,Garch_Normal,Garch_Student,Historical-Simulation,Normal-Distribution,Riskmetrics,Weighted-Historical-Simulation
2004-05-04,-4.280378999,-4.16326553,-4.511304119,-3.3492256243492347,-5.336756872872615,-2.552498778597032,-5.18604223543441,-4.5920801680890095,-4.5920801680890095,-4.807963852,-4.91338361,-0.046437261,-5.179397988,-3.572335092277439,-3.5132243361296163,-3.439249219661028,-4.398137668929306
2004-05-05,-4.16624538,-4.034636896,-4.33880003,-3.342686088233469,-5.566090971441551,-4.046834791245945,-4.223989273877976,-4.336697122215757,-4.336697122215757,-4.516672556,-4.758639196,-0.044372699,-5.004570504,-3.8466399215726703,-3.5012213168424937,-3.399875827761095,-2.955984091101148
2004-05-06,-4.060214843,-3.914500973,-4.179250031,-3.3361237827241235,-4.281234736108295,-5.36359525611187,-4.189704969664879,-4.08180227493741,-4.08180227493741,-4.255084677,-4.588773022,-0.043301221,-4.842907578,-3.732105669089492,-3.494929800956087,-3.3974281566680324,-3.36496891348874
2004-05-07,-4.038990689,-3.90870302,-4.16397322,-3.329547980887644,-5.895415431733306,-2.520561696989808,-3.971726620776232,-4.00374653776125,-4.00374653776125,-4.142956179,-4.475013105,-0.041059573,-4.712343936,-3.18660041040395,-3.4911629349738424,-3.403831975706623,-3.775828481657083
2004-05-10,-4.178134351,-4.068593941,-4.320531747,-3.322950756550369,-6.4249544690045,-2.5698869884647357,-4.10246080410308,-4.093715208906325,-4.093715208906325,-4.199425296,-4.449137108,-0.040652552,-4.663665605,-2.9862657679924007,-3.4981215701009454,-3.466642324510889,-3.48877594016644
2004-05-11,-4.081575738,-3.96358973,-4.204960874,-3.3163324622092345,-5.776393296958972,-3.6070194596230727,-3.913133864411976,-3.882637951799748,-3.882637951799748,-4.078481568,-4.267699526,-0.039243098,-4.542552167,-3.812274951769002,-3.4916492530414067,-3.4004916216466783,-4.221123998191031
2004-05-12,-3.982613038,-3.851486798,-4.0604495,-3.309693204604476,-5.403627715195305,-2.879382310767098,-3.553184574995436,-3.688993730432976,-3.688993730432976,-3.87165816,-4.150127862,-0.037761797,-4.413093734,-3.491991266585716,-3.479365042107943,-3.378254910520103,-3.637202826035948
2004-05-13,-3.890427671,-3.746556961,-3.92391606,-3.3030342005567195,-4.108179807152966,-4.452254338378287,-3.5330631449320435,-3.4734921800251177,-3.4734921800251177,-3.661902686,-4.026843926,-0.036463278,-4.289426437,-3.630613599507736,-3.4806664516260386,-3.37688039866661,-4.503053716683792
2004-05-14,-3.81802171,-3.665940954,-3.83960437,-3.2963573847051144,-4.627697690363908,-4.106153470851747,-3.234107296447929,-3.387833047077724,-3.387833047077724,-3.606590636,-3.917605068,-0.036572393,-4.198625551,-3.753273974173141,-3.473625855189655,-3.393898258319805,-2.9518369249877416
2004-05-17,-3.860553529,-3.739956871,-3.913605673,-3.2896549050744794,-7.070733954442514,-3.7940979032762976,-4.983075238755927,-3.4617591686479754,-3.4617591686479754,-3.588199026,-3.903505585,-0.034997651,-4.125662256,-3.127954573151516,-3.434574737443553,-3.38794734941158,-3.605626962283412
2004-05-18,-3.996920499,-3.895957003,-4.071691679,-3.2829366467572587,-6.622191936459142,-4.299273395617796,-3.765027233577813,-3.574660539211111,-3.574660539211111,-3.677473746,-3.912984093,-0.035248799,-4.111525966,-3.459918039289679,-3.441511541532153,-3.425038842689825,-3.64212889440965
2004-05-19,-3.930880221,-3.821395393,-4.01676351,-3.2761963831282674,-4.2887166452509975,-3.0702272778141766,-3.55362304880482,-3.51141010526849,-3.51141010526849,-3.731889087,-3.813270646,-0.035037521,-4.082323505,-2.989405629908916,-3.4115504756504684,-3.3971165508862744,-3.551617016580254
2004-05-20,-3.942018215,-3.854987866,-4.047983258,-3.269437606172716,-3.877359640347188,-2.270966043109868,-4.9893414091960295,-3.5593122629464444,-3.5593122629464444,-3.671987097,-3.796771435,-0.034611244,-4.001070456,-3.79556113192168,-3.418377682988992,-3.3692614285762343,-3.013299877643062
2004-05-21,-3.860149198,-3.76088367,-3.94092971,-3.262655072525503,-5.186707084955567,-2.118388625272056,-4.599673389679388,-3.387649254582807,-3.387649254582807,-3.555321102,-3.664092306,-0.0334896,-3.901378244,-3.163984041622154,-3.418012805405331,-3.346258505937852,-3.9099987784045926
2004-05-24,-3.7903564,-3.679379269,-3.855759942,-3.2558544069714084,-2.371402985528541,-2.0036215211979207,-3.206415140364933,-3.3303174322037514,-3.3303174322037514,-3.516010607,-3.582025046,-0.032779699,-3.832717861,-4.02370460783527,-3.4092190265246214,-3.3409258601571854,-3.3945134973062268
2004-05-25,-3.750098339,-3.6489405,-3.817736684,-3.249033029477208,-5.395250949793057,-2.18676643264996,-3.603314918549159,-3.286029310870477,-3.286029310870477,-3.399158559,-3.525765703,-0.032333316,-3.735783055,-4.31232367778508,-3.398181524480764,-3.3279206508470742,-3.5049858154926863
2004-05-26,-3.712490681,-3.59912584,-3.796493862,-3.242188540375345,-3.9457585549023326,-2.7359656297745647,-5.300884490707233,-3.3267384887899185,-3.3267384887899185,-3.532883657,-3.5214406,-0.034289753,-3.770976035,-2.9310419874989737,-3.3979978438999168,-3.403629112029959,-4.073921608704942
2004-05-27,-3.643492748,-3.515992614,-3.68837486,-3.2320931941617337,-3.0193816832824814,-2.103974807135823,-3.5938884193254523,-3.231861552567574,-3.231861552567574,-3.393972234,-3.449981248,-0.031789348,-3.67633824,-3.8291207973528714,-3.3986792989286783,-3.319679494815796,-4.104858534694559
2004-05-28,-3.579979689,-3.439886169,-3.590560342,-3.218748318007677,-4.8214084124819685,-2.0873339627709493,-4.128158986610278,-3.0894244329582023,-3.0894244329582023,-3.251322259,-3.353124931,-0.031108499,-3.574165362,-3.3910173261627268,-3.3984601118170885,-3.320374704089106,-3.2926668587785364
2004-06-01,-3.520307353,-3.368330802,-3.497206018,-3.2053180091374203,-4.841347909674781,-2.0098367188294017,-3.5718855348860994,-2.950467469468311,-2.950467469468311,-3.113651457,-3.260858611,-0.030349612,-3.484148258,-3.785482264121917,-3.3989459463319696,-3.317032439831933,-4.578022774559705
2004-06-02,-3.495927802,-3.351646163,-3.474616334,-3.191807053687708,-5.335029510871951,-1.9665701821381725,-3.467253268192482,-2.903943245609465,-2.903943245609465,-3.017092252,-3.20523438,-0.030270827,-3.393827635,-3.849249917794409,-3.4013332940511747,-3.3268612759535885,-3.22937555533686
2004-06-03,-3.440649891,-3.284643254,-3.384651817,-3.1782192950353307,-4.757238061326314,-1.9174981992249456,-2.9171012794667672,-2.727562687223225,-2.727562687223225,-2.857706417,-3.102152769,-0.029164975,-3.290883808,-2.950044679388782,-3.3554767778203622,-3.285069524444653,-2.792940471926438
2004-06-04,-3.524415772,-3.390110896,-3.494077962,-3.164550812159864,-5.748953656209783,-3.305330820605845,-2.8939854777858285,-2.831173814612084,-2.831173814612084,-2.897269466,-3.127818402,-0.029532802,-3.258150064,-3.229195041637585,-3.344778790950253,-3.3195573664625595,-3.66668429816696
2004-06-07,-3.469081543,-3.324287841,-3.413048709,-3.150802393679068,-4.992321145851475,-2.6316879565155533,-3.664444339475858,-2.6580702240265888,-2.6580702240265888,-2.773261813,-3.01242186,-0.027742647,-3.162660908,-3.224563220759096,-3.345033726237816,-3.280140078331092,-3.218076947169284
2004-06-08,-3.477440942,-3.318920473,-3.466848169,-3.1369750756761023,-5.086093185268056,-1.8543610849844527,-3.932770993263744,-2.9276049015109207,-2.9276049015109207,-3.129252608,-3.247096448,-0.032737714,-3.424641543,-3.2773210050543127,-3.316792247276148,-3.406375896018166,-3.804987025621585
2004-06-09,-3.439823875,-3.270626676,-3.417931302,-3.123059690745338,-4.9371080118735415,-3.7882547803557687,-3.1467803470959588,-2.981526748468488,-2.981526748468488,-3.144054653,-3.227068537,-0.032030283,-3.389568972,-3.473176929932994,-3.316707168370984,-3.262114925077292,-2.80595622053363
2004-06-10,-3.418990434,-3.268491028,-3.409158417,-3.109066051539888,-5.466571216172967,-4.128764807707675,-3.6348773634693,-2.958803940918032,-2.958803940918032,-3.050402312,-3.185242955,-0.029230321,-3.310164633,-3.531473477728221,-3.320728430290582,-3.253877587033675,-4.396194627369329
2004-06-14,-3.401127186,-3.240625349,-3.403314974,-3.0949902206645707,-4.30310109057184,-2.6370183723095826,-3.945894376379522,-2.983772524030706,-2.983772524030706,-3.155834974,-3.173465795,-0.032008919,-3.337647656,-3.2938545485930524,-3.308324112727885,-3.302576620170368,-3.859003917945241
2004-06-15,-3.364001447,-3.193212556,-3.34716391,-3.080833989672047,-3.507639699158977,-1.7714993683785127,-3.7251144100865536,-2.962677260601545,-2.962677260601545,-3.114123105,-3.123652183,-0.030244113,-3.274366446,-3.64605862612455,-3.290975672561619,-3.2249601886365924,-4.639103359419969
2004-06-16,-3.386762277,-3.19983878,-3.410034607,-3.074434536309419,-2.739731215577503,-4.589316533458463,-5.925599821312407,-3.221764484559732,-3.221764484559732,-3.451137724,-3.359673594,-0.033556741,-3.540724484,-3.334024741663345,-3.2878131114679228,-3.382511259657111,-5.392397607592755
2004-06-17,-3.344107884,-3.168726232,-3.362344065,-3.0686645904074346,-4.275452274257487,-1.790695402062624,-4.02501691745332,-3.1393600824497456,-3.1393600824497456,-3.262534059,-3.197758627,-0.031747478,-3.418100798,-3.2274948087875157,-3.290688540177958,-3.2140723949601657,-3.650614813977536
2004-06-18,-3.355992178,-3.167572112,-3.402794374,-3.0629324259013555,-5.419972005875759,-3.836132755000498,-3.501720578314793,-3.2571695061995083,-3.2571695061995083,-3.489911676,-3.269999335,-0.033072429,-3.554828864,-2.79854340936147,-3.292637095379924,-3.348831351232844,-2.911825666310542
2004-06-21,-3.391702817,-3.183877309,-3.477969884,-3.057133490886668,-5.212829637219937,-1.91265500260088,-6.439063875571176,-3.57361375378345,-3.57361375378345,-3.862637962,-3.510590994,-0.035507044,-3.847407858,-4.056714228590086,-3.2988555534704123,-3.435276892307411,-3.635111125263288
2004-06-22,-3.34573418,-3.127415314,-3.383042593,-3.05132521036891,-4.862170260322106,-1.8619968454990437,-3.6729052735547927,-3.4723522888459204,-3.4723522888459204,-3.663951506,-3.463146754,-0.033564988,-3.729859161,-3.4308420735439373,-3.275422352770956,-3.2124930260870688,-2.9090617474150826
2004-06-23,-3.300858505,-3.080629318,-3.310777493,-3.0454948199991394,-2.8307280088821174,-1.985992898545586,-3.4071852029678817,-3.311409711486561,-3.311409711486561,-3.475740342,-3.370871898,-0.033236035,-3.61854657,-3.4563811787996106,-3.2748329773524403,-3.214573122395353,-3.918195192805897
2004-06-24,-3.26047322,-3.032613929,-3.230036863,-3.0396534170924263,-4.586351413858121,-3.374162645087332,-3.1528477629834457,-3.102287940317035,-3.102287940317035,-3.281616996,-3.26818352,-0.033719993,-3.511899608,-2.821353352020307,-3.257547384750254,-3.2024437639369423,-4.340186946988484
2004-06-25,-3.228700808,-2.995717332,-3.174298372,-3.033802154027869,-4.759834798696194,-1.716094387937849,-3.101548741116624,-2.9742422118840377,-2.9742422118840377,-3.16488718,-3.177999393,-0.031527475,-3.41823564,-4.119003109091541,-3.252621382810704,-3.196509819479657,-3.4832711045505547
2004-06-28,-3.208604299,-2.971407604,-3.14629035,-3.027928439231664,-4.872408980707182,-1.7949467904661498,-3.343811286885347,-2.9344989659859326,-2.9344989659859326,-3.142775003,-3.121871971,-0.029617707,-3.3626249,-3.903825989528598,-3.248522759265398,-3.211929488806302,-4.005994126417836
2004-06-29,-3.328815047,-3.131060888,-3.302332529,-3.022048946432893,-4.815584829195535,-3.899656309580758,-3.045215413448062,-3.074326761812735,-3.074326761812735,-3.189999486,-3.173996078,-0.031954032,-3.35056545,-3.584099879669312,-3.256462805062272,-3.247722275440758,-3.609061625157966
2004-06-30,-3.303768263,-3.101275047,-3.276022671,-2.651852421424934,-5.2742863247228895,-1.5577997870626945,-3.556522899970916,-2.974918507898141,-2.974918507898141,-3.175478304,-3.092582783,-0.029212916,-3.305845827,-2.9825349595542603,-3.2507455755880605,-3.2155525511649654,-4.135947978056797
2004-07-01,-3.266318501,-3.056212753,-3.209350571,-2.642683150317944,-4.644249192540713,-2.06698161915686,-3.80432409235938,-2.8829657684366805,-2.8829657684366805,-3.056288389,-3.033544808,-0.030907485,-3.218886782,-3.412168950419374,-3.2364872509942533,-3.1636724426175302,-3.1677880890746355
2004-07-02,-3.232520114,-3.015467157,-3.149943583,-2.6334758604704103,-4.864650684250908,-1.4570112611092731,-2.0516589966685297,-2.7663443380823627,-2.7663443380823627,-2.941185439,-2.95749641,-0.029990521,-3.132442645,-3.596125908223041,-3.2229701731668685,-3.1578500904946853,-3.357915612562892
2004-07-06,-3.199603498,-2.976703062,-3.094211934,-2.624246507062277,-2.1847929514243507,-1.4729016484233108,-3.984069831754831,-2.668127347256092,-2.668127347256092,-2.800075564,-2.906935573,-0.029737621,-3.041019751,-4.559247724553468,-3.199209491238685,-3.1199729440543464,-3.461798098519592
2004-07-07,-3.630661365,-3.419992793,-3.530451577,-2.6149886846519874,-6.83912664020894,-3.4525349004402224,-2.0594408862970424,-3.0955820659658326,-3.0955820659658326,-3.148466116,-3.239857796,-0.033100175,-3.313598777,-4.2277399305340575,-3.2204888334125807,-3.317236635382296,-3.9231461961372656
2004-07-08,-3.56745414,-3.353457257,-3.4505343,-2.605703911968989,-3.3345338074447013,-1.9631501330570504,-4.389650511233969,-2.861593737641749,-2.861593737641749,-3.008529226,-3.102940526,-0.031859793,-3.219687524,-3.4571633113208766,-3.2139007932532224,-3.1290066399222134,-3.697141883636053
2004-07-09,-3.860503259,-3.665034559,-3.765728363,-2.5963871299796324,-3.839446614326804,-3.43966915824889,-2.990263163240235,-3.195066305940206,-3.195066305940206,-3.246129736,-3.313807005,-0.031000619,-3.373210212,-3.946334321631813,-3.207135872801408,-3.258507777188819,-4.1930135481701685
2004-07-12,-3.792881396,-3.596077928,-3.706612221,-2.5870464382345424,-5.898289271769322,-1.9927245364106327,-3.505254488389685,-3.0677655198413083,-3.0677655198413083,-3.226586224,-3.207687731,-0.03045522,-3.329564523,-3.7566101136308823,-3.2046965603366453,-3.1473926375270187,-3.954382254609504
2004-07-13,-3.715921466,-3.512027044,-3.601964376,-2.5776706707674144,-5.25004115466392,-1.9513789947748168,-3.174461715214133,-2.919594005392341,-2.919594005392341,-3.077883524,-3.130234209,-0.029456083,-3.235461253,-3.766005485286117,-3.2052676676423197,-3.115100077758647,-4.1921952425274736
2004-07-14,-3.804419627,-3.631681109,-3.728389835,-2.568271202259138,-3.589306552737028,-3.753350663931537,-3.46412322068291,-3.067481643295127,-3.067481643295127,-3.153790921,-3.175392895,-0.029768467,-3.25106745,-4.549834756556511,-3.2104869083469145,-3.173737964987755,-3.1951274880599665
2004-07-15,-3.786634974,-3.605471407,-3.763953536,-2.558844866702549,-5.083194907426996,-4.441465200622404,-4.118587764647988,-3.211307874350296,-3.211307874350296,-3.41520671,-3.331739022,-0.03188259,-3.439591554,-3.265748432968829,-3.215845789206594,-3.3089333199453903,-3.60929854483724
2004-07-16,-3.824419264,-3.685727111,-3.845159364,-2.5493874762503093,-5.740428785546572,-1.994474066251242,-3.6527294589053145,-3.3428853795448763,-3.3428853795448763,-3.396869487,-3.371583833,-0.0315101,-3.393329305,-3.094341543171184,-3.178409005137669,-3.143217199375728,-4.306194274680136
2004-07-19,-4.006496785,-3.893779089,-4.055988343,-2.539897231857734,-5.9042138308208925,-3.505922446170881,-4.298568338438361,-3.502881789381024,-3.502881789381024,-3.547905145,-3.460061431,-0.032390213,-3.47444387,-3.443270961422686,-3.1920566847677687,-3.2054502733698795,-3.233041137049924
2004-07-20,-3.96229422,-3.839910156,-4.049066416,-2.5303764587293176,-3.836101214949371,-4.548867886416863,-5.379254253128558,-3.559895813324992,-3.559895813324992,-3.745274947,-3.513667382,-0.035963053,-3.609416359,-3.309862148715457,-3.146542297229443,-3.2262676070905334,-3.5237758161977237
2004-07-21,-3.910423957,-3.776041358,-4.010930551,-2.520829072895001,-4.849468494185613,-3.9394127900083857,-5.111071962145445,-3.6781303387857935,-3.6781303387857935,-3.879872002,-3.550478537,-0.035943535,-3.684322108,-3.0967596015035577,-3.146626541755835,-3.168192953692836,-4.2572060049181655
2004-07-22,-3.889775846,-3.738377319,-4.023840491,-2.5112595786407463,-4.837497556149324,-2.1822314148286357,-5.129855654768705,-3.8961387054301535,-3.8961387054301535,-4.159057961,-3.703037198,-0.035481168,-3.902198467,-3.257899381964266,-3.1516830334678114,-3.2716066275425373,-3.789153939396134
2004-07-23,-3.817490137,-3.654359178,-3.922561241,-2.501650848557606,-4.714612895877206,-3.7120610093839472,-4.021186243614496,-3.828867147414978,-3.828867147414978,-4.051775347,-3.627969315,-0.036255827,-3.812749862,-3.479250656664592,-3.1330751059942954,-3.09229811896268,-3.041370733138528
2004-07-26,-4.702132672,-4.515513189,-4.740483687,-2.714060229764861,-4.977230387768277,-3.812799719544592,-5.866869675109381,-4.670655143931836,-4.670655143931836,-4.730508287,-4.450069013,-0.042015698,-4.527146567,-3.228919939515131,-3.1623718344354383,-3.641121384406431,-4.876507785223346
2004-07-27,-4.626050101,-4.435598163,-4.727036319,-2.706763249440008,-6.018018667223795,-4.08538492321606,-6.331046034712802,-4.62038808790807,-4.62038808790807,-4.969818726,-4.442721917,-0.044329762,-4.690452619,-3.953643446150048,-3.1618445930285164,-3.3434912946735222,-4.053080726548663
2004-07-28,-4.565764782,-4.410003834,-4.692673347,-2.699403818421891,-5.550622696829111,-3.86069123840116,-5.784755250557343,-4.58999364161283,-4.58999364161283,-4.777012738,-4.375202297,-0.042940554,-4.543414454,-2.748952696310844,-3.163934879758357,-3.126377795619133,-3.601522543019018
2004-07-29,-4.441027056,-4.27795894,-4.543951271,-2.6920305609120776,-5.030344243276757,-4.500784622928343,-4.848874826657317,-4.3199452504771,-4.3199452504771,-4.577230675,-4.185177498,-0.040050928,-4.399552145,-2.89943957216122,-3.1560319514743536,-3.1057934077085383,-2.7752187128102133
2004-07-30,-4.332895783,-4.171608834,-4.418949717,-2.6846369450428123,-4.381062343732988,-3.859230128717493,-4.335282965149932,-4.145680201011108,-4.145680201011108,-4.351547552,-4.057795026,-0.038472622,-4.255034571,-2.705667169542081,-3.159225828344612,-3.098691144273184,-3.756910256932298
2004-08-02,-4.216070909,-4.044627525,-4.259073009,-2.6772246712695105,-4.470842213513045,-4.112128111063183,-3.735323312426296,-3.856150930471593,-3.856150930471593,-4.091156394,-3.897284188,-0.038256183,-4.115251313,-2.4183307017860223,-3.152401891053433,-3.0893725323218897,-2.83246570156583
2004-08-03,-4.108556883,-3.92828597,-4.114848062,-2.6697913289695263,-3.408803944474206,-3.368443544104533,-3.2229764447209286,-3.6276987474297786,-3.6276987474297786,-3.874722169,-3.754897902,-0.035370998,-3.985297478,-3.088377119971924,-3.152150856675349,-3.0899064557907,-3.4644013047832987
2004-08-04,-4.310953241,-4.167921289,-4.356267731,-2.6623443459298914,-3.864794497191955,-4.050769972585849,-3.732063415412388,-3.844682666502928,-3.844682666502928,-4.053697208,-3.805905513,-0.036210971,-4.111144336,-2.809531137714361,-3.145304044229159,-3.2146919639199014,-2.93784772826102
2004-08-05,-4.194553886,-4.039721005,-4.196771829,-2.6548776937100107,-4.994591145204216,-3.597362473421163,-3.2434606316254566,-3.53251482318883,-3.53251482318883,-3.818093911,-3.617831873,-0.034741007,-3.970154259,-3.1743049477284244,-3.1452889874049745,-3.0843639616982848,-2.9384273659003526
2004-08-06,-4.50154003,-4.364696254,-4.524831518,-2.6473979488462,-6.669210844462095,-3.955058709615985,-5.168550579347309,-3.9016680214719446,-3.9016680214719446,-4.078840179,-3.847523203,-0.03751331,-4.139240253,-3.374686813141196,-3.166472836480141,-3.2816513242426564,-3.030605761016966
2004-08-09,-4.649195338,-4.518582028,-4.685780331,-2.639889301122382,-6.628260988225987,-3.4768563908731758,-4.319334883499832,-3.994284749415139,-3.994284749415139,-4.200777027,-3.864676165,-0.038196231,-4.175669104,-3.767019871170405,-3.1763333512040046,-3.2072865434389914,-3.881660044846968
2004-08-10,-4.510271806,-4.369684589,-4.514007509,-2.632371767602031,-5.139800473088869,-4.008652471484685,-3.547813296636985,-3.65461664159714,-3.65461664159714,-3.952468971,-3.675269894,-0.035956661,-4.028132858,-3.974841099932735,-3.176235157417225,-3.1036834999284824,-3.724440826089953
2004-08-11,-4.440004455,-4.290771721,-4.495740068,-2.624838816552034,-4.828935909093201,-4.131136717855921,-5.580261545753109,-3.812133591060792,-3.812133591060792,-4.219679379,-3.798833769,-0.038021848,-4.207745595,-3.2954633466573755,-3.1822926123007997,-3.309859972928204,-4.389901959695976
2004-08-12,-4.467219469,-4.367301343,-4.57411109,-2.6172790859771893,-4.270279530821095,-4.504557461833774,-4.12934812518778,-3.952091043886157,-3.952091043886157,-4.181996189,-3.842691108,-0.038002695,-4.129416988,-3.095668880072234,-3.1882794495530224,-3.1828295629672505,-3.59765691631663
2004-08-13,-4.752462577,-4.675676727,-4.884013737,-2.6097002737834263,-4.875743062726734,-4.414744234717667,-4.835765952429533,-4.221635816784847,-4.221635816784847,-4.413877365,-4.022517821,-0.038285993,-4.27461296,-3.434983421655053,-3.2096410338204366,-3.322184434834557,-2.9376736639944463
2004-08-16,-4.613274087,-4.525638501,-4.723704584,-2.6021043546202565,-5.4776379508338655,-2.466647569178792,-4.25688623910195,-3.895699354290925,-3.895699354290925,-4.230002577,-3.81719681,-0.036769593,-4.13181203,-3.326838598656889,-3.2065244547499523,-3.14465102315222,-3.592581080841046
2004-08-17,-4.479976006,-4.379033363,-4.55657883,-2.5944906660485465,-4.608852014819544,-3.7577635518264234,-3.72564657314929,-3.7008615632904847,-3.7008615632904847,-4.04150609,-3.696365143,-0.036178999,-3.993568781,-4.091914726395637,-3.2069579329385824,-3.1331594449099787,-3.639214911842904
2004-08-18,-4.35286769,-4.234138908,-4.387513006,-2.586860153119342,-4.249703550112791,-3.6159985347063306,-3.356976599818159,-3.5124528768719543,-3.5124528768719543,-3.820081518,-3.582962202,-0.033919454,-3.860643774,-3.3019228491396677,-3.180284672707776,-3.090762005334282,-3.041235989166633
2004-08-19,-4.276872097,-4.148065801,-4.339878922,-2.579203065645981,-4.283627736122779,-2.30091385044776,-4.269568672712444,-3.557171466913644,-3.557171466913644,-3.94572902,-3.594374395,-0.034380205,-3.898916004,-3.0116231238373645,-3.177835253625732,-3.212058809503839,-3.246692559209913
2004-08-20,-4.348167289,-4.269517121,-4.464255999,-2.571531161852441,-6.129669098970445,-3.447421296715492,-4.325884178318158,-3.745987088633076,-3.745987088633076,-3.954216756,-3.667210065,-0.034271084,-3.854565134,-3.870441621305488,-3.1827797195774066,-3.178903710757565,-3.669599766119328
2004-08-23,-4.234203047,-4.141981332,-4.317983963,-2.563839847319396,-4.391082177624665,-2.605392634825594,-3.9275420551302753,-3.5030220671331467,-3.5030220671331467,-3.778379984,-3.510552988,-0.033007637,-3.73980292,-3.153396028931196,-3.1815356439482985,-3.103386195129178,-4.009097309079896
2004-08-24,-4.126119017,-4.019716876,-4.172247112,-2.556129281095417,-4.70154087459973,-3.634963391242238,-3.130615213240572,-3.396817009277456,-3.396817009277456,-3.612369002,-3.408947707,-0.03183396,-3.635261996,-3.250635699102605,-3.181526408465768,-3.096417813954717,-3.379292444314094
2004-08-25,-4.023750644,-3.902772335,-4.027777922,-2.548399288848438,-4.535790917598606,-2.750676927730492,-2.752614064331974,-3.232738013497459,-3.232738013497459,-3.426562318,-3.316653643,-0.030749634,-3.534585783,-3.555520154771856,-3.182364431967979,-3.0950748138885578,-3.298260136604894
2004-08-26,-3.958582339,-3.827797993,-3.976289668,-2.540650653613975,-4.625622938925672,-2.3549040080047265,-2.9549218166060687,-3.2270519549039984,-3.2270519549039984,-3.483579148,-3.288982388,-0.032669361,-3.53051401,-3.102048977340625,-3.178673125612658,-3.164475403147103,-3.665125469948831
2004-08-27,-3.8871,-3.764117806,-3.904052799,-2.5328806673876167,-5.003258956343702,-2.4251052017876638,-2.757205536669095,-3.190456201018506,-3.190456201018506,-3.355868102,-3.250549998,-0.032088441,-3.443967812,-3.371482587937753,-3.1818606726912915,-3.106675996185376,-3.172009754839177
2004-08-30,-3.80298587,-3.667097304,-3.783063769,-2.525093731182727,-4.7681102907860895,-1.803736297718777,-2.4604422645028454,-3.0043856370880118,-3.0043856370880118,-3.198436618,-3.149602064,-0.031002795,-3.358246847,-2.886820570389241,-3.181729976310434,-3.098587822176575,-3.879334753397065
2004-08-31,-3.779753951,-3.656086469,-3.771001236,-2.517285771473013,-3.5241724139479613,-2.3177077631652514,-2.425456891965063,-2.997091965486931,-2.997091965486931,-3.141376778,-3.123892665,-0.030776873,-3.296032383,-3.572847931793889,-3.170649319699996,-3.092606997928128,-3.1497097660905244
2004-09-01,-3.702161872,-3.565202452,-3.655084289,-2.509454769499694,-4.559002033979864,-2.3532767592710813,-2.1078080090299327,-2.8309958840573057,-2.8309958840573057,-2.985877462,-3.042296004,-0.029761479,-3.218008399,-3.972258493367906,-3.1372333499657903,-3.027708920981374,-3.035187651019344
2004-09-02,-3.63618605,-3.489284954,-3.569261773,-2.5016083273009437,-2.30357425530954,-2.093116822477608,-2.037483103368328,-2.740015310565161,-2.740015310565161,-2.903206205,-2.954409763,-0.029024301,-3.151605995,-2.854233924584417,-3.137384370439156,-3.033158270696084,-2.641478298350997
2004-09-03,-3.590353255,-3.434747503,-3.528018351,-2.4937378195254545,-3.366944827306264,-2.079797828821612,-2.6390105108978927,-2.7344503624647767,-2.7344503624647767,-2.932113493,-2.880444753,-0.029100026,-3.133101497,-2.73305130507846,-3.135741377852341,-3.066930892909073,-3.0575080012316547
2004-09-07,-3.926696375,-3.804903516,-3.900765366,-2.485850322482236,-6.520200517917325,-2.227804801654373,-3.040634510668955,-3.0556302581139296,-3.0556302581139296,-3.147246441,-3.094413768,-0.031836265,-3.262781508,-3.4634197150990995,-3.1522755382094583,-3.212861282236036,-3.0528758634629725
2004-09-08,-3.85896546,-3.729827459,-3.841564194,-2.47794119526805,-3.99853694308796,-2.152649991865507,-3.0160327091824186,-2.902325172350724,-2.902325172350724,-3.14297561,-2.984733774,-0.031567434,-3.23162486,-2.582328630883281,-3.1359459488778976,-3.07122596055293,-4.158584344850367
2004-09-09,-3.796400511,-3.66654293,-3.771076466,-2.4700131561841188,-5.1996575980276445,-2.598371936243229,-2.8060742540588994,-2.8906296115265304,-2.8906296115265304,-3.040389344,-3.003128862,-0.030671441,-3.162381594,-3.2583799252496823,-3.0963433791072275,-3.0051649018903976,-2.7592537020086816
2004-09-10,-3.718634973,-3.576567621,-3.659622858,-2.462061498846727,-4.200048827495082,-2.657796177854721,-3.7493272240836655,-2.761149641212546,-2.761149641212546,-2.908183462,-2.942418785,-0.030099815,-3.092506148,-3.23596760999246,-3.096374617881031,-2.994457855724656,-3.748688724591361
2004-09-13,-3.663781309,-3.51327334,-3.606272974,-2.4540914076270424,-3.30475148698762,-2.117854871620373,-2.562303038258736,-2.722631490354844,-2.722631490354844,-2.913956455,-2.897538643,-0.029862321,-3.067383038,-3.383281827679697,-3.09129759291799,-3.017126166239816,-3.790458251507212
2004-09-14,-3.707377912,-3.587438707,-3.685585467,-2.445972576142896,-5.531194163629849,-2.077489621808807,-2.676894536805276,-2.819918102602432,-2.819918102602432,-2.920757366,-2.94634824,-0.029963544,-3.041710033,-3.811271342459634,-3.097677859749882,-3.029320377728305,-3.6940158284943783
