dates,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2009-05-06,-4.7597792,-11.28948001,-3.039398205,-8.893983488,-4.240760871,-3.445577421,-7.173766775,-4.305095968,-10.92130756,-3.667188222,-3.724532901,-2.608371914,-4.63212825,-2.245208029,-11.8456689,-2.643314812,-3.587156359,-2.635020591,-5.060924954,-2.92890095,-4.663815049,-5.937569821,-2.639652292,-2.738954414,-4.903809465,-6.891010884,-3.789762058,-4.266686298,-4.596046475,-3.51750831
2009-05-07,-4.754704237,-10.78057561,-2.930186302,-8.845751615,-3.945166547,-3.342131183,-7.854642121,-4.666992645,-10.89945021,-3.589305035,-4.112357471,-2.880105128,-4.534900954,-2.122140915,-11.61783385,-2.617139289,-3.507719317,-2.635020374,-4.806967884,-2.769701803,-4.666182999,-6.17788197,-2.29387785,-2.490694912,-4.844900715,-7.054785638,-3.557618092,-4.241722626,-4.576073852,-3.439391143
2009-05-08,-5.410481426,-11.04237441,-3.231206735,-8.786680888,-4.311989547,-3.248057673,-7.620126364,-4.90349548,-10.84005281,-3.690836962,-5.53399164,-3.360489092,-4.609346714,-2.141235506,-11.94679602,-2.544151489,-3.423390379,-2.635020115,-4.877458809,-2.695533265,-4.792055226,-6.232652886,-2.092772701,-2.640771917,-5.070392845,-7.226713848,-3.528600612,-4.269244363,-4.552822636,-3.321166617
2009-05-11,-5.163846568,-10.57541445,-3.160081832,-8.843869358,-4.35366559,-3.162212464,-7.796087604,-4.584793519,-10.81224235,-3.599955456,-4.860632442,-3.462730008,-4.73298436,-1.883409522,-11.94002234,-2.376950728,-3.563101445,-2.635020063,-4.820994893,-2.79279548,-4.757428759,-6.268955691,-1.975343885,-3.254051698,-5.010928011,-6.928979649,-3.349222643,-4.244261751,-4.528363152,-3.378860547
2009-05-12,-4.998494956,-12.65668789,-3.629157425,-8.784810452,-4.26902994,-3.851710366,-7.32007764,-5.062311336,-10.74936046,-3.849473539,-4.334287473,-3.226466401,-4.618466641,-2.346611796,-13.01903925,-2.351993764,-3.516046223,-2.635019823,-4.797687839,-2.680603035,-4.865131193,-6.378835262,-2.587321667,-3.463513123,-4.948015341,-7.185591093,-4.249183877,-4.219465324,-4.507239703,-3.576744898
2009-05-13,-6.267007218,-12.27459482,-3.808090926,-8.726198721,-4.096832296,-3.71121929,-7.500702092,-5.121195493,-10.69187507,-3.833465848,-4.094176674,-2.977798882,-4.605898397,-2.385579807,-12.58198589,-2.615438399,-3.454279885,-2.635019581,-4.856689139,-2.993608601,-5.025167087,-6.748840051,-2.263498005,-2.799925164,-4.903400667,-6.889867438,-4.266511289,-4.194853017,-4.48320819,-3.563215057
2009-05-14,-6.947148663,-12.7232297,-4.23852612,-8.668035894,-4.474261408,-3.734629158,-8.362472106,-5.546849009,-10.65292812,-3.718888052,-4.740741612,-3.340980564,-4.545138873,-2.102774005,-12.48879203,-2.963047738,-3.407332806,-2.635019532,-4.990500399,-2.862509729,-5.147542503,-6.845364261,-2.07505478,-5.121295787,-4.879586836,-6.608637059,-3.943038269,-4.188426224,-4.462915477,-3.602089851
2009-05-15,-6.240760219,-12.14791468,-3.896589042,-8.610311609,-4.110442432,-3.613044327,-8.23340367,-5.272081538,-10.58963372,-3.720787861,-4.240296939,-3.489292718,-4.520545866,-1.991818357,-12.11045752,-3.087168911,-3.291919849,-2.635019394,-4.876315901,-3.076000574,-5.109596945,-6.493109073,-2.080910592,-3.840534482,-4.827509626,-6.341251229,-3.652189974,-4.164046053,-4.443876513,-3.465614522
2009-05-18,-5.759143673,-11.7520512,-3.944307789,-8.553026795,-4.12989824,-4.008833688,-7.737650806,-4.970637587,-10.52645125,-3.635741225,-3.846919058,-3.019806875,-4.600931147,-1.929326902,-11.75778261,-2.832075277,-3.192435943,-2.635019144,-4.966817907,-3.190769685,-5.210407686,-6.662518783,-2.066178156,-3.017578201,-4.767532575,-6.111509848,-3.781806954,-4.14255259,-4.425613638,-3.4246688
2009-05-19,-5.435696714,-11.24161865,-3.711822772,-8.685853662,-4.462254707,-3.855020772,-7.716660457,-4.810081945,-10.52210437,-3.532696768,-3.536369368,-3.115943416,-4.557452901,-1.97356506,-11.52581748,-2.91988997,-3.171389808,-2.635019107,-4.796455941,-3.412272978,-5.170466657,-6.578861963,-1.959793414,-3.309420616,-4.720531558,-5.868765651,-3.540289682,-4.118517285,-4.516752413,-3.404208874
2009-05-20,-5.178090616,-11.73446019,-3.434374013,-8.627993858,-4.332900813,-3.7189578,-7.30668868,-4.90384047,-10.46240572,-5.051293697,-3.290235165,-2.869739172,-4.469556959,-1.922245832,-11.53658295,-2.85549295,-3.111385389,-2.635018861,-4.55702417,-3.245124529,-5.073414294,-6.329957639,-1.89747678,-3.087232587,-4.66122836,-6.191067336,-3.741908039,-4.094666997,-4.493280329,-3.2802642
2009-05-21,-5.192182828,-11.61522838,-3.270517515,-8.570574432,-4.430821638,-3.650179709,-6.997269818,-4.860620747,-10.39957402,-5.403390308,-4.860621794,-3.173610551,-4.408641878,-1.711795838,-11.47407908,-2.734175552,-3.529244338,-2.635018628,-4.436900865,-3.254590893,-5.184825257,-5.693437955,-1.860922567,-2.883529735,-4.658303335,-5.993816324,-3.50980154,-4.070994061,-4.46921918,-3.31243901
