Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2000-01-18,-11.16332615294575,-4.943453040953853,-5.759056479932488,-6.246639210240172,-6.447851786015126,-4.271361453156017,-4.994819209348892,-8.501803842363808,-3.9412459159874818,-5.650155505413234,-7.129586441878977,-5.27539595641503,-0.0,-3.4073844182242725,-5.520497893151981,-4.962445629422317,-4.604703079072219,-4.2752940147880025,-4.492567605685789,-5.837255585637971,-7.031886844393114,-6.248783571749055,-5.1398805968120485,-6.259252635874835,-4.153823801353883,-6.80348596026599,-5.859249135540098,-4.622856028691845,-5.566052751378578,-4.217418787672071
2000-01-19,-10.633758954382843,-5.74160423752104,-5.7913587600300325,-6.329253889535696,-6.963375594985171,-4.374655840431167,-5.604525756780572,-8.665993452962825,-4.103016493585649,-5.742294661554084,-6.858130410602046,-5.567149349222635,-0.0,-3.99908008154856,-5.948375134752932,-5.825462976724139,-4.753935945639181,-4.443251745009569,-5.192043443524526,-5.808248340750077,-6.71388169615949,-6.056625219593463,-4.820383217364317,-6.1627103278264,-4.697555752554552,-8.241372602781482,-5.725050953445726,-5.174322615849174,-5.44180261720771,-3.965942816442377
2000-01-20,-10.070629464731805,-5.709054060216531,-6.151233606061734,-6.298203854620558,-6.103664411591272,-4.360722368384837,-5.446622548021561,-8.240129243125834,-3.8860406333078927,-5.703466373942278,-6.8073658924804805,-5.741085364114866,-6.849585975889368,-3.6958486270843074,-6.359303624447085,-5.42107657064339,-4.802022428239032,-4.407518053462171,-4.8721246828579154,-7.362410885212209,-7.115579191580359,-5.8406869515499285,-4.758882592797521,-5.998586106359965,-4.409395780946314,-7.295035032364061,-5.934467059250769,-5.087915867032233,-5.535972610682259,-3.7663873035569497
2000-01-21,-10.460601257817885,-5.592980848792058,-6.196408163052467,-6.428940599148764,-5.528328765515375,-4.268633602732723,-5.532045386122975,-8.295997103447371,-4.035247326470086,-5.648679532117887,-6.4804295425119784,-5.51771156080811,-0.0,-3.488253934311282,-6.075588544688724,-5.200265267573291,-4.6173949962695024,-4.942483698504783,-4.8208919438982445,-6.623651025866819,-6.973757218688419,-5.774263183078558,-4.9149242723824145,-5.729441382347439,-4.2332252047051995,-7.466631721518075,-5.88689084395182,-4.755034637881511,-5.359452970402586,-4.078713253027459
2000-01-24,-9.79184689389725,-5.209737912415397,-6.183041489438572,-6.34774605375076,-5.745196947614945,-4.221238355473473,-5.634863384175843,-8.294145549597367,-4.022950924813964,-5.491311417434322,-6.550786239669095,-5.519528907338506,-98.87146227583315,-3.9128845018981773,-5.997072869373003,-5.092340606426328,-4.92000262185656,-4.526238248555492,-4.5791788529990685,-6.364070299908107,-6.749542218797044,-6.144414360727243,-6.591640636354953,-6.3340238176389745,-4.699299055461119,-8.631117296906757,-5.884141982982476,-5.177861894332675,-5.291326357369885,-3.98031749241913
2000-01-25,-10.012797340720676,-4.867450598391485,-6.293155425757862,-6.490249680966344,-7.284219232447025,-4.090811381751384,-5.828835391420766,-8.184039205149201,-4.68149229040781,-5.852215877260212,-6.278806396911308,-5.2570222859931635,-0.0,-6.1959595345583365,-5.671968532325228,-5.330402155330201,-5.246406543076388,-4.656903610825266,-4.8774940933823965,-6.246032876092202,-6.612529931765513,-6.0563619185866635,-6.126747483483328,-6.25370897579309,-4.768411885032178,-9.926188983068498,-5.702833376596923,-4.912742048724278,-6.059890929688342,-3.7680358264513076
2000-01-26,-10.19864937704191,-5.376397495146208,-6.395554549516438,-6.584420913490658,-7.099475727120396,-3.9791553767815984,-6.017601125512536,-10.195374535499052,-4.370700680911258,-6.105075789943117,-6.039193880532501,-5.332477247086809,-3.6107742502055797e-122,-4.994220240864715,-5.689869120638919,-5.241962044263142,-5.083726676433163,-4.567067760089078,-4.6349332370291,-5.812477332046829,-6.416395597449755,-5.864024980757829,-6.843257819140522,-6.879616054314951,-4.9403153006870415,-7.98952429245165,-6.352210306763591,-5.100618840835931,-6.114156531420461,-3.458281714648701
2000-01-27,-9.579379994848724,-5.144339613458407,-6.288604331679933,-6.642241634843005,-7.795281337605439,-3.9594221420360265,-5.834139593604758,-10.086253876685463,-4.438234777367688,-6.013091399167136,-6.285259759148128,-5.406282895318989,-23.440190457584034,-4.5860705625295655,-6.165264772787538,-5.724426585453923,-7.053512057834008,-5.4137095328064575,-4.80650494734812,-6.102153049323127,-6.121473804465767,-5.461267810853462,-6.859362255920255,-6.408944322665652,-5.240624112248611,-6.874033171780855,-5.998545027714575,-5.049379334526295,-5.8529556268945075,-3.360382493509825
2000-01-28,-8.803775668039092,-5.155750724824099,-6.335137750044825,-0.0,-6.985365597573323,-4.255640699256067,-5.8151703934180325,-9.60228860469736,-4.124104800056293,-5.764796474900459,-6.0356396800366925,-5.60071145716544,-6.999424188343871,-4.94954126302533,-6.195170977379787,-6.4346377738921285,-7.56095254841634,-4.877004929614109,-5.115102515254998,-5.614148620964695,-6.80387523785231,-5.2999961305741765,-6.951724970740044,-6.434809069309387,-6.192589419284419,-6.789851462663181,-6.190066248109237,-4.833651965095335,-6.416553850411451,-4.14082520111211
2000-01-31,-10.015965863088077,-5.425845800387712,-6.2452256508116735,-0.0,-7.0495433065790145,-4.3379680484798575,-6.01866533170433,-9.139100685373496,-5.089150702509006,-6.364736561282152,-5.77021694442329,-5.599085784187997,-6.8992369035415475,-5.598728788697148,-6.768389814488521,-6.74931822563323,-7.362094179549892,-5.401861328223153,-5.192230597554472,-5.211499380407293,-6.408111322243805,-5.2998867371876,-7.136704097874895,-6.015145682968536,-6.091831214328944,-7.401372321081739,-6.774587205831023,-4.695149545670331,-7.5333422224185895,-4.562250675705289
2000-02-01,-9.439660881281446,-5.8348906507819684,-6.099318305882613,-0.0,-7.822625174112287,-4.293795013652974,-5.975840312445552,-8.783126436619597,-4.710647226886867,-6.152675935034467,-5.554182136968785,-5.367482653904623,-7.083492866374768,-4.826737728337893,-7.285978076930541,-6.398661367077774,-7.016803513327012,-5.153319841408789,-5.257248166311594,-4.8808147240310245,-6.5910905256700865,-5.445090827317092,-6.673773722568277,-7.67994948954345,-5.747203372291022,-6.710281974705719,-6.575387330315188,-5.8530923050151165,-7.0173488512510644,-5.587810648175465
2000-02-02,-9.397770289199626,-5.893977012283698,-6.080701347547684,-0.0,-9.175627887213858,-4.192100226542268,-6.051446505652596,-8.436313773604107,-4.622913242816606,-7.760513633409205,-5.678299566392991,-5.433324646987733,-7.287920314146081,-4.45075127560492,-7.3993638714442085,-6.10511147913661,-6.916774240598143,-4.775845811845238,-5.271880212783591,-5.8064189866212015,-6.591150909244262,-5.435870159174533,-6.471592209355643,-7.1766979596077505,-5.948519681428656,-7.2223780195763725,-6.308849424665097,-5.992932812870362,-7.950162642271981,-4.766461819898861
2000-02-03,-8.98226074927805,-6.073229257840224,-6.083017390058537,-6.4686530292228035,-8.860315025387479,-4.116084900364639,-6.333740267721316,-8.504239458965635,-4.600541712697952,-7.495461252092112,-6.118130768707338,-5.612452463614758,-7.37778554826368,-3.956318357776649,-7.28223618663377,-6.23959884667142,-7.020315591676116,-4.72649072585459,-5.0979448089507855,-5.738574212983922,-6.393436306371708,-5.664624071869439,-6.166866179049518,-6.640118868871415,-6.628094657038802,-7.481284426400295,-5.873497210768513,-5.721543228055928,-7.3294267082647995,-4.243713391065389
2000-02-04,-9.283550173455282,-5.820969095182056,-6.158314599138495,-6.482478612169609,-8.453285529912987,-4.115242996672454,-6.079234991435687,-8.298340681153235,-5.010774516405749,-6.909661371524946,-6.237275632966273,-5.77833373716138,-7.482445486294413,-4.347272447985803,-6.995004772751049,-6.120554394372466,-6.824284306211734,-4.507623858924659,-5.004186662985601,-5.7472420180925265,-6.052486127987654,-5.44932160162226,-5.866368403766609,-6.3709417764783245,-7.1261609459165705,-6.857456838784274,-5.745843188748008,-5.603376414275261,-6.711278834714574,-4.2488187217221345
2000-02-07,-9.492322451657136,-5.609108070851999,-5.232848599798964,-6.411810067625179,-7.983031914875491,-4.352786586066194,-6.1157285080446435,-7.980630684040644,-4.905680118259566,-6.465263991442893,-6.52971432391704,-5.68017544058327,-7.465086919747023,-4.195712545629286,-6.899384318029481,-5.9898021207312615,-6.453718232589995,-4.792480969263413,-4.969897696863761,-5.7879200929961465,-6.16952610307262,-5.0947794426129445,-6.073628675030654,-5.91684926528276,-6.646838554848333,-7.195216889266457,-5.896943026963569,-5.229971643752869,-6.95238515936801,-4.3371380429474815
2000-02-08,-9.872698965146233,-5.306847402526901,-6.400063675057816,-0.0,-7.799827767996524,-4.244841499990438,-5.915601384782087,-7.644716593941527,-5.31674972496317,-6.7016633392182685,-7.64153411870635,-5.602123355991728,-7.4356702796807115,-3.905512147138158,-6.574491676345227,-5.72059928911317,-6.177601071601638,-4.71342528094827,-4.809281267519557,-5.222017676845054,-6.461572155245515,-5.425100653056048,-5.9382010555033835,-5.533682818177776,-6.232631477600945,-7.415071970443654,-5.517252641707862,-5.2405528589446435,-6.596129530561343,-3.8540978045883727
