dates,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,T,TRV,UNH,VZ,WMT,XOM
2000-08-16,-8.281646402,-6.273317703,-6.0212653,-6.926562857,-9.082140505,-4.612858252,-7.795684689,-6.325825174,-5.388674807,-9.607790092,-9.999211361,-6.671769604,-7.829839288,-4.653166779,-6.271012277,-5.355789676,-6.113809613,-4.954770769,-6.087192242,-7.022528581,-7.289847293,-6.77684291,-6.026919737,-5.112175716,-5.426794885,-7.052562256,-7.002365362,-10.57230013,-8.682647667,-4.631870338
2000-08-17,-9.308468029,-6.527554894,-6.051203208,-6.839004287,-8.722395831,-4.675931178,-7.751580297,-6.285656697,-5.268296641,-9.83859082,-9.976612137,-6.537398445,-7.67432937,-4.957218729,-6.410457655,-5.386781937,-6.014240696,-4.869609354,-6.00465021,-6.90469774,-7.170287691,-7.016882277,-5.851746247,-4.964702832,-5.393355698,-6.897882269,-6.795990463,-10.1557528,-8.702425547,-4.63899043
2000-08-18,-11.38122594,-6.452282095,-5.980423725,-6.7621517,-8.361556742,-4.723468076,-7.63822196,-6.18447653,-5.109931122,-9.614063755,-9.977257002,-6.36782488,-7.668070446,-4.68129807,-6.234305365,-5.349667354,-6.189102255,-4.792336322,-5.915440146,-6.766898807,-7.085414716,-6.680332092,-5.726214478,-5.269189255,-6.22327894,-6.760196026,-6.564018384,-9.941698363,-8.460360392,-4.626576368
2000-08-21,-10.56681713,-6.258889665,-5.925707358,-6.699149425,-7.985048625,-4.692029431,-7.5648654,-6.222849286,-4.99531483,-9.400838382,-9.990938516,-6.305783623,-7.519687922,-4.500164147,-6.051945022,-5.249576145,-6.125102517,-4.704590833,-5.959110805,-6.642609761,-7.062504279,-6.852512802,-5.619388176,-5.261176894,-6.048993423,-6.574750298,-6.683314235,-9.930201615,-8.288555865,-4.57171156
2000-08-22,-9.645004414,-6.101502521,-6.185167592,-6.637350287,-8.014191155,-4.630927841,-7.533630626,-6.215890826,-4.851277053,-9.226488206,-9.93253896,-6.141719565,-7.449511056,-4.457588029,-5.879125895,-5.145103908,-6.037378696,-4.61918859,-5.864635745,-6.520065718,-7.31778939,-6.751471139,-5.485650652,-5.595839053,-5.994617313,-6.425387481,-6.487473071,-9.574615541,-8.423538972,-4.493228002
2000-08-23,-9.419478643,-6.102162148,-6.250541181,-6.569136044,-7.768361665,-4.559557999,-7.349906102,-6.183023125,-4.726204109,-9.037791771,-9.933671156,-5.999991072,-7.296034868,-4.445821124,-6.157653499,-5.397611376,-5.95854792,-4.603607548,-5.786693637,-6.386620158,-15.02451787,-6.929608475,-5.419688656,-5.394944396,-5.862003865,-6.206861757,-6.618128926,-9.35205132,-8.19352704,-4.416440909
2000-08-24,-10.70398158,-5.995748761,-6.253660798,-6.560615536,-7.887682903,-4.665679451,-7.321029983,-6.151642885,-4.990736023,-8.853316801,-9.932714572,-5.947330645,-7.396274363,-4.515108532,-6.246477692,-5.343071922,-5.837328406,-4.524270386,-5.703025345,-6.277769148,-9.59663063,-6.630092068,-5.302473584,-5.252494371,-5.748457025,-6.47970815,-7.032279729,-9.418135878,-7.965338495,-4.41124047
2000-08-25,-10.51874546,-5.930818736,-6.626337861,-6.511469511,-7.615304741,-4.828992073,-7.159616013,-6.074833883,-4.94547718,-8.748962882,-9.959220838,-5.808311326,-7.256560901,-4.467849436,-6.251492336,-5.298478739,-5.915533813,-4.493653023,-5.607874801,-6.133575907,-8.013324737,-6.28721614,-5.368690336,-5.181119443,-5.600007153,-6.307555075,-6.693630891,-9.18704139,-7.757458458,-4.449009967
2000-08-28,-9.688437298,-5.746050252,-6.561380398,-6.419486757,-7.440087628,-4.764744004,-7.005198087,-5.987926387,-4.795141235,-8.578160983,-9.939945647,-6.002121422,-7.216367406,-4.495689764,-6.279604315,-5.581409078,-5.819399681,-4.438489069,-5.51059399,-6.009756666,-8.158224559,-6.124595889,-5.257048227,-4.996379806,-5.550004485,-6.287674072,-6.759016956,-9.289716204,-7.649577469,-4.373019279
2000-08-29,-9.396167318,-6.738633436,-6.522137412,-6.347946297,-7.182842765,-4.689730114,-6.886150192,-5.931135738,-4.712017826,-8.435356302,-9.915496454,-5.959722979,-7.091094523,-4.470306596,-6.147992902,-5.563474667,-5.717702141,-4.382397248,-5.422343217,-5.923260215,-8.871357045,-6.201699663,-5.141775906,-4.850699966,-5.627037669,-6.224522552,-6.509042773,-9.08112726,-7.554962555,-4.286272091
2000-08-30,-9.148019109,-6.589775709,-6.493487952,-6.361220666,-6.872382131,-4.653622046,-6.760761508,-5.851156873,-4.586865896,-8.285022662,-9.469226099,-5.885864086,-6.980386416,-4.917662343,-6.086924818,-5.48237312,-5.612545097,-4.323167528,-5.413735252,-5.812546403,-8.296102465,-5.954269185,-5.054237814,-4.950680286,-5.484218493,-6.021180547,-6.376562521,-9.014567443,-7.353031027,-4.20705081
2000-08-31,-8.715773228,-6.443518484,-6.421096819,-6.307479309,-6.573190282,-4.616145809,-6.631764342,-5.757043409,-5.303486375,-8.24085835,-9.52766898,-5.893008105,-6.870606256,-5.000245826,-6.151512953,-5.815728672,-5.476649486,-4.313504869,-5.313015243,-5.761162517,-7.375594683,-5.838088934,-4.977748776,-5.150727993,-5.329955682,-6.030306078,-6.255750784,-8.863857472,-7.288504822,-4.219131032
2000-09-01,-8.882627492,-6.280300537,-6.400937854,-6.310724104,-6.745510874,-4.565045029,-6.412418191,-5.716801971,-5.288468599,-8.067355059,-9.496299596,-5.809097804,-6.833405834,-4.641703947,-6.72632209,-5.948758074,-5.38799865,-4.231907768,-5.307383713,-5.647300751,-9.068020994,-6.013733498,-4.871030243,-5.268473673,-5.21320931,-5.8290171,-7.667891834,-8.6271061,-7.185984479,-4.132141808
2000-09-05,-9.822409414,-6.157627378,-6.372948306,-6.261108334,-6.479804051,-4.527447905,-6.207000089,-5.609983924,-5.141252358,-7.907456198,-9.813489881,-5.732990983,-6.774316334,-4.498337958,-6.544043048,-6.120038359,-5.333767794,-4.161862303,-5.241411015,-5.527711304,-8.451405794,-5.760245188,-4.655373957,-5.132578246,-5.390212475,-5.729177775,-7.245125938,-8.258858701,-7.130657712,-4.092030512
2000-09-06,-9.286340318,-6.135182108,-6.340167926,-6.251873068,-7.159007063,-4.469970497,-6.60693425,-5.519281346,-5.071901,-7.924329573,-9.806863226,-5.741791614,-7.808489357,-4.453509135,-6.414236671,-6.397853825,-5.246862576,-4.088950893,-5.391699297,-5.391132464,-7.703158888,-7.346791122,-4.851353748,-5.047412636,-5.251605249,-5.517357803,-6.89581431,-7.843314307,-7.033664445,-4.05479397
2000-09-07,-11.93128573,-5.977862228,-6.481001382,-6.222144338,-7.342701924,-4.584843871,-6.468732192,-5.705835988,-5.084872853,-7.783454423,-9.799769037,-5.639492147,-8.445213123,-4.386303292,-6.40022637,-6.685804579,-5.222961529,-4.190961074,-5.373897799,-5.314280194,-8.750857304,-7.198083502,-4.874582142,-5.694707942,-5.129750157,-5.638592472,-7.039701105,-7.762807546,-6.843261544,-3.986869989
2000-09-08,-12.34644963,-5.881317876,-6.419467414,-6.184475451,-7.377462666,-4.517306057,-7.470469836,-5.887072414,-4.942093268,-7.632815278,-9.793810025,-5.602304785,-8.31412045,-4.373940287,-6.382559169,-6.48243962,-5.266471011,-4.389706731,-5.373079636,-5.184598321,-8.401346032,-6.845074472,-4.865439551,-5.529523098,-4.97990565,-5.419626837,-6.791484516,-7.506397562,-6.75734372,-3.928886113
2000-09-11,-12.22780517,-5.868364946,-6.357833961,-6.106906428,-7.744629602,-4.549523325,-7.34443611,-5.988477879,-4.887812956,-7.908659492,-9.771565242,-5.780183668,-8.317864058,-4.545289549,-6.22539158,-6.324691746,-5.359955806,-4.442273395,-5.290043671,-5.173697508,-7.458202797,-6.497703955,-4.836157791,-5.680663395,-6.06154731,-5.424764318,-6.779789307,-7.245308662,-6.703168553,-3.844655709
2000-09-12,-10.76738099,-5.845964177,-6.303516528,-6.052293863,-8.429760562,-4.705685888,-7.279863688,-5.918151079,-4.772474571,-7.85298314,-9.837348424,-6.122339532,-8.113616379,-4.442272898,-6.073063698,-6.433094498,-5.302097112,-4.416655658,-5.212108662,-5.152125025,-10.80550332,-6.26282184,-4.948204836,-5.613697532,-6.088449436,-5.57157132,-7.436470877,-7.00230318,-7.032496635,-3.920260181
2000-09-13,-9.85981585,-5.713733248,-6.248489729,-5.974983674,-8.856620599,-4.645637079,-7.168544299,-6.050616069,-4.71534621,-7.85306457,-9.833669359,-6.033797439,-7.885086561,-4.789316315,-8.206274557,-6.27736028,-5.348192999,-4.381769447,-5.147489696,-5.10134163,-13.08565886,-6.223403487,-4.779868558,-5.426786541,-5.911302335,-5.547584818,-7.523039793,-6.610934455,-6.867756129,-3.896413386
2000-09-14,-9.147142681,-5.561602819,-6.190012005,-5.947864574,-9.008529436,-4.572042978,-7.037376227,-6.168084473,-4.591921682,-7.80561036,-9.89125676,-6.037208697,-8.529462647,-4.590851069,-8.417905879,-6.221351474,-6.002194011,-4.419806504,-5.085793903,-5.003885441,-8.610606729,-6.16553412,-4.781570212,-5.244344341,-5.749390383,-5.664406122,-7.081631507,-7.005694352,-6.685462192,-3.817880222
2000-09-15,-9.002353252,-5.44815344,-6.170597526,-5.919258217,-8.493150145,-4.549821658,-6.893658845,-6.129560452,-4.469782148,-7.688090271,-9.879207158,-5.953480037,-8.50787936,-4.955376591,-8.206699809,-6.317508405,-5.933243144,-4.449084862,-5.051037266,-5.539609895,-7.269499294,-5.929556931,-5.193861285,-5.196405488,-5.643335047,-5.664733395,-7.56452329,-6.629535094,-6.744323778,-3.761574467
2000-09-18,-9.353036408,-5.605506623,-6.203767528,-6.246845767,-8.267183052,-4.703639592,-6.912515077,-6.05307295,-5.111340314,-7.649213731,-9.915281027,-5.930650561,-8.606825932,-4.643867066,-8.044513529,-6.136731813,-5.987328799,-4.384131833,-4.987721389,-5.69864322,-7.558659116,-5.718559286,-5.289049089,-5.029338182,-5.579965899,-5.568243546,-7.507453431,-6.544335564,-6.601103792,-4.145811023
2000-09-19,-13.97390234,-5.697971617,-6.156610894,-6.402553924,-8.806488556,-4.636225632,-6.76176781,-6.040724168,-5.034318755,-7.545016187,-9.889873461,-5.907346957,-8.590888402,-5.746195657,-8.627514347,-6.633725208,-5.968970563,-4.48531131,-4.914352961,-5.740706957,-7.23346118,-5.671164248,-5.017339784,-4.88434853,-5.474738055,-6.109972791,-7.30784024,-6.874354578,-6.537237275,-4.226666188
2000-09-20,-11.87473169,-5.869242712,-6.102123616,-6.364411857,-8.664673013,-4.699648237,-6.667269115,-5.960982654,-4.944694599,-7.724511386,-9.887454178,-5.85282171,-9.663095644,-4.735668133,-8.360972814,-6.440322491,-5.981026286,-4.43740857,-4.934703924,-6.577068869,-15.16635191,-5.840215592,-4.962549457,-5.1682325,-5.438562446,-6.452495296,-7.807487859,-6.470707664,-6.590067421,-4.273589192
2000-09-21,-10.66082775,-6.085755748,-6.270676443,-6.298285711,-8.331875335,-4.678992804,-6.52958678,-6.040836658,-4.84605719,-7.579830068,-9.896892924,-5.764685394,-9.773145066,-4.575717928,-8.119006845,-7.071663193,-5.920369733,-4.563594307,-4.879643005,-6.349184437,-15.43394472,-5.639697805,-4.784046258,-5.101468707,-5.511105509,-6.398429608,-7.736581172,-6.974242817,-6.681914539,-4.34167725
2000-09-22,-12.99011502,-5.926798145,-6.240382612,-6.239717671,-8.461015693,-4.722374699,-6.579032874,-5.959136226,-4.747779103,-7.679130332,-9.717851878,-5.903003197,-9.455951178,-6.042173976,-8.363270097,-6.892249385,-5.954049822,-5.284105013,-5.110100583,-6.08873111,-8.177548217,-6.236741556,-4.991940063,-5.16971877,-6.229353001,-6.27327093,-7.623365648,-6.9289724,-6.76028452,-4.271460354
2000-09-25,-15.3907534,-5.794643641,-6.590470668,-6.173758044,-8.168002422,-4.701925465,-6.481799414,-5.891051692,-4.762823219,-7.575350947,-9.77035736,-6.046950657,-20.08422113,-5.111951856,-9.006638857,-7.989667812,-6.383869006,-5.312722969,-5.466251483,-6.033049832,-8.0372837,-6.790864081,-5.066728838,-6.181221649,-6.371517114,-6.762720965,-8.004192301,-7.815257536,-6.601598571,-4.196655592
2000-09-26,-13.047922,-5.795821206,-6.522160178,-6.109081326,-9.236558061,-4.720184459,-6.355984927,-5.811892724,-4.698671318,-7.561085697,-10.06363168,-5.816507033,-19.48741576,-4.584804707,-8.731244254,-7.743113992,-6.402167439,-5.319079303,-5.433738388,-6.530357432,-7.636196144,-6.480833152,-5.02338864,-6.077465675,-6.234667377,-6.733826687,-7.47284351,-7.682416175,-6.745555233,-4.154314859
2000-09-27,-12.17914488,-5.675119154,-6.584903919,-6.056226723,-9.40918361,-4.655200043,-6.206096807,-5.732611609,-4.584758852,-7.536367273,-9.785948064,-6.40897244,-18.42423154,-4.780435168,-8.569267995,-7.667967079,-6.365244514,-5.223464093,-5.54860178,-6.493351953,-7.29448028,-6.318996099,-5.466688537,-5.873536733,-6.047820205,-6.548221724,-7.066350903,-7.339366185,-6.92692569,-4.104559157
2000-09-28,-12.38991349,-5.629039354,-6.585231419,-6.309467209,-9.340653004,-4.757883306,-6.145932484,-5.65481105,-4.720097646,-7.500463638,-9.856205235,-6.165346538,-16.92770387,-4.573718934,-8.339887114,-7.442930847,-6.29762397,-5.140577965,-5.793287546,-6.865623792,-7.285817589,-6.072509293,-5.077062556,-5.922642925,-6.019054965,-6.380082182,-6.805900736,-6.989742846,-6.812652144,-4.364939767
2000-09-29,-14.94457723,-5.946973456,-6.510690929,-6.266419567,-9.328242588,-4.738047662,-5.989663965,-5.781557629,-4.638538317,-7.34851901,-9.834816344,-6.302315153,-15.75623549,-4.987007997,-8.311459787,-7.203901109,-6.232462318,-5.142032938,-5.664919873,-6.563913999,-7.334927736,-5.884215263,-10.06417183,-6.294413106,-6.576028603,-6.280269995,-6.761804843,-8.749007524,-6.653443768,-4.293260221
2000-10-02,-94.02111661,-5.80111827,-6.436198803,-7.303772148,-11.07843936,-4.707740246,-6.10829012,-5.745239001,-4.741789799,-7.531184037,-10.11919883,-6.382222402,-15.59973191,-4.621986986,-8.12810698,-6.986253821,-6.175052194,-5.063288366,-5.640194459,-6.443554037,-7.269510998,-6.077031961,-8.081657648,-6.530229242,-6.37317216,-6.108769353,-6.649654627,-8.808578526,-6.519971819,-4.220803491
2000-10-03,-72.78859029,-6.10465581,-7.562031278,-8.388521471,-10.31456128,-4.718987216,-5.953073765,-5.855049161,-4.673069871,-7.392295496,-10.1326062,-7.163277996,-14.87586981,-4.578428599,-8.095026669,-7.118953391,-6.114187928,-4.996746201,-5.55646505,-6.448813934,-7.266315383,-6.017165922,-6.969960506,-6.403247268,-6.165836256,-5.960786775,-9.837036821,-8.718456799,-6.853676029,-4.373856707
2000-10-04,-56.91197069,-6.16381826,-7.57108138,-8.379993053,-9.731903191,-4.650915048,-7.237005292,-5.783828503,-4.586124196,-7.332744133,-10.16819262,-8.815490195,-13.79925259,-4.526125687,-7.930719563,-6.953432444,-6.05192154,-5.069631098,-5.467247381,-7.352575051,-8.796156991,-5.791821812,-6.140154516,-6.657767571,-5.996356567,-5.983219873,-8.776792159,-8.472049309,-6.715499688,-4.311414762
2000-10-05,-43.57406452,-6.058945276,-7.514976304,-8.23218367,-9.761706233,-4.737393878,-7.127705039,-5.739377119,-4.484095018,-7.359207844,-10.18307034,-8.175680199,-13.18452363,-5.253169543,-7.886787188,-6.829614321,-5.988657461,-5.049966954,-5.396889172,-7.207331007,-7.730687203,-6.343513889,-6.187777487,-6.41404513,-6.266420831,-5.900518013,-8.509943495,-8.556711598,-6.553670797,-4.365529171
2000-10-06,-34.06708318,-5.899137626,-7.126647694,-8.105479877,-9.343649541,-4.677517317,-7.053929975,-5.869813089,-4.46424179,-7.450087419,-9.877864409,-7.253412865,-12.20582798,-5.932009194,-7.830434836,-6.929891324,-5.871295106,-5.115218045,-5.439497434,-6.808218064,-10.34275765,-7.155697846,-6.862786749,-6.556627672,-6.560272349,-5.723687777,-8.111891063,-8.957481843,-6.397800156,-4.293275299
2000-10-09,-24.45521496,-6.751332707,-6.321910556,-8.020479658,-9.146098666,-4.653160035,-6.979509446,-5.831309773,-4.380716468,-7.827164966,-9.846848694,-6.972333965,-11.4025845,-4.93726985,-7.971802184,-6.762787735,-5.817659183,-5.065276665,-5.375819403,-6.478175235,-12.77787076,-6.751449772,-6.155118192,-6.38112991,-6.360163224,-6.002617963,-7.832226552,-8.825538962,-6.287168927,-4.223493028
2000-10-10,-15.99991361,-6.788508426,-6.571867802,-5.907595116,-9.676979914,-4.674240333,-6.857288478,-5.760056121,-4.431978073,-7.680706403,-10.33913877,-6.591955348,-10.55611345,-4.704792049,-7.828822342,-6.580499742,-5.758568911,-4.987435396,-5.323906424,-6.599343677,-7.926540774,-7.058203991,-5.78195838,-6.478221059,-6.283844207,-6.007236875,-7.325816485,-8.653636095,-6.147815307,-4.273183365
2000-10-11,-13.74177873,-6.757829923,-6.143781926,-7.18925515,-10.2446433,-4.663675715,-6.831252451,-5.704181331,-4.366376898,-7.520295404,-10.28492593,-6.669670042,-10.67323954,-6.187506992,-7.858415089,-6.383570288,-4.461093658,-4.962608486,-5.343360796,-6.314597707,-7.739044937,-7.148928742,-5.956537202,-6.520910173,-6.449712435,-6.372654443,-7.504315444,-8.539602723,-6.228500096,-4.405695185
2000-10-12,-14.92120054,-6.734078907,-5.99513837,-6.265043984,-9.673390539,-4.604903337,-6.858583465,-5.763993924,-4.610623158,-7.639488811,-10.3255912,-6.711033553,-11.67554289,-5.060042436,-7.620812816,-6.189766434,-4.35243109,-4.883023217,-5.27925411,-6.315453295,-7.687303616,-6.790086802,-5.837324409,-6.296965262,-6.807281408,-6.567664024,-7.135125031,-8.863783774,-6.262964413,-4.343985399
2000-10-13,-12.06653236,-7.36220086,-9.115082794,-8.009418278,-9.513222796,-4.555726395,-6.890251866,-5.891318995,-5.190455997,-19.7235871,-10.33154246,-9.947906551,-11.51168178,-4.689165243,-8.907323611,-6.190319041,-6.030605544,-4.981857998,-5.218379595,-6.460906825,-7.533797821,-6.488963219,-5.678401017,-7.148857984,-6.630862651,-6.538675314,-8.040870418,-8.659681541,-6.345080644,-4.276745245
2000-10-16,-16.87069325,-7.590457218,-9.02842677,-6.544938738,-13.35719873,-4.830709688,-6.848477322,-5.874161513,-5.858716815,-19.36625367,-10.45758997,-9.968596441,-12.75853494,-4.754096617,-9.255767131,-5.990192498,-6.011268308,-4.909343712,-5.200093969,-6.299483472,-7.346054407,-7.346466083,-5.624683582,-7.130094301,-6.426388053,-6.720602386,-7.857947694,-8.40575223,-6.282371569,-4.739280673
2000-10-17,-13.95399533,-7.686665423,-7.848547865,-6.058932738,-12.76846847,-4.971633585,-6.773460556,-6.053398369,-5.705024361,-18.62985566,-10.46632181,-8.643677832,-14.78236663,-4.715012217,-8.955077344,-6.042583785,-5.94714807,-4.879287117,-5.143037457,-8.362051583,-8.029853423,-7.193544288,-5.524845767,-7.265428315,-6.280382582,-6.515257577,-8.747288736,-8.124820881,-6.855227364,-5.014085184
2000-10-18,-14.70777941,-7.890695494,-6.754830508,-7.541906695,-11.87593384,-4.913108234,-6.680155499,-6.903623723,-6.153485144,-18.54579172,-10.47212365,-7.672932934,-14.06854963,-4.479904907,-9.14205678,-5.915202138,-6.054458128,-4.842433325,-5.138879827,-7.734055188,-8.709448832,-7.125738186,-5.503666382,-7.484504723,-6.480941489,-6.322174944,-8.306016202,-8.296623837,-6.931815307,-4.910098602
2000-10-19,-12.39839037,-7.612645744,-7.549511455,-6.949509486,-11.88398137,-4.84025995,-6.550631445,-6.803533871,-5.925564521,-18.23294539,-10.55789817,-16.97564897,-13.91421524,-5.669369065,-9.057155048,-5.732745691,-5.991069754,-4.766635045,-5.061756973,-7.538693157,-7.370500556,-7.14007356,-5.476991654,-7.317959452,-6.28598116,-6.17750503,-7.938362266,-8.019845265,-6.813373065,-4.888558876
2000-10-20,-13.3187422,-7.682230322,-7.663817449,-6.75719404,-14.43561312,-4.766968066,-6.42260955,-6.747436733,-5.716286385,-18.2262881,-10.62985412,-14.25842952,-14.8146219,-5.596469021,-9.516649807,-5.70417148,-5.931299628,-4.840114601,-5.021458009,-17.59901212,-7.61384286,-6.904755871,-5.539648477,-8.661323811,-6.151957821,-6.326658516,-7.417453821,-7.72183951,-6.762102366,-4.790885473
2000-10-23,-11.9375284,-7.406890343,-7.647923697,-6.190338003,-13.53919722,-4.742846743,-6.431475041,-6.905753616,-7.224570872,-17.85138674,-10.69692011,-12.50531552,-14.29334376,-4.714689136,-9.267295517,-6.182371663,-5.891051021,-4.875086791,-5.712325934,-16.39413609,-8.499366181,-6.571527118,-5.435339408,-8.383897638,-6.254127451,-6.145126903,-7.030514542,-7.454975457,-6.817750342,-4.848429133
2000-10-24,-11.96091189,-7.500787814,-7.597362423,-6.612028452,-12.98011773,-4.700542948,-6.360950466,-6.81147103,-7.810889717,-17.57327472,-10.65986067,-11.01922592,-13.63815262,-4.503670884,-8.967255779,-6.035357223,-5.940405525,-5.029688552,-5.860141247,-15.21250218,-7.67794024,-7.226091043,-5.938483997,-8.248645771,-7.412066639,-6.021293744,-6.865105443,-7.388638606,-6.69772373,-4.768572334
2000-10-25,-14.02638568,-7.983245173,-7.501338426,-6.327582656,-12.36289819,-4.636746201,-7.732256351,-6.713171679,-9.260675923,-17.37469217,-10.57765384,-9.38321764,-13.19157707,-4.418826176,-9.144733434,-5.929936833,-5.878578235,-4.947506205,-5.754468521,-13.4661118,-7.724593308,-8.2628209,-6.564816196,-8.027704245,-7.131529648,-6.470052477,-6.876761693,-7.124914871,-6.646699462,-4.910208937
2000-10-26,-12.39403757,-7.686392879,-7.486366164,-6.344609262,-13.74756733,-4.59468339,-7.74264906,-6.86602458,-8.777445101,-16.82462829,-10.69537667,-10.08382415,-12.62137195,-5.213005037,-8.857122686,-6.117278029,-5.817471807,-4.866716775,-5.75841568,-11.95655513,-7.383866535,-8.542935689,-6.467247052,-7.755103495,-6.964919247,-6.247894171,-7.023757412,-6.799322281,-7.316717805,-4.807244922
2000-10-27,-10.8594622,-8.378171363,-7.396030985,-6.295801777,-13.62175584,-4.536953917,-7.765735814,-6.771322453,-8.416407962,-16.55142931,-10.69123979,-10.72700825,-13.25564441,-4.779747325,-8.580303444,-5.982128032,-4.92652183,-4.932423591,-5.668105157,-11.67636047,-9.71135368,-7.950017486,-6.274047413,-7.973061399,-6.7350914,-6.500287914,-7.280876338,-6.674980666,-8.062928349,-4.722228
2000-10-30,-9.888412386,-8.198293754,-7.321068373,-7.155090264,-13.69595907,-4.595697436,-7.73755813,-6.765419705,-7.992707379,-15.78925295,-10.68811275,-9.772465911,-12.96407546,-4.521870623,-9.381194717,-5.808043249,-5.408017046,-4.904816772,-5.61940794,-11.46530699,-7.88878714,-7.830212706,-6.282110594,-7.684775986,-6.880108256,-6.497548141,-7.194735984,-7.152003431,-7.772370647,-4.632767526
2000-10-31,-10.46401646,-8.546950003,-6.026586527,-9.621791676,-13.85025035,-4.592706334,-9.51748937,-6.712222688,-7.981389372,-15.63595765,-10.74419892,-8.462166282,-12.54288883,-4.873010183,-9.209427052,-5.731327501,-6.043310887,-4.894296239,-5.529459061,-10.4516508,-7.632946256,-7.376228439,-6.110435308,-7.577521936,-7.037096424,-7.116835885,-8.811636767,-7.675191962,-7.620155586,-4.683979872
2000-11-01,-9.798744643,-8.421477064,-7.516377101,-7.104643967,-16.25274314,-4.540589343,-9.312115549,-6.731782016,-7.664650488,-15.57751696,-10.71898423,-9.537711992,-11.89717831,-5.426617875,-9.277103283,-5.583498967,-5.98039537,-4.897769639,-5.482823683,-9.411586416,-8.08652215,-7.06504104,-7.35919576,-7.338533301,-6.800042238,-6.867586202,-10.32483291,-8.134103666,-7.744490636,-4.595158726
2000-11-02,-10.88634409,-8.34186323,-7.422290689,-6.324791721,-15.40584959,-4.496531457,-9.110377238,-6.714045338,-7.335539963,-15.35155981,-10.73969609,-9.015500293,-11.26081685,-4.849373293,-8.98327069,-5.446820623,-6.03541768,-4.884332256,-5.393431524,-8.499172237,-7.308344262,-6.669894423,-7.567231647,-7.192989934,-6.894780276,-6.641083753,-9.690789667,-8.146835801,-7.714285613,-4.826062434
2000-11-03,-14.64390773,-8.086154372,-6.625972365,-6.031508127,-15.47018141,-4.657690262,-8.922449648,-6.676573443,-7.094824967,-15.19752441,-10.70794137,-8.891195533,-11.07324972,-4.736317354,-8.704832103,-5.28540214,-5.672696323,-4.812791929,-5.320061094,-7.718494409,-11.05654771,-6.357933563,-7.333148855,-6.927010298,-6.661587127,-6.534265495,-8.874578069,-8.117036727,-7.829772837,-5.29599433
2000-11-06,-12.35446765,-8.118462058,-6.153203919,-5.935351326,-14.5398536,-4.601898721,-8.914388289,-6.645836403,-6.807214725,-15.07593043,-10.49158588,-8.49441101,-10.50815506,-5.091271268,-8.597315956,-5.397820396,-5.457521222,-4.734811886,-5.297134918,-7.809146988,-8.120414834,-6.098351753,-7.018915368,-6.917454199,-6.581856663,-6.909244247,-8.262987881,-7.826515617,-7.759728769,-5.20195714
2000-11-07,-11.81933937,-7.891799022,-7.201031738,-7.609486909,-13.87110952,-4.63352824,-8.750065393,-6.620782882,-6.690516077,-14.79593285,-10.50263816,-7.713992731,-9.915521936,-4.598254825,-8.475014847,-5.429004842,-5.264182006,-4.847267311,-5.368593386,-7.373481491,-8.443281033,-6.054680277,-6.742573967,-7.25817567,-6.405222593,-6.909780063,-8.061966162,-7.7951081,-7.820939652,-5.125115043
2000-11-08,-10.56442512,-7.601262853,-6.007205739,-7.522713543,-13.1531925,-4.57242927,-8.600631984,-6.532826989,-6.410227391,-14.53048568,-10.52311931,-7.318358681,-9.32997574,-4.469177052,-8.265563639,-5.301185994,-5.042905928,-4.776095677,-5.646401062,-6.984787157,-7.44304928,-5.83196444,-6.4984741,-7.271960621,-6.21379524,-6.69961786,-7.479284019,-7.575922633,-7.589643425,-5.00913543
2000-11-09,-12.29219186,-8.188289331,-5.877237075,-7.429571163,-14.58937966,-4.540443747,-8.542136206,-6.44753086,-6.150598929,-14.25745933,-10.52898501,-7.22264888,-11.00124744,-4.720881581,-8.287378363,-5.155663888,-4.842279558,-4.713072975,-6.056330539,-6.73421602,-8.63982826,-5.712511674,-5.239992907,-7.015592993,-6.019034551,-6.552253656,-7.230389104,-7.268158381,-7.376928692,-5.002571048
2000-11-10,-10.83884871,-7.877464842,-5.904863972,-7.353079152,-13.73515822,-4.481786112,-8.520005986,-10.09544454,-5.880950319,-14.38349761,-10.6291749,-6.724150089,-10.86788847,-4.482100121,-8.07713894,-5.537064089,-4.699773875,-4.638643897,-5.910553474,-6.628348073,-7.739943325,-5.762202377,-5.003762553,-6.75987592,-5.82822036,-6.615637925,-7.415837844,-7.069462813,-7.525740839,-4.920584331
2000-11-13,-12.14273877,-7.747178577,-6.792397487,-7.323948847,-14.07257781,-4.441869499,-8.391040034,-9.671788007,-5.724918836,-14.56318846,-10.87369199,-8.5212458,-13.03996756,-4.550104955,-8.10716412,-5.412245379,-5.998329457,-4.743832014,-5.807977025,-7.882285464,-9.589701986,-5.684296444,-6.204628633,-6.808641216,-5.678418953,-6.365208968,-7.075967251,-6.800660285,-8.87921444,-4.82369677
