dates,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,T,TRV,UNH,VZ,WMT,XOM
2009-03-10,-7.876344765,-17.09715849,-9.362304172,-14.52074822,-8.656611338,-7.710999475,-16.68751078,-8.458625436,-15.68235195,-9.977469927,-9.674494762,-7.329468016,-8.387196045,-6.588477083,-19.59683056,-7.318491907,-5.243475989,-8.233339577,-10.82830476,-8.245247284,-9.539541582,-7.150296867,-6.052487345,-6.503737871,-6.58213548,-8.421290781,-17.36736015,-6.821766422,-6.788777183,-7.492540096
2009-03-11,-8.820139057,-19.14825408,-10.06909829,-16.14199614,-9.718972272,-8.701040467,-17.16677745,-9.383928977,-19.98281469,-10.6175624,-10.15826939,-7.694143397,-10.57193322,-6.576212196,-25.30939591,-6.896714087,-5.078629374,-9.212542395,-11.50992035,-9.69381576,-10.13358397,-7.367551205,-6.011716061,-8.429660539,-7.837093529,-9.22982576,-17.8526841,-7.869738434,-6.787315564,-7.963122261
2009-03-12,-9.092235985,-18.48582836,-9.810819586,-15.3306199,-9.579854265,-8.260412638,-17.18252822,-9.015792285,-19.33109854,-10.31049436,-10.73433839,-7.517496806,-10.23791791,-6.052717256,-24.59647816,-6.518321097,-5.354177973,-9.172796259,-10.76427604,-9.78756199,-10.2069557,-7.271253649,-5.684758348,-8.193727837,-7.572042667,-8.970690226,-17.00730551,-7.486831226,-6.788655909,-7.737690175
2009-03-13,-9.161471305,-19.09775161,-9.552256331,-14.70698016,-9.539588184,-8.29827456,-17.73323467,-9.414752258,-20.84668516,-10.23619473,-10.50372608,-7.399232617,-10.25853986,-6.033813296,-25.95383613,-6.840550548,-5.364105211,-9.098524769,-13.24734095,-9.539477815,-10.12671364,-9.917178201,-5.553437709,-8.026766162,-7.973200107,-9.485361854,-17.05291652,-7.437820371,-6.820501721,-7.45250658
2009-03-16,-8.800009333,-18.47805772,-9.280565411,-13.98056271,-9.173110791,-7.887212109,-18.13757231,-9.10099131,-19.97849196,-9.99834768,-10.05628252,-7.141632442,-9.979121807,-6.482662166,-24.7520936,-6.456972481,-5.189229658,-8.905113504,-17.44865073,-9.393050274,-9.962935383,-9.802907427,-5.707883883,-8.021181769,-7.635453725,-9.623510495,-16.63692752,-7.121720409,-6.764233533,-7.033186645
2009-03-17,-8.479740546,-18.04723659,-9.039722931,-13.31824947,-8.854022802,-7.486601339,-17.74355148,-8.742129156,-19.21024719,-9.881241757,-9.687260705,-6.913870307,-9.901143949,-5.959377258,-23.66617774,-6.022726913,-5.105307575,-8.742490051,-16.27356465,-9.285725711,-9.836677465,-9.607125067,-5.63502207,-7.797012398,-7.312957321,-9.297982833,-16.09084705,-6.78813225,-6.712754757,-6.648095546
2009-03-18,-8.693012921,-17.51195188,-8.85611269,-12.70340699,-9.069198438,-7.689431015,-17.14250767,-8.808386288,-18.67891824,-10.58241953,-9.5385032,-6.781842537,-10.03815298,-5.478651892,-23.6235848,-5.627566406,-5.531513249,-8.696714767,-15.03279109,-9.363191486,-9.816251164,-9.157737693,-5.337759475,-7.618712487,-7.70535135,-9.684449988,-15.70808812,-7.46288432,-6.711851694,-6.78681235
2009-03-19,-8.461665878,-18.02385673,-8.634487079,-12.20083897,-8.921118024,-7.501254438,-16.46894322,-8.574060998,-18.21483199,-10.78511831,-9.384144357,-6.566119222,-9.845058578,-5.023625882,-23.44281457,-5.25109857,-5.837069446,-8.527473329,-14.02114144,-9.126045486,-9.669195948,-8.739236511,-5.067158775,-7.387631525,-7.436876567,-9.607176458,-15.04887536,-7.611220287,-6.656025511,-6.4185508
2009-03-20,-8.155126452,-18.06773707,-8.479230198,-11.87361122,-8.693589158,-7.146426651,-15.79245513,-8.388043765,-17.65473836,-10.45713717,-9.002883796,-6.327971768,-9.562789529,-4.789285014,-23.33653129,-5.050852299,-5.707920075,-8.597821504,-13.44894244,-8.908271534,-9.523727993,-8.855291667,-5.774734445,-7.290558749,-7.129916697,-9.781058772,-14.56427832,-7.373082267,-6.616241181,-6.172791163
2009-03-23,-7.867018724,-18.17714068,-8.358208584,-12.0496129,-8.537036671,-7.432516082,-15.7855778,-8.145954064,-17.65624228,-10.16969313,-8.673102473,-6.071808648,-9.540441495,-5.478578109,-23.19610684,-4.82301581,-5.879716523,-8.631088451,-12.73094142,-8.665645078,-9.509222312,-8.444145022,-5.662854527,-7.130300924,-6.879977351,-9.531089055,-14.11822413,-7.259503801,-6.569553218,-6.583975089
2009-03-24,-8.573523573,-21.06577326,-9.868208273,-13.7043954,-9.340791627,-8.72732419,-17.64068282,-9.829949802,-18.12640042,-10.40713583,-10.18639017,-7.420188941,-9.989674996,-5.872528778,-28.70604654,-5.688193236,-6.189799625,-9.433077576,-12.6548315,-9.58535056,-9.765805465,-8.355769649,-6.705818905,-8.372607672,-8.178066618,-9.906207405,-14.51987332,-8.022560801,-6.669820395,-8.10308142
2009-03-25,-8.300144089,-20.4804678,-9.713879048,-13.0463715,-9.112573702,-8.27592979,-16.89094595,-9.678479275,-17.53560736,-10.13608742,-9.874661668,-7.158097694,-9.959045662,-5.518953987,-28.22187703,-5.320160414,-6.320947217,-9.314448009,-11.83598725,-9.417006646,-9.844260889,-7.987186791,-6.435912416,-8.105015391,-8.045506471,-9.935385258,-14.32093012,-7.76407766,-6.616808678,-7.700024316
2009-03-26,-7.995153769,-19.82226171,-9.603372566,-12.47803918,-8.830264604,-7.900988676,-16.23126901,-9.342211327,-16.98389139,-9.880722062,-9.523290043,-6.897246627,-9.671755772,-5.100509349,-27.55570084,-5.214000907,-6.350016644,-9.154191549,-10.99059581,-9.173391914,-9.709372166,-7.859409042,-6.33536419,-7.883118836,-7.726471638,-9.709525431,-13.66662942,-7.458998872,-6.573035729,-7.308019225
2009-03-27,-7.98556912,-19.82321151,-9.767074137,-12.9128331,-9.059392928,-7.52161035,-16.32411076,-9.244118157,-16.67179106,-9.891804964,-10.48677221,-6.651753469,-10.09323513,-4.709216785,-26.27282626,-4.873318752,-6.271101418,-9.286842266,-10.09882592,-9.513365769,-9.633711074,-7.515232247,-6.131910405,-8.128973376,-7.418046421,-9.385382139,-13.154144,-7.167653052,-6.561227832,-7.023524326
2009-03-30,-7.96935991,-19.3909192,-9.649613365,-12.34546613,-8.889604495,-7.311555073,-16.0079112,-9.055397992,-16.16211732,-9.704081426,-10.08567454,-7.285135126,-9.947494796,-4.33804817,-25.51833539,-4.559327319,-6.194055734,-9.112453617,-9.298595326,-9.535333418,-9.495970357,-7.412558263,-5.821664551,-7.98968146,-7.191831095,-9.174561954,-12.71922674,-6.818066731,-6.499631609,-6.799807384
2009-03-31,-7.898474716,-20.74356795,-10.11770241,-14.1830844,-9.01909679,-7.46132317,-16.48962343,-9.270038763,-16.65077358,-9.402767539,-10.0998502,-7.016272194,-10.12831951,-4.003623642,-25.76671409,-5.005066576,-6.163862871,-9.154404261,-8.886592576,-9.595884745,-9.343714254,-7.292130147,-6.021141697,-8.333663427,-7.377083398,-9.025838461,-12.30639785,-6.573676977,-6.46845012,-6.696237245
2009-04-01,-7.604627666,-20.3330328,-9.837612107,-13.5617073,-8.925303274,-7.095477022,-15.81907271,-8.960092498,-16.16477495,-9.116973557,-9.704130179,-6.965817875,-9.923027817,-3.767872029,-25.08547659,-4.674244808,-5.987018275,-9.024517752,-8.168738851,-9.825820819,-9.185533185,-6.969304708,-5.708317912,-8.081788909,-7.060159918,-9.451836722,-11.81238875,-6.240276683,-6.410433758,-6.389947789
2009-04-02,-7.684220533,-20.18882011,-9.558557355,-13.22964683,-9.093976615,-6.869084008,-15.57629919,-9.018015521,-15.65783084,-8.829665556,-9.500886636,-6.708560477,-9.635720809,-3.572018686,-24.42214123,-4.796161133,-5.833937831,-8.849687279,-7.237835097,-10.12315836,-9.063853167,-6.997971375,-5.78529714,-7.962598094,-7.108210227,-9.632319386,-11.28369375,-6.582912864,-6.368653049,-6.175965859
2009-04-03,-7.873590214,-19.71694927,-9.796180834,-14.22534022,-9.209469698,-6.949268905,-17.74523866,-10.30163733,-15.63853535,-9.00423518,-9.30643529,-6.853300136,-9.769066984,-3.27584776,-23.26911066,-4.584733677,-5.800074235,-8.835565948,-6.265974797,-9.858283433,-9.637711856,-6.797386612,-5.9084364,-8.369231265,-7.044246514,-9.309810169,-10.8647307,-7.121983076,-6.336935128,-5.97669511
2009-04-06,-7.870714715,-19.17111677,-9.591693713,-13.61793388,-8.913125822,-6.629204087,-18.90668611,-9.915179973,-15.18123698,-8.762947742,-9.024176441,-6.964977388,-9.534177536,-3.460539749,-22.39846255,-4.386280863,-5.599677397,-8.599223236,-6.255610544,-9.766181958,-9.590274546,-6.593311172,-5.603465549,-8.124909319,-6.816613088,-9.074375485,-10.53901889,-6.844950321,-6.263816918,-5.688227364
2009-04-07,-7.718244422,-18.57516448,-9.34905299,-13.17462009,-8.985355321,-6.345597131,-18.1664751,-9.661273476,-14.72888586,-8.460280787,-8.729266531,-6.742668819,-9.26082091,-3.19099514,-21.53713721,-4.082350265,-5.4788397,-8.395964878,-5.709533475,-9.509357547,-9.447890705,-6.360664624,-5.296646053,-7.927137148,-6.586195898,-8.785068404,-11.48236804,-6.532226163,-6.191557896,-5.411415235
2009-04-08,-7.792789309,-17.99454056,-9.474694898,-13.49137519,-9.157142452,-6.332662529,-18.4842089,-9.503918681,-14.6100925,-8.232096322,-8.458214402,-6.824128287,-9.158178727,-3.40595813,-20.71393311,-4.011536743,-5.343591006,-8.349993733,-5.539987488,-9.248269194,-9.407268416,-6.166957866,-5.323290152,-7.85492258,-7.090578571,-8.580896686,-12.18578828,-7.121877202,-6.181839636,-5.443528269
2009-04-09,-7.568974836,-17.69488251,-9.204978389,-12.87022412,-8.945374063,-6.033096235,-17.7618672,-9.189411079,-14.06638971,-8.329085233,-8.124798616,-6.932967106,-8.912675747,-3.146832246,-19.65828351,-3.854971937,-5.156833807,-8.215273228,-5.597040079,-9.111922359,-9.258423968,-5.874020733,-5.054239414,-7.666226156,-6.819153993,-8.357675596,-11.85885115,-6.772687097,-6.027317823,-5.168833334
2009-04-13,-7.551461283,-21.39888982,-9.77544019,-14.3612251,-8.978226343,-5.801701445,-18.04778384,-9.180131526,-14.48321605,-8.385163777,-8.409522577,-6.763627007,-9.053866325,-2.907476584,-24.00834037,-3.590641119,-5.161263834,-8.265973849,-5.524398473,-9.073273661,-9.566610611,-5.572208837,-4.938631562,-8.397003461,-6.875008032,-8.207550205,-11.84242928,-6.542115695,-6.257957314,-5.026450516
2009-04-14,-7.312342075,-21.82250601,-10.00900252,-13.76903065,-8.678564674,-5.726684933,-17.43593902,-8.939393246,-14.91407497,-8.069735385,-8.077387574,-6.670800167,-8.784115664,-2.74111809,-23.10665975,-3.39079041,-5.03206965,-8.118682948,-5.148133758,-8.846039969,-9.413043348,-5.289366937,-5.144014514,-8.20274155,-6.607304298,-8.087914505,-11.44533492,-6.281034179,-6.23663043,-5.275650447
2009-04-15,-7.189779141,-22.05226124,-9.723763013,-13.21956274,-8.396908951,-5.777117144,-17.22473285,-8.839385301,-14.84764391,-7.968296902,-7.812524873,-6.486483865,-8.509196993,-2.57892138,-23.33826682,-3.41473399,-5.161191239,-7.977490434,-5.053864117,-8.646580482,-9.413218113,-5.082276175,-5.106757628,-8.066496361,-6.74191528,-8.803674097,-10.92201917,-6.072480486,-6.176870147,-5.052665628
2009-04-16,-6.980334377,-22.4699369,-9.494545768,-12.63084698,-8.2416642,-5.497493031,-17.00492121,-8.913595309,-14.44594287,-7.709075724,-7.657650587,-6.296162712,-8.425985828,-2.549737031,-22.70760953,-3.668923602,-5.137140666,-7.870624799,-5.351764192,-8.604134452,-9.280711457,-5.839692855,-5.554798682,-7.999756317,-6.495664951,-9.151899318,-10.60278025,-5.827005515,-6.009793548,-4.815341291
2009-04-17,-7.087320335,-21.75660354,-9.344684161,-12.09728081,-8.229884182,-5.362438539,-16.97371851,-9.073083777,-14.20294309,-7.409519778,-8.302723686,-6.359987342,-8.239995988,-2.535814359,-21.74996164,-3.43901799,-5.036900388,-7.790284971,-5.230995965,-8.893256364,-9.265904197,-5.56529992,-6.058434072,-7.837536178,-6.431060403,-8.883724792,-10.46365188,-5.740689364,-5.876119854,-4.679174461
2009-04-20,-6.941011645,-21.40083067,-9.070631808,-11.60072689,-7.934408448,-5.118897184,-16.87460564,-8.774946121,-13.7974055,-7.127477258,-7.995485764,-6.166864387,-8.077174313,-2.909490832,-20.75874357,-3.216687648,-5.174319393,-7.702925097,-4.870801364,-8.848290585,-9.143581382,-5.530339032,-6.135358653,-7.596846893,-6.172326441,-8.67742378,-9.986618022,-5.447004253,-5.756963236,-4.587498813
2009-04-21,-6.980455919,-22.62689896,-9.414871138,-12.0191011,-8.238122926,-5.628085763,-17.75497744,-9.168856736,-14.71547725,-7.468787406,-8.48658401,-6.00122225,-8.283120189,-2.938186298,-21.97177116,-3.393012561,-5.088750779,-7.792374738,-5.047168854,-8.8210681,-9.247023498,-6.191186,-6.029940189,-7.709637247,-6.252215175,-9.225996374,-9.529854769,-5.794204018,-5.772380428,-4.827494406
2009-04-22,-6.790136278,-21.96098332,-9.157227984,-11.73712492,-8.090414681,-5.453785768,-17.64189625,-8.863386107,-14.38517836,-7.582444942,-8.299421023,-5.938027318,-8.186510584,-2.73844649,-22.12626341,-4.204667797,-4.92107249,-7.765858193,-8.465292888,-8.667052563,-9.132267413,-5.921485254,-5.818277972,-8.062157533,-5.993010379,-9.529667661,-10.33010213,-5.661969575,-5.673175469,-4.698758673
2009-04-23,-6.588831506,-21.31091152,-8.977691642,-11.49632248,-7.85992615,-5.391122793,-17.02663471,-8.564350599,-13.92966106,-7.338093189,-8.143906291,-5.730484284,-8.035037803,-3.559465785,-21.13545809,-3.973947807,-5.092318712,-7.622708933,-8.201287134,-8.458268102,-9.125924111,-6.279863277,-6.331114205,-7.933824721,-5.910231489,-10.06949576,-9.864400139,-5.452807001,-5.67527442,-4.863591398
2009-04-24,-6.728243904,-21.28648443,-8.804928826,-10.93885061,-7.571919846,-5.527820153,-16.3625951,-8.22606899,-13.41996271,-7.15138799,-7.819916548,-5.593480345,-7.786751337,-3.336850209,-20.4802049,-3.739741034,-5.070497167,-7.569743244,-7.699245409,-8.240828325,-8.990747596,-6.201643805,-6.023355438,-7.843802187,-5.719633549,-9.746565503,-9.492946822,-5.218835662,-5.475968371,-4.736778238
2009-04-27,-6.59917788,-24.43942931,-8.67361246,-10.81880713,-7.991099461,-5.464289009,-16.12055061,-8.280330948,-12.98860059,-7.072805295,-7.825065841,-5.517660229,-7.532448507,-3.242286332,-19.50723268,-3.531826467,-5.061202973,-7.90377458,-7.2969887,-10.24387949,-8.839591275,-5.964787252,-5.721566018,-7.851964734,-5.586015289,-9.521364044,-9.044425293,-5.009082331,-5.539462198,-4.654375598
2009-04-28,-6.409038236,-23.75635745,-8.506067425,-10.32560508,-7.719722875,-5.409618818,-15.59444565,-8.185683465,-12.35402796,-6.904725873,-7.533090444,-5.313264882,-7.452251713,-3.02370678,-18.61956185,-3.545316697,-4.890427784,-7.76401393,-6.985078464,-10.06231861,-8.70107283,-6.021467432,-5.476249161,-7.691695753,-5.365144637,-9.326115474,-8.61508392,-4.956439045,-5.475893313,-4.467647537
2009-04-29,-6.246859103,-23.04471593,-8.323847781,-9.943473225,-7.537165053,-5.191645226,-15.10244657,-7.952201249,-11.7677762,-6.614433906,-7.22330537,-5.310004038,-7.265742001,-2.848208671,-17.6791928,-3.337418581,-4.720777949,-7.656918732,-6.607146255,-9.916948151,-8.657900929,-5.796088607,-5.212531676,-7.49587491,-5.234466552,-9.130760639,-8.805825044,-4.85982969,-5.276789718,-4.392537696
2009-04-30,-6.08483465,-22.46090817,-8.558393009,-9.742523908,-7.6622273,-5.301066507,-14.79319928,-9.286737177,-11.27883923,-6.403229874,-7.276948482,-5.352152232,-7.17176378,-2.772664687,-17.66861806,-3.287109077,-4.562760439,-7.571254868,-6.970379478,-9.710462599,-8.87255294,-5.562350517,-5.094405577,-7.371146264,-5.025672175,-9.279356238,-8.38553979,-4.882533461,-5.836451068,-4.534747675
2009-05-01,-5.915365477,-21.82048329,-8.338468653,-10.28522612,-7.330627253,-5.334249626,-19.44956537,-9.528119004,-11.24449467,-6.070407053,-7.021323241,-5.195334051,-7.220801486,-3.644958428,-17.1435829,-3.184965578,-4.675377797,-7.424434214,-6.811759016,-9.460083195,-8.733969669,-5.330724018,-5.148152164,-7.153626163,-4.805513678,-9.227319137,-8.070111806,-4.669734223,-5.624918848,-4.819765381
2009-05-04,-5.798643326,-21.32242562,-8.305991957,-10.40680745,-7.126362011,-5.152529365,-18.68759742,-9.221860848,-10.59280863,-6.034090595,-6.835107196,-5.098714771,-6.974886877,-3.411092474,-16.47733213,-3.267983478,-4.702374891,-7.284400318,-6.370974325,-9.220947662,-8.59049958,-5.271487649,-4.867825639,-7.00319348,-4.743909117,-8.97040089,-7.927029134,-4.48958723,-5.508133304,-4.804451734
2009-05-05,-6.196992418,-22.00374537,-8.230439457,-10.20820776,-6.826965487,-4.933197084,-18.2555917,-9.36972858,-10.47377218,-5.921983397,-6.721197633,-5.029977662,-7.678944393,-3.854844077,-17.78892339,-3.436482276,-4.559609962,-7.157192388,-6.125078955,-8.988558599,-8.729742081,-5.529100233,-5.315310352,-7.178743077,-4.991795582,-8.818497817,-8.03597016,-4.497413942,-5.476780604,-4.586824739
2009-05-06,-6.030299233,-21.3792794,-8.152585276,-9.906229154,-6.53010725,-4.883497205,-17.56112753,-9.124935265,-9.823763343,-5.714118502,-6.506625616,-4.865215644,-7.731213953,-3.740663691,-17.10564331,-3.237304337,-4.430075522,-7.005639797,-5.67612882,-8.848236074,-8.575072136,-5.525960469,-5.455835124,-7.038879295,-4.820485997,-9.246898325,-9.68306012,-4.460115896,-5.355901038,-4.44176939
2009-05-07,-5.860875736,-20.79380091,-8.101115997,-9.513830183,-6.193855926,-5.363093709,-17.76385588,-11.71879601,-10.20022588,-5.488816719,-6.408408876,-4.768373632,-7.489246793,-3.495279706,-17.33203722,-3.081501726,-4.329308009,-6.890000678,-5.369347005,-8.621142446,-8.441805751,-5.669483828,-5.476243323,-6.844033382,-4.640646147,-9.331566526,-9.318872558,-4.267771678,-5.386872006,-4.358087603
2009-05-08,-6.069498869,-20.38398602,-7.925587107,-10.12366912,-6.684184699,-5.129818469,-17.26058686,-11.38249849,-9.790101016,-5.388047636,-7.375800114,-4.85538331,-7.41457353,-3.484391579,-17.15437374,-2.918062975,-4.204249281,-6.744755397,-5.591583797,-8.534526696,-8.402199726,-5.632305838,-5.280520588,-6.668196616,-5.873049797,-9.377673718,-11.37101863,-4.75587724,-5.284456868,-4.191281826
2009-05-11,-5.92521774,-20.57888044,-8.397361508,-10.33756198,-6.51034172,-5.580784922,-18.52969513,-11.0464538,-10.07666965,-5.136944021,-7.09581335,-4.76939411,-7.498892603,-3.247746135,-18.10896916,-2.756878322,-4.514194823,-6.734740424,-5.48528881,-8.306408736,-8.322411292,-5.548365753,-5.026738329,-6.884266379,-5.667189747,-9.335882578,-10.93055394,-4.564609958,-5.139075944,-4.578480138
2009-05-12,-5.755577576,-20.64045033,-8.289808062,-10.23529493,-6.236359658,-5.921962611,-17.82012253,-10.88261929,-9.780333355,-5.263062149,-6.861920149,-4.704522347,-7.275147323,-3.416695081,-18.40903786,-2.62688052,-4.409226643,-6.661859305,-5.441645296,-8.088346869,-8.260258499,-5.486929691,-5.208232562,-6.778061898,-5.449816509,-9.303389976,-11.05761028,-4.374259114,-5.045605164,-4.691532725
2009-05-13,-6.41299796,-20.14493723,-8.126710361,-9.816498893,-5.934897352,-5.749109198,-17.3190154,-10.61101104,-9.908067627,-5.103654265,-6.5953069,-4.589595639,-7.085011906,-3.578813753,-17.69599951,-4.33382531,-4.310334938,-6.501568249,-5.568886454,-8.100960819,-8.436866192,-6.685467269,-5.022832323,-6.472204541,-5.341639545,-9.239108263,-10.60657676,-4.461878961,-4.938534449,-4.748074062
2009-05-14,-6.941064401,-19.92227888,-8.115158532,-10.30541009,-6.518355954,-5.625989864,-18.01959033,-10.49662244,-10.73664895,-4.921950876,-6.608562371,-4.604349627,-6.85565675,-3.344325124,-17.23173709,-4.3751248,-4.229288961,-6.896811651,-5.820076143,-7.894628433,-8.44960973,-6.595933238,-4.776704935,-6.979788751,-5.359341385,-8.985010514,-10.19501062,-4.596832216,-4.951845944,-4.670436535
2009-05-15,-6.972262208,-19.37355017,-7.905283416,-9.87398405,-6.265550203,-5.40185171,-17.84661433,-10.17774436,-10.29677648,-4.805959639,-6.519749487,-4.535803591,-6.904436244,-3.124186976,-16.81269021,-4.915275297,-4.084583682,-6.813557156,-5.666556762,-7.750941237,-8.416925981,-6.324217605,-4.540354663,-6.834592679,-5.210712384,-8.896603764,-9.770612615,-4.44782391,-4.998357417,-4.465224612
2009-05-18,-6.767114268,-18.83127278,-7.706437634,-9.452357712,-6.072582352,-5.720524425,-17.16082189,-9.868423791,-9.898319808,-4.586759684,-6.270989642,-4.383398891,-6.870440499,-2.997458173,-16.13246264,-4.609573573,-3.954371134,-6.669704368,-5.755882515,-7.553985291,-8.371245612,-6.278656654,-4.297842572,-6.624063118,-5.011734302,-8.640408864,-9.395308865,-4.374883796,-5.030322604,-4.356136978
2009-05-19,-6.940223867,-18.92455401,-7.756336914,-10.04194211,-6.71947683,-5.467327021,-17.32410784,-9.84017046,-10.23901139,-6.779520479,-6.228333437,-4.771231434,-6.821237411,-3.01869378,-16.27320779,-4.913316308,-3.935878756,-6.668399406,-5.510718717,-7.452448882,-8.358705345,-6.103412628,-5.148175801,-6.804129873,-4.901653581,-8.495851734,-9.044410072,-4.200842664,-5.362686025,-4.426399309
2009-05-20,-6.732392814,-18.58123266,-7.545946856,-9.625309379,-6.533400647,-5.241556514,-16.70325335,-9.554615086,-9.904878472,-7.786250606,-6.278223774,-4.666830987,-6.635102142,-2.83737231,-15.83428497,-4.769712778,-3.831767589,-6.526200204,-5.192092776,-7.279291729,-8.266517102,-5.868388897,-4.967342266,-6.624844403,-4.702342539,-8.511575212,-8.718519463,-4.029179498,-5.255485767,-4.237211153
2009-05-21,-6.609425947,-18.19929612,-7.305866468,-9.246072321,-6.41178212,-5.097526576,-16.06270555,-9.300703023,-9.383520057,-7.911588918,-7.260829387,-4.634425262,-6.431929751,-2.654651457,-15.47416258,-4.541544506,-4.769495108,-6.441551883,-5.053033505,-7.073275136,-8.239495678,-5.641255408,-5.043250357,-6.478127796,-4.860542258,-8.307418023,-8.412204908,-3.888905439,-5.201719903,-4.22784613
2009-05-22,-6.509797236,-17.63160212,-7.383186142,-9.653894353,-6.554492023,-4.994516461,-15.72907567,-9.070765725,-9.589025176,-8.200380758,-7.106545738,-4.573812957,-6.497731923,-2.953935194,-14.79044205,-4.321989296,-4.651876141,-6.541753206,-4.752938276,-7.154765589,-8.120973877,-5.581476154,-5.054739614,-6.43975218,-4.90545544,-8.146756128,-8.43270489,-4.147825362,-5.071778604,-4.379602063
2009-05-26,-6.429845859,-17.21277048,-7.180886758,-9.627368055,-6.316451715,-4.788813804,-15.12022995,-8.89212046,-9.220096703,-7.898764895,-6.852274053,-4.469763132,-6.324267186,-2.795947743,-14.12119169,-4.250497617,-4.793013635,-6.420339112,-4.480412198,-6.87711158,-8.061158515,-5.411682713,-4.809690779,-6.236369647,-4.709025599,-7.984714771,-8.263899517,-4.105369075,-4.999183838,-4.200788573
2009-05-27,-7.682680212,-16.9692126,-7.211426436,-9.365888698,-6.525907251,-4.802616586,-14.58133937,-8.97691248,-9.019219843,-8.240915138,-6.633725549,-4.802480731,-6.441570727,-2.765136089,-14.37240149,-4.004506465,-5.109869724,-6.562745309,-4.484908617,-7.003180101,-8.117962522,-5.201137491,-4.722396818,-6.47973571,-5.245291017,-8.011879245,-8.372465786,-4.492690092,-4.983949023,-4.185739491
2009-05-28,-7.502654475,-16.60807694,-7.017732105,-8.967967916,-6.383250785,-4.774881207,-13.95278914,-8.892020742,-8.978980593,-8.042452105,-6.391137946,-4.861204484,-6.239536153,-3.209723516,-14.34239748,-3.95300907,-5.090163216,-6.693622695,-4.231872415,-6.832289536,-7.983751358,-5.312382156,-5.57868661,-6.480226788,-5.253480771,-8.719411017,-8.069850443,-4.653711222,-4.922515518,-4.385669284
2009-05-29,-7.315743104,-16.19874117,-6.875134091,-8.621911162,-6.261475587,-4.75794401,-13.34130278,-8.612726535,-8.669292853,-7.987187529,-6.183409137,-4.837926146,-6.156632542,-3.051713394,-14.36678104,-3.761030627,-4.918352773,-6.57211902,-4.0614976,-6.73083922,-7.875570373,-5.11050682,-5.436887992,-6.377517251,-5.344137427,-8.484603299,-7.783145275,-4.539909247,-4.788367435,-4.282408023
2009-06-01,-7.08769187,-15.77147403,-6.692950126,-8.492307431,-6.045880763,-4.694594624,-13.3454454,-8.356288217,-8.506222222,-7.832163189,-6.010150241,-4.795605661,-5.96100154,-3.071694037,-13.745799,-5.615199104,-4.852953198,-6.454552801,-4.878281345,-6.730604967,-7.9545236,-5.529696571,-5.272232327,-6.18662235,-5.152582171,-8.500990979,-7.65906758,-4.365556343,-4.653433059,-4.11165807
2009-06-02,-7.071560092,-15.63841905,-7.716226401,-9.249549489,-6.927561478,-5.398957413,-13.02433574,-8.440803511,-8.495341283,-8.190517123,-6.751967456,-4.823554927,-6.66282993,-3.070787139,-13.24001886,-5.282084152,-4.801750585,-6.665213642,-4.631052221,-6.779451103,-8.071243807,-5.750094259,-5.518309475,-6.897010137,-4.977071269,-8.558397766,-7.82301805,-4.195763472,-4.642882657,-4.827382657
2009-06-03,-6.852041784,-15.48509817,-7.810040632,-8.883733703,-6.738444952,-5.178484192,-14.43670206,-8.162023049,-8.085245063,-7.935794526,-6.528705642,-4.779056691,-6.588049937,-2.961757952,-13.28247896,-5.116523996,-4.680454979,-6.55564941,-4.440580982,-6.589157618,-8.032515126,-5.654249023,-5.293239992,-6.719187691,-4.810621118,-8.528851157,-7.67861977,-4.117061689,-4.584930939,-4.855181816
2009-06-04,-6.668514396,-14.99580106,-7.681899273,-8.69235574,-6.598677525,-5.132141768,-14.50098484,-7.859735576,-7.927500788,-7.647346075,-6.31116297,-4.637071679,-6.486211393,-2.775112195,-12.77351223,-4.937395826,-4.573004875,-6.429972309,-4.259796877,-6.505430558,-7.900708068,-5.442804626,-5.029910196,-6.608036308,-4.78692611,-8.299964936,-7.576708458,-3.957174581,-4.745246364,-4.71778913
2009-06-05,-6.596725316,-14.64363595,-7.989879533,-8.816831846,-6.486317172,-5.1556362,-13.95561338,-7.48284358,-7.683607096,-7.396407508,-6.137249813,-4.508852376,-6.348765378,-2.66590126,-12.61530441,-4.811353168,-4.515150173,-6.291614594,-5.419613058,-6.330075201,-7.786600886,-5.362465872,-4.842278798,-6.426707758,-4.609289938,-8.18048478,-7.280942087,-3.802071254,-4.622978298,-4.583044844
2009-06-08,-6.424017529,-14.11376648,-8.233397693,-8.487848339,-6.334800232,-4.956934642,-13.50078757,-7.178135873,-7.39694712,-7.232188148,-6.438774372,-4.403610884,-6.223915688,-2.511255382,-12.14835892,-4.579635159,-4.398593555,-6.237297159,-5.484363606,-6.218632587,-7.677370397,-5.184100628,-4.616837252,-6.42078323,-4.469317066,-7.963256927,-6.986231521,-3.758663375,-4.526911159,-4.380563515
