Dates,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2000-02-10,-8.5537774,-5.4805762,-6.18509,-5.9453554,-6.8602092,-4.6388879,-5.260999,-6.9795522,-5.0833259,-7.284262,-7.4703839,-5.3497397,-6.4659341,-4.1095629,-6.3127948,-5.5977898,-6.2270506,-4.0908811,-5.0647431,-6.5632323,-12.7893965,-5.8900439,-6.2961239,-5.2194815,-6.0011593,-6.1560596,-8.238695,-5.3006648,-7.8229021,-4.87178
2000-02-11,-8.1918232,-5.4004129,-6.1019285,-5.9693283,-7.5287928,-4.6422803,-5.2155089,-6.7597245,-4.9373018,-6.933029,-7.2213139,-5.2421868,-6.370486,-4.2699748,-6.1363198,-5.2547388,-6.0634559,-4.1182614,-5.2223587,-5.8535576,-5.4483195,-6.0140088,-6.2768738,-5.1021048,-5.726367,-6.3793795,-11.3304207,-5.2188063,-7.3899551,-4.7438764
2000-02-14,-8.5850072,-5.2782603,-5.9300558,-6.481416,-7.7795936,-4.8823691,-5.0553922,-6.6222171,-4.8510405,-6.7412112,-7.1629276,-5.4048078,-6.433905,-3.9821695,-5.978108,-5.370645,-5.9434513,-4.71495,-5.5686877,-7.3718796,-5.4001279,-5.5831746,-6.0379463,-5.2722217,-6.2188641,-6.0210006,-9.9965557,-5.1933322,-7.2259152,-4.8351567
2000-02-15,-9.4194499,-5.1438758,-6.1512821,-6.6882588,-7.133162,-4.7470333,-4.9029962,-6.4875665,-4.642379,-6.1149573,-6.8366903,-5.24892,-6.3246942,-3.7766512,-6.2556507,-5.3869842,-5.9911112,-4.4021811,-5.6007824,-6.0602506,-8.1522271,-5.2436537,-5.9624951,-5.5772973,-5.9824369,-5.6933194,-8.3596192,-5.1172987,-7.4344675,-4.9776882
2000-02-16,-9.0443018,-5.2792744,-5.9884628,-7.3393855,-6.8906489,-5.2753409,-4.9952248,-6.135446,-4.7180457,-5.2942483,-6.8066581,-5.1228687,-7.0433994,-4.1042015,-6.2235995,-5.4449656,-5.8139303,-6.8958425,-5.3276177,-5.5559027,-9.0158758,-5.0703213,-6.3771515,-5.751536,-5.5725664,-5.3752765,-8.8477,-5.1391452,-7.2592477,-5.2278896
2000-02-17,-9.0802269,-5.4396083,-6.0685582,-7.2021924,-6.50829,-5.1280074,-4.9261722,-5.7972107,-4.6495914,-6.4640111,-7.1134948,-5.0491875,-7.0438295,-3.8469977,-6.152167,-5.6808035,-5.6692507,-6.3405001,-5.1056885,-5.4724606,-6.5900985,-6.2202048,-6.0816765,-5.6051421,-6.273981,-5.1065852,-8.3630004,-4.9891529,-8.5376013,-5.0924832
2000-02-18,-8.5542242,-5.7127203,-5.9088906,-7.0178676,-6.3949708,-4.9762884,-4.7846887,-5.5616559,-4.8912506,-6.8903589,-6.9676163,-4.9475527,-7.0195217,-3.7380411,-6.0305456,-5.6392443,-5.5219564,-5.9054101,-5.2864789,-5.1034692,-5.7501308,-5.8649308,-6.0271178,-5.7863459,-5.9125096,-4.8835225,-7.6935501,-5.0645334,-9.3846657,-5.1381722
2000-02-22,-8.5619113,-6.5927248,-6.1199826,-6.9513296,-6.7161065,-4.950841,-4.8633706,-5.6653675,-5.6512696,-6.7353637,-6.7471907,-5.2571906,-6.9201599,-3.9800659,-6.3572256,-5.5511895,-5.6970844,-5.7080658,-5.2062314,-6.0036239,-6.8568189,-5.4545551,-5.6768567,-5.9326424,-6.3989562,-5.4939731,-12.1555066,-5.3135007,-9.0989808,-5.3824682
2000-02-23,-8.3312589,-6.4033405,-7.2750067,-6.7920992,-6.4997095,-4.8262506,-6.6598777,-6.9936714,-5.4769225,-6.5357955,-6.5471616,-5.1828583,-7.0368005,-3.9301524,-6.4211981,-5.4006457,-5.5400492,-5.6659074,-5.7636855,-5.8262318,-6.9538628,-5.2756973,-5.6116247,-5.8780724,-7.0942179,-5.3170134,-9.8000608,-5.1629079,-8.8423979,-5.2214117
2000-02-24,-8.1960977,-6.2369583,-7.4485987,-6.6371552,-10.4906552,-4.998426,-6.6442628,-6.7771654,-5.3169948,-6.428281,-6.4531654,-5.1878519,-6.8162176,-4.45343,-6.2351319,-5.1830927,-5.3964252,-5.5022295,-5.8327885,-5.3288051,-7.2324373,-5.0999429,-5.5316007,-5.7659066,-6.9155733,-4.9907719,-8.8689468,-5.3906113,-8.7402599,-5.1041491
