dates,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,T,TRV,UNH,RTX,VZ,WMT,XOM
2003-11-03,-8.166383536,-4.105341999,-5.604311829,-5.168551012,-5.082356224,-3.009931748,-3.112542135,-3.895709684,-3.992447786,-3.604666895,-6.745397127,-4.295903614,-5.108497992,-3.217735859,-3.788886275,-2.6895016,-3.624395159,-4.300111569,-5.119010776,-5.561999917,-4.143214222,-4.091059286,-2.11316222,-4.215431088,-3.172981706,-6.59432974,-2.716637554,-3.733126332,-3.4766222,-3.755697958
2003-11-04,-7.990970753,-3.92931048,-5.382041598,-5.128301795,-4.827868747,-2.991945043,-3.041080449,-3.853707457,-3.763151137,-3.533271906,-6.718809526,-4.161797943,-4.904467537,-2.91691047,-3.769932209,-2.646496508,-4.814226208,-4.120332396,-4.84721764,-5.39494315,-4.036494588,-3.874327566,-2.246938082,-3.961294484,-3.163599863,-6.50815721,-2.625752931,-3.770484533,-3.352656662,-3.577258387
2003-11-05,-7.799581649,-3.785924771,-5.086318731,-5.093547985,-4.916842167,-2.912038713,-3.045617559,-3.855782177,-3.700180433,-3.603833049,-6.679367458,-4.281047031,-5.226297345,-2.941872267,-3.701071668,-2.601170201,-7.980176139,-3.930622545,-5.186096517,-5.744621976,-4.0394559,-3.834271047,-2.240545083,-3.888668455,-3.037099772,-6.671908735,-2.547990674,-3.759506179,-3.460885059,-3.581429668
2003-11-06,-7.503244838,-3.60555899,-4.813875987,-4.900959575,-4.713343403,-2.875679044,-2.959041419,-3.812666928,-3.876458134,-3.612919159,-6.622117339,-4.429437193,-5.16255652,-3.85689645,-3.612107616,-2.548125552,-5.642180041,-3.650318498,-5.180347792,-5.130439262,-4.018413598,-3.682951309,-2.212178143,-3.942028228,-3.309957998,-6.389996721,-2.44812608,-3.45726802,-3.746101421,-3.573949906
2003-11-07,-7.235165216,-3.403635522,-4.69073897,-4.793450025,-4.488400781,-2.842026215,-2.911215188,-3.793532155,-4.206597016,-3.494599042,-6.594162611,-4.333164874,-5.059909977,-3.229045553,-3.620341798,-2.494691869,-5.717098387,-4.006820722,-4.923040641,-4.702474189,-4.1024231,-3.551552411,-2.166606747,-4.23906027,-3.30360417,-6.724711257,-2.363560506,-3.602030408,-3.661596736,-3.436917945
2003-11-10,-7.898414514,-3.782951711,-4.38771178,-5.15482278,-5.324318958,-2.801114093,-2.953469237,-3.702470307,-4.161040338,-3.362070318,-6.626973137,-4.649072176,-5.264337889,-3.070980053,-3.660430685,-2.606363827,-4.079914329,-3.447973465,-4.689304948,-4.546237814,-4.035963834,-3.483079472,-2.290209049,-4.130007912,-3.602727146,-7.286486951,-2.482229096,-3.575827695,-3.647691046,-3.471846132
2003-11-11,-8.367181662,-3.842007997,-4.215738508,-5.060992458,-5.37437352,-2.861658453,-3.037644794,-3.752475643,-3.824360745,-3.491226274,-6.771190358,-4.594716039,-5.626969337,-2.823043452,-3.623857587,-2.557371168,-2.813248794,-3.664571081,-4.837564814,-4.385364237,-4.257035824,-3.608128975,-2.421724063,-4.391687978,-3.444756947,-6.891047066,-2.7338856,-3.556752269,-3.689539325,-3.352491158
2003-11-12,-8.300489839,-4.014036431,-4.561882302,-4.876376663,-5.117549408,-2.813509769,-3.056942856,-3.679148477,-3.755805102,-3.482413018,-6.715925206,-4.6735873,-5.522257225,-3.16108927,-3.494998912,-2.54677924,-2.442854405,-3.300796155,-4.601429711,-4.402024452,-4.169549624,-3.5265543,-2.390787398,-4.067434635,-3.565441206,-6.773642098,-2.734526787,-3.309062712,-3.553517707,-3.340865509
2003-11-13,-9.031645377,-3.918837136,-4.866782968,-5.110554166,-4.869451703,-2.791215151,-3.012666034,-3.630368023,-3.268405837,-3.37768851,-6.658804496,-4.583882054,-5.313257499,-2.541084988,-3.467805945,-2.529859263,-2.413896821,-3.294280007,-4.406842017,-4.185459592,-4.065123274,-3.558276082,-2.355567788,-3.75023369,-3.446252736,-6.70604092,-2.639206069,-3.0688478,-3.614806962,-3.142620055
2003-11-14,-8.362667379,-3.844500287,-5.145692009,-4.91245468,-5.159091981,-2.82123622,-2.982984524,-3.555427497,-3.892996468,-3.743956485,-6.597580732,-4.428167528,-5.531760879,-3.052973881,-3.36820512,-2.540283644,-4.187631708,-3.497244939,-4.124345878,-4.380347322,-3.984842496,-3.752978838,-2.448698776,-3.78568462,-3.323610457,-6.380845456,-2.554914758,-3.350212628,-4.925853631,-3.094931472
2003-11-17,-9.375491158,-3.93418094,-5.393209595,-4.927993848,-5.693671397,-3.018598954,-2.943347179,-3.610812111,-4.3933059,-3.7154774,-6.587977897,-4.625387876,-6.286283557,-3.607811688,-3.509927914,-2.587294021,-10.35677451,-3.501525236,-3.954288155,-4.38710642,-3.880901697,-3.758826318,-2.535726443,-3.820902872,-3.377305255,-6.169056895,-2.644826988,-3.741909641,-4.954968216,-3.064623071
2003-11-18,-8.980626865,-4.675541823,-5.271183341,-4.737400234,-5.788222121,-3.055376197,-2.891540691,-3.547637812,-3.797230355,-4.139198613,-6.542622698,-4.645114944,-6.54595556,-4.337578552,-3.420617093,-2.539158648,-17.87795024,-4.082540796,-4.169322667,-4.634742339,-3.787241669,-3.596197067,-2.476288461,-3.808028188,-3.415904663,-5.92587724,-2.8127853,-3.54301872,-4.718089946,-3.165558842
2003-11-19,-9.426831282,-4.531123113,-5.780734901,-4.878484606,-6.050027775,-2.977194289,-3.010775786,-3.758973087,-3.773780438,-4.371480105,-6.554071248,-4.819956425,-6.607992869,-3.403816431,-3.644101979,-2.561969873,-15.29738681,-3.967799825,-4.062550762,-4.319486329,-3.702287052,-3.434312111,-2.50693059,-3.878801213,-3.862205694,-6.259085725,-3.175387034,-3.523065384,-4.648068113,-3.306395363
2003-11-20,-8.52774852,-4.352650771,-5.620377109,-5.104081424,-5.695664725,-2.9351603,-2.928037228,-3.719619044,-4.554965779,-4.250910386,-6.550740687,-4.636841073,-6.201839668,-3.571903676,-3.598685294,-2.530351406,-10.73170412,-3.621278709,-3.990713602,-4.14411231,-3.831369745,-3.334221548,-2.451019682,-3.697424134,-4.258099821,-7.478727613,-3.154733219,-3.479979373,-4.4541726,-3.257376192
2003-11-21,-7.891398234,-4.409453573,-5.136247084,-4.852893141,-5.636621902,-2.890260034,-2.90239702,-3.692530867,-5.092129529,-4.194101497,-6.620461576,-4.879182402,-6.587743909,-3.548097477,-3.556155392,-2.649388211,-7.45540816,-3.383175452,-4.495698164,-4.298082802,-3.91948738,-3.907695983,-2.544788235,-3.537135358,-4.550912948,-7.390446562,-3.05662597,-3.570678442,-4.340681353,-3.12483541
2003-11-24,-7.526733239,-4.271798136,-5.221037496,-4.657120084,-5.342194122,-2.906200239,-2.899152874,-3.660947912,-4.895056632,-4.055002082,-6.623664444,-4.670479475,-6.214677456,-3.425656768,-3.47314983,-2.606463404,-6.480597943,-4.007550549,-6.342993496,-4.042476577,-3.911293894,-4.131192007,-2.48537834,-3.375229895,-4.392828073,-7.252472051,-2.941675018,-3.621561393,-4.300576642,-2.949766963
2003-11-25,-8.748329917,-4.070618541,-4.808311141,-4.561612526,-5.065260453,-2.87766858,-2.942630255,-3.620325467,-5.088344092,-4.025625602,-6.627898134,-4.55680977,-5.813819053,-3.347232319,-3.375528836,-2.553483131,-8.234402914,-3.270128233,-6.007928176,-4.347417958,-3.982684188,-4.123754607,-2.440665657,-3.156384066,-4.308949316,-7.23476888,-2.844024973,-3.595543564,-4.23065533,-2.910383757
2003-11-26,-8.793936713,-3.871616557,-5.141691805,-4.849030564,-5.19069747,-2.851214274,-2.878263564,-3.56126546,-4.421353646,-3.856604477,-6.614768654,-4.502955668,-6.005130924,-3.672415922,-3.281086805,-2.507554416,-6.152807254,-3.873694929,-6.048790249,-4.569207204,-4.185781396,-4.002919726,-2.384082942,-3.373861735,-4.300936019,-7.181570004,-2.738451535,-3.787209503,-4.089673052,-2.913347799
2003-11-28,-8.11888244,-3.741768987,-4.741080394,-4.707310948,-4.9556506,-2.839582081,-2.892619619,-3.489085413,-5.058794594,-3.77559083,-6.568457732,-4.365196524,-5.773959759,-3.674917803,-3.185770915,-2.46154809,-9.68110522,-4.624478052,-5.926185683,-4.201033783,-4.096051034,-3.776013137,-2.550003334,-3.222589568,-4.143580109,-6.640221901,-2.642311504,-3.71994639,-4.114185827,-3.056081739
2003-12-01,-7.878138559,-3.56232216,-4.500907491,-4.672295238,-4.988027284,-2.790068238,-2.919491443,-3.402373621,-4.993173241,-3.64221122,-6.529978455,-4.257877037,-5.597691842,-4.070077655,-3.151870552,-2.491997681,-7.65917833,-4.389319554,-5.837890899,-4.105823955,-4.004223633,-3.824173881,-2.490519919,-3.138460337,-4.123177034,-6.251443345,-2.74425952,-3.480282689,-3.995031088,-2.895469829
2003-12-02,-8.801959601,-3.445626899,-4.625060147,-4.637084046,-4.763296262,-2.772427224,-3.008563976,-3.333085612,-4.760906062,-3.524220744,-6.472654372,-4.150824941,-5.404891581,-3.440965825,-3.069457441,-2.474750464,-9.038898098,-3.61579056,-5.347882503,-3.907068061,-3.972631997,-3.810353865,-2.444076875,-3.025984375,-3.996294999,-6.296936653,-2.664118846,-3.27785086,-4.471376348,-2.829723303
2003-12-03,-8.298026654,-3.429458022,-4.527232003,-4.759939797,-4.757639182,-2.710259319,-2.921480883,-3.599284686,-4.581596125,-4.105803055,-6.47538701,-4.160833359,-5.502870833,-3.335008084,-2.971138869,-2.431622289,-6.718455849,-4.407387972,-5.042771273,-4.002741602,-4.068688143,-3.749729442,-2.419988723,-2.850663514,-3.865904273,-6.066350015,-2.595932753,-3.220869062,-5.107463232,-2.738403598
2003-12-04,-8.531267675,-3.279791561,-4.798829934,-4.565603179,-4.575474933,-2.681278114,-2.930640812,-3.954549217,-4.48468394,-4.200053331,-6.420398598,-4.242691669,-5.847846036,-4.072730528,-2.886287496,-2.4076279,-4.659113752,-4.942407631,-4.710478276,-3.809351999,-4.354511843,-3.645992906,-2.399164521,-2.705995083,-3.720563436,-6.059778469,-2.626642499,-3.296623282,-5.02614251,-2.600890873
2003-12-05,-8.057507736,-3.110242738,-4.912170506,-4.490710846,-4.390431738,-2.766161519,-2.880114984,-3.928347338,-4.468827483,-4.544330002,-6.374135794,-4.191933333,-5.65710344,-3.283645478,-3.063550282,-2.459745959,-3.66033801,-4.140990085,-4.746291685,-4.061780392,-4.465905846,-3.586467452,-2.359093342,-3.594856121,-3.597014177,-5.98454323,-2.52976242,-4.044177128,-4.77500833,-2.760770223
2003-12-08,-7.991096574,-3.328136708,-5.791459426,-4.69780855,-4.662672036,-2.725007084,-3.041946782,-4.149998318,-3.993483962,-4.45486362,-6.415227797,-4.397142287,-6.832049404,-3.68207222,-3.247216146,-2.522372602,-21.33775976,-4.258551288,-4.709180415,-4.17805269,-4.372677202,-3.575464721,-2.374247429,-3.707607287,-3.515193342,-6.306285874,-2.548056967,-3.816327303,-4.565859466,-2.71926748
2003-12-09,-7.799607848,-3.323224956,-6.069631483,-4.533974375,-4.474891586,-2.709210456,-3.03028439,-4.061969915,-4.407461369,-4.286732819,-6.390109922,-4.279426508,-6.896569789,-2.911739205,-3.204894168,-2.527154304,-18.2286727,-3.641451491,-4.486166941,-4.082766815,-4.256583924,-3.456794446,-2.322997811,-3.698928652,-3.37940025,-6.147749042,-2.45704732,-3.852551994,-4.411753885,-2.939081747
2003-12-10,-8.372536454,-3.443239208,-5.958734647,-4.40344369,-6.173227408,-2.65920795,-3.060316832,-4.072688692,-4.266241483,-4.626762146,-6.438094747,-4.390989338,-7.811914019,-3.151285748,-3.518304209,-2.473858627,-14.25677328,-4.105472014,-4.371148469,-3.895459135,-4.35787292,-3.351173423,-2.339910019,-3.668529932,-3.453645291,-6.083234839,-2.444597131,-3.916090009,-4.660513773,-2.938265348
2003-12-11,-5.904964546,-3.804290312,-4.922100445,-4.349392278,-5.055620979,-2.065520654,-3.593503903,-3.935733327,-4.426436326,-4.953659659,-5.658938339,-2.614298143,-7.23594514,-3.025347866,-3.354951728,-1.931868834,-4.053960034,-4.104974716,-4.783051368,-4.026906478,-3.229629475,-3.074278213,-1.984198926,-3.590882989,-4.016235448,-3.773284361,-2.833989855,-3.443168892,-3.654497069,-2.856398207
2003-12-12,-6.058324542,-3.71668489,-4.888972622,-4.674784532,-4.931263377,-2.022356865,-3.473756742,-3.866136052,-4.189537919,-4.591907441,-5.568197266,-2.548147627,-6.981222241,-3.535268284,-3.297629228,-1.892777641,-3.987533632,-3.970764204,-4.691985967,-3.89319974,-3.192296714,-3.112612761,-2.132270736,-3.528667494,-3.921625341,-3.673417652,-2.824022518,-3.383367412,-3.609570974,-2.755621724
2003-12-15,-6.016458232,-3.649290155,-4.760682941,-4.459461622,-4.80936824,-1.979206058,-3.356753799,-3.795655483,-4.023221134,-4.522107477,-5.446473455,-2.482080786,-6.852683979,-2.928332136,-3.195668659,-1.949263465,-3.895008406,-4.428455902,-4.552037047,-3.771834033,-3.179940831,-3.145731017,-2.118304064,-3.582722653,-3.705573938,-3.644695101,-2.957473429,-3.30882337,-3.62314182,-2.677398135
2003-12-16,-6.013252677,-3.562136074,-4.632620522,-4.116395624,-4.818402225,-2.340495935,-3.211497726,-3.721159408,-4.776247304,-4.609041004,-5.468509618,-2.540984027,-7.153204931,-3.206086713,-3.113284034,-1.934505005,-4.046181554,-3.66491946,-4.418203394,-3.669792611,-3.155130381,-3.021454797,-2.117391463,-3.542616043,-3.907922456,-3.450885554,-2.868160536,-3.235708827,-4.176139194,-2.676937486
2003-12-17,-5.94761134,-3.495348731,-4.640337128,-4.848782187,-4.919143047,-2.308322164,-3.170936589,-3.652395348,-4.506582452,-4.562731079,-5.347243572,-2.484312146,-6.976047639,-3.508265755,-3.103541131,-1.975070534,-4.330529491,-3.644387202,-4.339800768,-3.632408686,-3.129802005,-2.938569125,-2.103731414,-3.494292839,-3.807708695,-3.334660406,-2.953897395,-3.125138801,-4.041909346,-2.919858871
2003-12-18,-5.900917399,-3.534521204,-4.710057886,-4.863151557,-5.083842506,-2.25984165,-3.190423672,-3.580672788,-4.27997773,-4.354002287,-5.27565585,-2.536808996,-6.877676793,-2.63389229,-2.995006424,-2.129027082,-4.486914389,-3.83045614,-4.205524024,-3.509504816,-3.104929962,-2.96287168,-2.097534956,-3.45336394,-3.614278305,-3.437054204,-2.954870207,-3.029930795,-3.919835444,-3.021414462
2003-12-19,-5.875740656,-3.301693841,-4.621916134,-5.044986165,-4.845998938,-2.230145011,-3.218575059,-3.518121753,-4.49455759,-4.273975527,-5.226757281,-2.608631427,-6.60174602,-3.175268666,-2.881414137,-2.152728848,-4.411643612,-4.147260004,-4.144884665,-3.489951991,-3.075806573,-2.863261729,-2.0915191,-3.4044575,-3.635647954,-3.312820726,-2.902254859,-2.94823345,-3.790698415,-3.171468931
2003-12-22,-5.839670465,-3.19652771,-4.42640908,-5.009869737,-5.103428083,-2.230786694,-3.199061416,-3.453163998,-4.064789093,-4.199713653,-5.094808408,-2.541108202,-6.694323273,-3.368125255,-2.806139645,-2.098673125,-4.665178914,-3.894415265,-4.095394635,-3.38392669,-3.021408474,-2.841215886,-2.462272165,-3.347148332,-3.645130023,-3.26574473,-2.808526709,-2.993866201,-3.779336485,-3.10354953
2003-12-23,-5.812830893,-3.113585139,-4.246287027,-4.975260893,-4.968853883,-2.159533933,-3.217329905,-3.394294132,-3.504047727,-4.459489639,-4.957604447,-2.474912877,-6.651962733,-3.335082057,-2.778836572,-2.035537177,-4.657428098,-3.221070207,-4.015269199,-3.407408334,-2.977444789,-2.731219749,-2.418201318,-3.296545581,-3.594296036,-3.155787506,-2.788456299,-2.941072603,-3.653265254,-2.989488154
2003-12-24,-5.748647041,-3.032424283,-4.152370785,-4.322805536,-4.909882625,-2.131667358,-3.087576305,-3.329492175,-3.782520433,-4.514986391,-4.992070977,-2.533072768,-6.39333885,-2.877940192,-2.694944111,-1.969453665,-4.548511526,-3.381893467,-3.970382027,-3.297203509,-2.933578827,-2.682199235,-2.355066263,-3.281992801,-3.600407938,-3.20021195,-2.714196276,-2.881500086,-3.661743312,-2.953544101
2003-12-26,-5.846893849,-2.95737923,-4.339547782,-4.23850948,-4.879898082,-2.067598532,-3.005002916,-3.308767937,-3.672341886,-4.453038845,-4.865990386,-2.5719659,-6.277220201,-2.271864118,-2.594060115,-2.017746503,-5.458864332,-4.209892328,-3.876595956,-3.263232428,-2.898333747,-2.629705953,-2.307683075,-3.314984199,-3.483129473,-3.041551233,-2.867524077,-2.909987395,-3.680757447,-2.825139055
2003-12-29,-5.877484639,-2.912840164,-4.16454936,-4.163284148,-4.896452635,-2.015001561,-2.911225048,-3.329681874,-3.985658567,-4.370796947,-4.778647609,-2.506983983,-6.099774844,-3.13303058,-2.524395256,-1.958133785,-5.315991082,-4.024470313,-3.785389117,-3.207695298,-2.854969628,-2.531242707,-2.25364823,-3.244471494,-3.365543664,-2.925800528,-2.808700435,-2.862703756,-3.593375495,-2.77434412
2003-12-30,-5.905962629,-2.800646756,-4.139522099,-4.153842116,-4.672901037,-1.993846843,-2.871375586,-3.275517144,-3.172221002,-4.184116673,-4.768349357,-2.444099763,-5.853857445,-2.203345934,-2.508811562,-1.917075506,-5.231808372,-3.440801523,-3.752592117,-3.175089313,-2.802287816,-2.50108214,-2.242443913,-3.281040665,-3.32132023,-3.234664417,-2.781049898,-2.757185094,-3.491442892,-2.918128007
2003-12-31,-5.870318586,-2.827960037,-4.035649836,-4.085544588,-4.839826044,-1.945982722,-3.407420979,-3.308557615,-3.417456455,-4.26895709,-4.636032865,-2.569613594,-5.815735411,-2.313624309,-2.438818453,-1.896022145,-5.105654788,-3.463080274,-3.699594027,-3.095691751,-2.757107154,-2.420808362,-2.197089012,-3.225028222,-3.484805211,-3.214154223,-2.933841818,-2.620964814,-3.444333394,-2.831407408
2004-01-02,-5.824605836,-2.79130274,-3.950541148,-4.104630208,-4.731944223,-1.894677502,-3.372436287,-3.246504329,-3.434889783,-4.188444414,-4.523240409,-2.501293099,-5.700091242,-2.766155448,-2.385943278,-1.860768888,-4.967636444,-3.742411642,-3.683643569,-3.106218445,-2.719705448,-2.39888813,-2.135878725,-3.143544722,-3.315957803,-3.10511988,-2.828095515,-2.562409634,-3.352667041,-2.828208351
2004-01-05,-5.764487292,-2.938302209,-3.879626562,-4.034140396,-4.646930951,-1.973616947,-3.503142492,-3.196694525,-3.48322594,-4.355305377,-4.46933963,-2.683525493,-5.574198342,-2.48823389,-2.347892385,-1.970043346,-4.847517149,-3.74848203,-3.685747362,-3.035347769,-2.818427807,-2.366229603,-2.271826359,-3.075206116,-3.168077897,-3.150472966,-2.838314031,-2.493736223,-3.525872921,-2.864531423
2004-01-06,-5.925597954,-2.84687006,-3.73667274,-4.206392596,-4.460999549,-1.953730065,-3.52521013,-3.152319997,-3.055025297,-4.313430646,-4.533752757,-2.619934742,-5.359150861,-2.640421486,-2.284736069,-1.912416324,-4.746538867,-3.909423395,-3.698123669,-3.123716907,-2.775206518,-2.548290689,-2.226535379,-3.153387843,-3.056225372,-4.60052452,-2.778137431,-2.324971196,-3.498496742,-3.228318426
2004-01-07,-5.86314505,-2.788097727,-3.678840886,-4.288660617,-4.329781238,-2.021837275,-3.670533859,-3.094948174,-3.732705824,-4.194126565,-4.445522648,-2.549682989,-5.272592545,-2.186902765,-2.42487493,-1.936665491,-4.65768943,-3.717056099,-3.657796673,-3.056325814,-2.732917819,-2.44915031,-2.266489604,-3.084265261,-3.141753157,-4.434978037,-2.747562169,-2.210648314,-3.352178596,-3.134286431
2004-01-08,-5.918188435,-2.725820403,-3.638764911,-4.303276325,-4.161789311,-2.280805397,-3.520851947,-3.050301352,-3.116167747,-4.055135217,-4.564018913,-2.534379284,-5.024489759,-2.84115341,-2.466289267,-2.008434964,-4.543398411,-4.472846557,-3.562484703,-2.962798796,-2.68964204,-2.436614584,-2.395122871,-3.005310126,-2.977796645,-4.268088155,-2.667083751,-2.289546759,-3.270361226,-3.141074309
