dates,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,T,TRV,UNH,RTX,VZ,WMT,XOM
2007-02-23,-5.255731826,-2.87222857,-3.738977267,0,-4.611420693,-3.455243735,-2.486755235,-2.529280686,-2.682759188,-3.106079794,-4.146378216,-2.083898945,-5.152830521,-2.208426274,-2.232639481,-1.616776292,-2.833916958,-2.538189521,-3.095367934,-3.601695537,-2.241519625,-2.745391548,-1.756797602,-2.709158708,-2.942510685,-3.260625587,-3.144634969,-1.447706975,-1.997538384,-3.02538043
2007-02-26,-5.203624032,-2.854375779,-3.68053149,-4.289842147,-4.514166723,-3.328172122,-2.490390185,-2.483847772,-7.759103786,-3.163528839,-4.045337665,-2.185594892,-5.294226205,-2.39788055,-2.437712474,-1.58271582,-2.787553239,-3.326888325,-3.099922642,-3.873018295,-2.22072158,-2.836152454,-1.712796905,-2.653299398,-3.263263999,-3.460873774,-3.015770092,-1.423757557,-1.991505682,-2.929521073
2007-02-27,-5.15475938,-3.115045527,-3.94606533,-4.234490208,-4.649410131,-3.206465657,-2.746872157,-2.442655456,-5.350158866,-3.201322813,-4.114764187,-2.296076934,-5.180628151,-2.459928719,-2.430307254,-1.590641689,-2.808938401,-3.134306924,-3.228504096,-3.782781999,-2.202586488,-2.803008865,-1.797020865,-2.650589693,-3.14034274,-3.280359554,-3.024054008,-1.399077988,-1.927726316,-2.826681751
2007-02-28,-5.196684047,-3.64760388,-4.315581907,-4.461146782,-5.971434658,-4.190589003,-3.548045825,-3.323061157,-4.003913572,-3.566203468,-4.51275403,-2.937519606,-6.058182375,-2.310661286,-3.237011989,-2.251558653,-3.321959941,-3.431574469,-3.644347729,-4.764848243,-2.633620987,-3.322672342,-3.286626798,-3.244726685,-4.209208059,-3.963227265,-3.618479161,-2.3569627,-2.630720188,-3.397417489
2007-03-01,-5.180069984,-3.475621064,-4.117165996,-4.269226708,-5.799868654,-4.022378172,-3.411738446,-3.287573265,-6.997245978,-3.623571854,-4.482605676,-3.073652755,-6.125411104,-3.216149725,-3.140917983,-2.210585365,-3.562773111,-3.928663024,-3.67161964,-4.658505183,-2.596080349,-3.323054552,-3.409292518,-3.240973087,-4.212788389,-3.834927627,-3.47708145,-2.223346408,-2.568749511,-3.358472948
2007-03-02,-5.277937349,-3.50843925,-4.016604681,-4.229571805,-5.748822573,-4.173940888,-3.651805045,-3.228297562,-2.791391415,-3.644830846,-4.501087444,-3.12699485,-6.307502522,-2.50650162,-3.084187209,-2.205716804,-3.514958805,-3.410470739,-3.613225834,-4.521708049,-2.567204545,-3.208722943,-3.293763017,-3.184336186,-4.145329514,-3.746037311,-3.533418145,-2.29549286,-2.662170448,-3.375511243
2007-03-05,-5.252757363,-3.84528015,-4.093089204,-4.642935088,-6.098638709,-4.278823677,-3.992796539,-3.334479752,-5.530840045,-3.787216345,-4.460354627,-3.343399537,-6.60601265,-2.7746745,-3.484947054,-2.429632742,-3.603402593,-2.931395331,-3.538569379,-4.610795163,-2.684108867,-3.27920797,-3.350789993,-3.211700668,-4.289596809,-3.957042478,-3.684867233,-2.517431952,-2.626385381,-3.427424534
2007-03-06,-5.249461637,-3.951807331,-3.920882344,-4.250907404,-5.93543412,-4.213289926,-4.183874179,-3.35378364,-2.503205927,-3.887837507,-4.356831175,-3.253496244,-6.585981873,-3.089623664,-3.660430198,-2.394829919,-3.833314854,-3.722741048,-3.448713475,-4.59072956,-2.797006742,-3.204987298,-3.352069418,-3.456849685,-4.227817943,-4.380148162,-3.844950984,-2.610252405,-2.68905837,-3.347994183
2007-03-07,-5.306514694,-3.754614557,-3.870498037,0,-5.711805419,-4.068774666,-4.129480199,-3.305202397,-2.243667162,-3.830689286,-4.38752275,-3.17302916,-6.365541444,-3.457525591,-3.68309191,-2.391048574,-3.758079391,-3.385784756,-3.40916884,-4.490209216,-2.81017804,-3.264453963,-3.235442923,-3.400096335,-4.226935289,-4.388234158,-3.756114997,-2.519746667,-2.596959054,-3.394570963
2007-03-08,-5.254605988,-3.849641667,-3.837230272,-2.561765876,-5.664056205,-3.914466782,-4.128629254,-3.243602063,-2.287345815,-3.829744786,-4.427401011,-3.084504961,-6.556056306,-2.382973494,-3.582479085,-2.386767371,-3.671082443,-3.122038388,-3.610036429,-4.485428383,-2.814224991,-3.153201587,-3.425327843,-3.566584661,-4.426007664,-4.220768337,-3.591531707,-2.831280014,-2.573733351,-3.380136734
2007-03-09,-5.210429024,-3.694662626,-3.699644965,-2.895225681,-5.494676034,-3.752970792,-4.065463631,-3.188183286,-2.987376191,-3.781251906,-4.328616454,-3.196803329,-6.381810792,-2.664824291,-3.503458734,-2.35297727,-3.629473248,-3.250131378,-3.574858624,-4.545381689,-2.760645731,-3.071688367,-3.31378214,-3.606810223,-4.241274755,-4.214952086,-3.46971848,-2.682754052,-2.529227793,-3.308401855
2007-03-12,-5.150102914,-3.610347063,-3.639449882,-0.21533715,-5.438163848,-3.597262379,-3.935522658,-3.245027258,-8.999483752,-3.797128343,-4.255237674,-3.108271248,-6.395326915,-3.149009777,-3.377791772,-2.322726039,-3.586711659,-3.041880519,-3.508017308,-4.373803217,-2.73887926,-2.940200511,-3.239994975,-3.514586015,-4.164656063,-4.139890025,-3.35633819,-2.636762974,-2.6407813,-3.310502283
2007-03-13,-5.20798568,-3.591670382,-3.745656236,-4.217047851,-5.314536033,-3.46122392,-3.945218043,-3.2414262,-6.437487746,-3.965896886,-4.196283529,-3.026023673,-6.161189376,-2.791673448,-3.249017977,-2.288548509,-3.545958327,-3.049329707,-3.515090256,-4.253505828,-2.714754546,-2.83286148,-3.141956854,-3.482933802,-4.196391428,-3.928549747,-3.329918098,-2.5723058,-2.635629491,-3.263655364
2007-03-14,-5.178558339,-4.284181262,-4.12822547,-4.159073482,-5.785796292,-3.67360013,-4.366310959,-3.40719704,-2.255652943,-4.274540098,-4.371620882,-3.247151867,-6.456987149,-3.073498426,-4.398334483,-2.630287647,-3.963323806,-2.883256881,-3.758607814,-4.74474539,-2.777013105,-3.100171323,-3.365268125,-3.414364262,-5.0570593,-3.84918211,-3.603928116,-2.710172573,-3.005286349,-3.332183945
2007-03-15,-5.21692573,-4.112979602,-4.015621474,-4.120891789,-5.597275814,-3.536941449,-4.246462655,-3.344402061,-2.839963825,-4.194264551,-4.304881198,-3.161351078,-6.287175977,-3.608192891,-4.313330206,-2.543454409,-3.881041745,-2.982355782,-3.675129668,-4.740537427,-2.729422332,-3.027115064,-3.252809281,-3.333377374,-4.764704041,-3.695334093,-3.50147679,-2.641804549,-3.106130779,-3.371472211
2007-03-16,-5.16500736,-3.990399969,-3.991105833,-4.101626692,-5.512837161,-3.410185772,-4.580228622,-3.281893957,-0.843710022,-4.180308203,-4.207889972,-3.13092547,-6.258201697,-3.307419148,-4.197234379,-2.45862575,-3.852100715,-3.097390997,-3.587692425,-4.635811565,-2.698138575,-2.949694041,-3.186027328,-3.353567804,-4.50795808,-3.653359074,-3.493805033,-2.583220017,-3.021110086,-3.315017063
2007-03-19,-5.105628376,-4.096871817,-4.127233584,-4.073495089,-5.368526743,-3.549640482,-4.666389023,-3.282608472,-0.606771144,-4.139524086,-4.140670894,-3.077944069,-6.122429155,-3.018788463,-4.343787862,-2.388479411,-3.762071441,-3.106061084,-3.511411236,-4.475762933,-2.691108939,-2.825061186,-3.173196047,-3.270550893,-4.403909299,-3.94000594,-3.364040693,-2.540289708,-2.942278936,-3.340836342
2007-03-20,-5.139874183,-3.968011179,-3.983594606,-4.09342897,-5.204515724,-3.445110984,-4.427373601,-3.231704259,-42362043685,-4.061682139,-4.094639513,-2.996232926,-6.04306783,-3.268464504,-4.252508081,-2.32022888,-3.704900745,-2.75452997,-3.458771441,-4.437688513,-2.660370296,-2.855443109,-3.090387015,-3.25800371,-4.344128772,-4.037945096,-3.281665403,-2.441863415,-2.85471239,-3.403889476
2007-03-21,-5.100592428,-3.863975549,-3.863493283,-4.101770338,-5.099275649,-3.326946656,-4.281662423,-3.17734223,-2.562220558,-3.985354137,-4.191396513,-2.916000181,-6.060858261,-2.345267272,-4.099986209,-2.275491056,-3.653577681,-3.69346172,-3.392076888,-4.278716959,-2.632036072,-2.806307768,-3.003909533,-3.212690061,-4.460337575,-3.911527499,-3.161291991,-2.369267017,-2.748950687,-3.448399285
2007-03-22,-5.183899496,-3.689510451,-3.790427534,-4.129467119,-4.919190543,-3.233705467,-4.079231235,-3.135932426,-1.645043449,-3.796138761,-4.203665965,-2.840528831,-5.848190882,-3.056374936,-4.152166332,-2.274879693,-3.593411002,-2.316019779,-3.382050601,-4.294249307,-2.625648232,-2.810645599,-2.963365476,-3.241838367,-4.530105418,-3.927227555,-3.159468195,-2.244116939,-2.661362244,-3.511057336
2007-03-23,-5.128325587,-3.618292745,-3.707200659,-4.1694334,-5.17276459,-3.153762748,-4.018404314,-3.080625823,-1.301617332,-3.926701389,-4.14650702,-2.790427304,-5.94346972,-2.856651984,-4.242500596,-2.199491719,-3.550584975,-3.285104203,-3.305875855,-4.321927085,-2.603164012,-2.734854053,-2.947023712,-3.186650583,-4.409705399,-3.851668257,-3.08025404,-2.164360806,-2.590475005,-3.553964188
2007-03-26,-5.077262417,-3.543178503,-3.613881993,-4.131675759,-5.217978913,-3.053860066,-3.889762932,-3.145693793,-7.8803236,-3.932753843,-4.033146561,-2.739995382,-5.79614896,-2.508775548,-4.069834614,-2.21052475,-3.513971597,-3.367094289,-3.253971489,-4.349948559,-2.564546462,-2.722354929,-2.856492892,-3.189049464,-4.178805567,-3.829962249,-3.040447413,-2.111479678,-2.563769747,-3.541718478
2007-03-27,-5.154205858,-3.540322745,-3.523194486,-4.086577943,-5.090766637,-2.957265547,-3.99524308,-3.091800238,-27.34290962,-4.021261737,-3.930102466,-2.665442428,-5.677809299,-3.032522521,-3.929000582,-2.147535601,-3.441865051,-3.285606021,-3.294654471,-4.242225901,-2.544396975,-2.614154573,-2.759638407,-3.156388451,-4.256146154,-3.670495944,-3.048558889,-2.25065214,-2.526825453,-3.498501766
2007-03-28,-5.101662479,-3.737914533,-3.486157,-4.022652706,-5.335091797,-2.912986533,-4.00586131,-3.246137338,-14.5511327,-4.220613165,-3.88893135,-2.642796769,-5.841070298,-2.278717726,-3.798859797,-2.129959751,-3.388763062,-2.764905699,-3.350315732,-4.502178634,-2.749871197,-2.652294528,-2.8850955,-3.090356757,-4.012635671,-3.988200697,-3.049305014,-2.206584207,-2.595913277,-3.436694688
2007-03-29,-5.086994337,-3.855893669,-3.680987347,-4.015835007,-5.419232361,-2.825996567,-4.011519177,-3.346350234,-42.85668981,-4.420026928,-3.933609016,-2.664493681,-5.96395943,-2.465666184,-3.913712892,-2.104485412,-3.389261349,-2.829290648,-3.405228771,-4.375310711,-2.861652881,-2.806716067,-2.871307992,-3.208695024,-3.79993663,-4.289349354,-3.218888477,-2.350641932,-2.866011074,-3.388679907
2007-03-30,-5.057251624,-3.727204577,-3.575935073,-3.959001371,-5.536464606,-2.746495017,-3.988547506,-3.286150003,-16.64984452,-4.368992839,-3.876307265,-2.594466599,-5.784912639,-2.25814347,-3.838677647,-2.058082018,-3.319785181,-3.255536595,-3.408802738,-4.244548407,-2.824976725,-2.780724443,-2.790010988,-3.151205565,-3.581869075,-5.108010058,-3.240337994,-2.267318418,-2.799681358,-3.368904939
2007-04-02,-5.015247545,-3.658611941,-3.697034963,-3.994544272,-5.406748375,-2.972653876,-3.891253742,-3.224528895,-37.27823776,-4.356849307,-3.806152555,-2.583139374,-5.661921658,-2.931806544,-3.708873023,-2.035665436,-3.263432527,-2.591909886,-3.345099669,-4.123391988,-2.802710011,-2.784670969,-2.724835023,-3.100187031,-3.399345111,-4.764040855,-3.116449697,-2.18474025,-2.725542813,-3.37512277
2007-04-03,-5.000012524,-3.768158176,-3.579934871,-3.945863987,-5.405520751,-2.885241633,-3.84839772,-3.164370433,-24.65114654,-4.306887746,-3.744691513,-2.519541539,-5.556210485,-2.241169735,-3.596789483,-2.030611823,-3.276799825,-3.068695721,-3.364829866,-4.060235548,-2.753268794,-2.700409952,-2.676936881,-3.024839667,-3.244681976,-4.651434842,-3.10762785,-2.16509164,-2.639586631,-3.359870945
2007-04-04,-4.991044941,-3.682825251,-3.598244827,-3.922079667,-5.211243492,-2.792232356,-3.679456416,-3.115282345,-34.73299639,-4.101747917,-3.771305483,-2.457685405,-5.40756144,-2.125432541,-3.506873299,-2.019139136,-3.241558455,-2.524502304,-3.321372056,-3.951662792,-2.70433036,-2.719751609,-2.624513993,-2.980370165,-3.116965104,-4.584163349,-3.053456991,-2.09148051,-2.540735217,-3.349711928
2007-04-05,-4.937282487,-3.575524708,-3.508906471,-3.887630675,-5.064291983,-2.695785426,-3.955444024,-3.157102813,-19.76558829,-3.97213229,-3.71866385,-2.393442951,-5.29281211,-2.544454668,-3.367607084,-2.007629379,-3.176587123,-3.831384456,-3.231248231,-3.972882287,-2.671813799,-2.661789503,-2.544704709,-3.110133846,-3.26099555,-4.385119443,-3.070919185,-2.077519049,-2.497002796,-3.293589556
2007-04-09,-4.903158819,-3.617254468,-3.406457965,-3.869947571,-4.999039085,-2.600285347,-3.967402013,-3.103930222,-40.356416,-3.969555935,-3.768777476,-2.332468226,-5.150521823,-2.984522971,-3.271480824,-1.948512943,-3.15301827,-3.198351257,-3.16743507,-3.848952151,-2.645457321,-2.564509796,-2.474359701,-3.035582836,-3.135160142,-4.148494095,-2.961524219,-2.041251867,-2.431607214,-3.221111868
2007-04-10,-4.866666546,-3.51137513,-3.426502535,-3.833021442,-4.881443395,-2.538934117,-4.250021438,-3.045674866,-20.52527503,-3.924405975,-3.818906394,-2.272320926,-4.937515162,-2.901473685,-3.183877631,-1.897677284,-3.141589294,-2.528085212,-3.098510365,-3.724457757,-2.615544917,-2.522477583,-2.413735795,-2.965937222,-2.99215774,-4.132746196,-2.855948772,-2.003313182,-2.369146867,-3.193635992
2007-04-11,-4.844639335,-3.435239682,-3.416942952,-3.794503784,-4.963462324,-2.493065898,-4.720355149,-2.990655992,-0.850192425,-3.862378345,-3.927305285,-2.238819604,-4.722189116,-2.71678441,-3.102577792,-1.888384148,-3.137384524,-2.346988212,-3.044840044,-3.714313369,-2.57122205,-2.421340719,-2.349666976,-2.90552695,-2.923979492,-4.217036263,-2.991688644,-2.03380549,-2.510285547,-3.179913154
2007-04-12,-4.821922791,-3.485102557,-3.555334783,-3.819831792,-5.03543982,-2.551724257,-4.71821406,-3.083448945,-3.760677422,-3.931213554,-3.828073427,-2.460580636,-4.884474295,-2.416249127,-2.997737892,-2.017051241,-3.083889517,-2.736848262,-3.027469822,-3.810894168,-2.527180756,-2.340797605,-2.330690441,-3.039828148,-2.777699168,-4.544680781,-3.026367552,-2.162593078,-2.705771067,-3.210103102
2007-04-13,-4.773751513,-3.379090226,-3.545254544,-3.757424289,-4.908386435,-2.478839338,-4.668403065,-3.027559796,-2.232643916,-3.888639124,-3.810819187,-2.398533952,-4.800914484,-2.192761771,-2.894621965,-1.954065386,-3.036696208,-2.894154518,-3.039904194,-3.789018987,-2.490950277,-2.412418507,-2.300896762,-3.069686651,-2.720112974,-4.285336509,-2.994400296,-2.123645868,-2.649322756,-3.174560934
2007-04-16,-4.758798482,-3.248235143,-3.432269274,-3.688197102,-4.684559623,-2.435534492,-4.489830565,-2.972274194,-2.292988954,-3.90386237,-3.725919449,-2.487244047,-4.772895588,-2.322556666,-2.811035198,-1.914469222,-3.050332193,-3.057042492,-3.456767509,-3.67972136,-2.573387589,-2.39622367,-2.27343678,-3.012750662,-2.597569663,-4.123700654,-2.912706022,-2.081859634,-2.584226474,-3.090565022
2007-04-17,-4.775207358,-3.097588263,-3.523412849,-3.628685777,-4.647943092,-2.375382914,-4.277264761,-2.924131714,-2.657581024,-3.742072618,-3.633880213,-2.428533911,-4.646467041,-2.296574665,-2.859158367,-1.897232103,-3.023075861,-2.88043341,-3.374995861,-3.5881707,-2.559416495,-2.403062307,-2.231993647,-2.985309124,-2.683204106,-4.11649801,-2.898195386,-1.987693006,-2.489242958,-3.092982022
2007-04-18,-4.742021289,-3.13927108,-3.406601655,-3.643249571,-4.527821582,-2.297262948,-4.304142305,-2.873110971,-2.533173412,-3.546557838,-3.547137417,-2.369948049,-4.511565324,-2.319042189,-2.789659823,-1.986965574,-3.02799216,-2.991030856,-3.370637421,-3.501310516,-2.559181642,-2.331648363,-2.17297088,-2.926921726,-2.624768571,-4.06335196,-2.833220972,-2.112532963,-2.431460518,-3.054032368
2007-04-19,-4.689400199,-3.064147689,-3.805044339,-3.780096411,-4.448248372,-2.272117118,-4.21040925,-2.900309712,-2.28697315,-3.674156708,-3.525368437,-2.835140845,-4.364506084,-3.38893932,-3.010500235,-1.931767718,-3.006213915,-2.265875763,-3.370424713,-3.570587972,-2.568013263,-2.328674487,-2.151294713,-2.934198386,-2.667075273,-4.038205042,-2.821902822,-2.078032324,-2.445572688,-3.022467667
2007-04-20,-4.637265907,-2.969185181,-3.905377333,-3.810684354,-4.524710243,-2.504204478,-4.196360079,-2.846819755,-2.323356683,-3.691404652,-3.4731758,-2.858799513,-4.204399559,-3.746217986,-2.901512665,-1.878912549,-2.97444421,-2.586460647,-3.3327093,-3.477564054,-2.61066984,-2.346400122,-2.130745034,-2.90020732,-2.783263386,-5.02486815,-2.74814851,-2.028853381,-2.372225519,-3.043783436
2007-04-23,-4.6253179,-2.772190495,-3.777459326,-4.052857773,-4.391810913,-2.461866709,-4.043747798,-2.802950388,-2.514031476,-3.605195352,-3.432907847,-2.782030157,-4.075809204,-3.329850075,-2.866538927,-1.85599292,-3.063229203,-3.284112779,-3.397787453,-3.447106292,-2.563587907,-2.325782606,-2.077557826,-2.892125424,-2.707740813,-5.020009276,-2.673184728,-1.944892602,-2.238605798,-3.231583682
2007-04-24,-4.724273013,-2.71224931,-3.667766754,-4.016060179,-4.654187975,-2.655365351,-3.891334241,-2.819753204,-2.148650887,-3.577629582,-3.35725954,-2.709835176,-4.289901278,-3.030720571,-2.85259204,-1.978425204,-3.022505696,-3.131438762,-3.325870636,-3.509380256,-2.516532311,-2.775095274,-2.070961639,-2.848929522,-2.658005363,-4.87881063,-2.608200142,-2.047656586,-2.496481778,-3.221312606
2007-04-25,-4.674501085,-2.733830642,-3.522548512,-4.028563341,-4.775280438,-2.69761358,-3.767352992,-2.824870252,-2.168909797,-3.531372575,-3.324850467,-2.655001226,-4.228845405,-3.227986788,-2.772719256,-1.920268163,-3.016000319,-2.581765311,-3.244606695,-3.400321107,-2.480262458,-2.817018252,-2.011951692,-3.055873562,-2.6304002,-4.601475999,-2.530894308,-2.003735976,-2.522463863,-3.219409618
2007-04-26,-4.74375845,-2.589897875,-3.530246595,-4.004551267,-4.606504812,-2.633514322,-3.728978256,-2.782671444,-2.787507103,-3.468839309,-3.289238811,-2.599747954,-4.106330133,-2.723096618,-2.778313658,-1.861282996,-2.96865771,-3.181218509,-3.246930985,-3.342322744,-2.438834744,-2.764079054,-2.019100649,-2.983264801,-2.80518742,-4.994935474,-2.470129722,-1.960614483,-2.462698654,-3.269313199
2007-04-27,-4.889029509,-2.593718484,-3.522312964,-3.982779391,-4.711080387,-2.575223424,-3.824074324,-2.780470394,-2.278657457,-3.643006056,-3.24456669,-2.634552064,-4.233551279,-3.120357259,-2.6971871,-1.839122725,-2.953435697,-2.403061094,-3.165398149,-3.265546091,-2.403579581,-2.801968598,-2.151208355,-2.971523865,-3.193903425,-4.797686746,-2.537807773,-1.887150093,-2.442250843,-3.256327166
2007-04-30,-4.891507794,-2.549377429,-3.462711142,-3.985380841,-4.539597921,-2.507808624,-3.738787427,-2.794136842,-1.308534821,-3.82116553,-3.217359113,-2.565204863,-4.410345528,-2.932685584,-2.754960032,-1.786204316,-2.989158806,-6.36474609,-3.249370549,-3.412372651,-2.371907988,-2.765471601,-2.085745622,-3.021308638,-3.16736164,-4.580599906,-2.447219668,-1.868610993,-2.514999921,-3.208267317
2007-05-01,-4.836555269,-3.024898772,-3.632392001,-4.036837752,-4.694497052,-2.50296243,-4.058540724,-2.743107504,-3.014031311,-4.033501606,-3.177674548,-2.502319568,-4.747179899,-2.768686752,-2.841083331,-1.743813963,-3.173621549,-3.221967095,-3.282632259,-3.419470935,-2.384770922,-2.764392379,-2.17259165,-2.954580719,-3.176960567,-4.352256173,-2.581373816,-1.800445415,-2.609789635,-3.241678022
2007-05-02,-4.786271195,-2.922892845,-3.518453269,-4.030056151,-4.591996908,-2.43099672,-4.210938983,-2.704627846,-3.367176578,-3.890338257,-3.260178072,-2.441064522,-4.608809829,-2.903831584,-2.763212779,-1.737394453,-3.169152421,-3.964412331,-3.32880388,-3.418928879,-2.538871811,-2.698571792,-2.656440221,-2.894784198,-3.146999115,-4.255200468,-2.564330522,-1.729275029,-2.529810265,-3.181305015
2007-05-03,-4.780763199,-2.773276502,-3.466751608,-3.989540752,-4.365387841,-2.355390677,-4.058449452,-2.660938126,-5.824425274,-3.796460369,-3.184378622,-2.559986509,-4.513863104,-3.024814692,-2.709959954,-1.691457929,-3.165173114,-3.126766382,-3.267736226,-3.3597007,-2.514826825,-2.591543576,-2.775872579,-2.87818822,-3.046104182,-4.283001763,-2.557397172,-1.578499272,-2.486269674,-3.112356807
2007-05-04,-4.725205889,-2.675647687,-3.340826882,-3.949189269,-4.291398298,-2.300457466,-3.952307205,-2.612742464,-3.185336332,-3.706474871,-3.12832171,-2.494781623,-4.649608191,-2.406125465,-2.637234673,-1.660455132,-3.130210488,-2.961161357,-3.216824287,-3.337177358,-2.51187415,-2.587849851,-2.808999939,-2.832609126,-3.051733756,-4.338732986,-2.648483429,-1.396871408,-2.4298229,-3.121885212
2007-05-07,-4.692112818,-2.640650898,-3.296786825,-3.925365893,-4.186615875,-2.295450701,-3.810029527,-2.569529068,-3.215509123,-3.735192875,-3.246492597,-2.429524622,-4.546413604,-2.450605346,-2.544819545,-1.641541534,-3.068235776,-3.412549598,-3.173298881,-3.533001085,-2.464944853,-2.560813119,-2.748864478,-2.829897786,-3.065965457,-4.143789575,-2.553116468,-1.520210996,-2.403289421,-3.057884903
2007-05-08,-4.806365539,-2.622670757,-3.313728285,-3.915172803,-4.195496281,-2.22637072,-3.72769829,-2.528417876,-0.502451131,-3.723730801,-3.171125784,-2.366654719,-4.469390681,-3.02727381,-2.472834529,-1.63410942,-3.149739079,-2.751639918,-3.10244125,-3.454057451,-2.446702406,-2.568238584,-2.732477423,-2.774199103,-3.541979406,-4.069428691,-2.600107272,-1.473262572,-2.332972998,-2.994019158
2007-05-09,-4.810054493,-2.577499853,-3.301988897,-3.916003319,-4.032729366,-2.165751701,-3.566283425,-2.494509241,-3.1345465,-3.772769641,-3.333273164,-2.305499548,-4.366615893,-2.183360036,-2.48920242,-1.805563851,-3.141001148,-2.991891827,-3.04537574,-3.35440795,-2.427188051,-2.479623868,-2.790449292,-2.833205217,-3.359677229,-3.912151328,-2.776717785,-1.511605273,-2.466717641,-2.976533906
2007-05-10,-4.848549029,-2.532949558,-3.230545229,-3.964559144,-5.696583509,-2.179458183,-3.438180902,-2.604393243,-3.810912912,-3.637799036,-3.264183964,-2.251410067,-4.23987782,-2.927733139,-2.523956581,-1.752410119,-3.113343868,-2.930088997,-3.012442696,-3.257623572,-2.389743058,-2.523910938,-2.714854409,-2.786545128,-3.342616479,-3.709637838,-2.722721683,-1.426081476,-2.468883235,-2.898837491
2007-05-11,-4.815215917,-2.654043596,-3.499992297,-4.004255937,-5.754325988,-2.625668388,-3.396143795,-2.71355252,-3.6677093,-3.760845639,-3.255382697,-2.194930157,-4.454558235,-2.744027494,-3.02945068,-1.960590468,-3.06209823,-2.881913628,-3.240346864,-3.285708846,-2.482187497,-2.712226989,-2.807962003,-2.94789451,-3.607014599,-3.549531709,-2.907413648,-1.53541819,-2.47494218,-3.096556412
2007-05-14,-4.830166029,-2.593123209,-3.450262455,-4.035226282,-5.570963437,-2.581782776,-3.325131084,-2.673034319,-7.338855684,-3.717328851,-3.285703683,-2.14547593,-4.378895682,-3.233899292,-2.939959964,-1.919417043,-3.045647335,-3.450764774,-3.258509447,-3.255715723,-2.498098679,-2.689739745,-2.72055426,-2.952608341,-3.740848191,-3.486127404,-2.837285193,-1.446605131,-2.421850473,-3.191735297
2007-05-15,-4.804705603,-2.720090067,-3.341727871,-4.09337615,-5.732908418,-2.512367813,-3.326061523,-2.64959273,-15.83973194,-3.65916628,-3.262697299,-2.16142555,-4.485453173,-3.616192964,-2.952413959,-1.890779833,-2.9848056,-3.461022688,-3.180953327,-3.175045059,-2.486879537,-2.649149454,-2.627534208,-2.92864576,-3.800842166,-3.704513123,-2.791396277,-1.392916377,-2.368220411,-3.116161707
2007-05-16,-4.780920312,-2.631727602,-3.330439471,-4.065650713,-5.740910492,-2.459074554,-3.280402114,-2.608084557,-11.86891831,-3.918171864,-3.257024491,-2.242987643,-4.537412898,-3.268041865,-2.875089039,-1.883588489,-2.970008356,-3.151781994,-3.157252013,-3.104118011,-2.505500108,-2.635588962,-2.569978667,-2.896050679,-3.737987241,-3.585152502,-2.711861947,-1.2718122,-2.391983458,-3.088544561
2007-05-17,-4.728166153,-2.522786482,-3.350668673,-4.036678909,-5.555739042,-2.374247178,-3.192881547,-2.562912937,-4.652608451,-3.87198405,-3.266128819,-2.190610088,-4.436615964,-3.507519084,-2.922490423,-1.85337312,-2.959163187,-3.14818797,-3.08250945,-3.051170131,-2.478407685,-2.60895188,-2.615437285,-2.907524481,-3.621658354,-3.702614932,-2.631722935,-1.226989307,-2.500446049,-3.039221917
2007-05-18,-4.779937161,-2.605367825,-3.43206162,-4.045712838,-5.60252267,-2.312768898,-3.17669003,-2.516727798,-5.601172213,-3.862708427,-3.282698414,-2.23468406,-4.365971304,-4.458797157,-2.982452442,-2.017566058,-2.921558091,-2.832407424,-3.060115161,-3.00170525,-2.44084003,-2.517532243,-2.525241784,-2.848568566,-3.547504822,-3.582053928,-2.650312274,-1.430744358,-2.46550384,-3.006643252
2007-05-21,-4.75286438,-2.534140835,-3.356912679,-4.000444439,-5.541695797,-2.27128219,-3.067983318,-2.472723679,-7.562862701,-3.719774402,-3.283143164,-2.190940784,-4.207697634,-3.855826067,-2.868714089,-1.998288456,-2.871065879,-3.239011981,-3.068381959,-3.002002346,-2.409589699,-2.445514815,-2.445864023,-2.829578864,-3.465486979,-3.487177775,-2.629241887,-1.357657278,-2.404407112,-3.083772871
2007-05-22,-4.794737381,-2.471001432,-3.270392479,-3.940717546,-5.3949222,-2.195475619,-2.966123377,-2.438515223,-0.241187237,-3.785056532,-3.326134791,-2.310076567,-4.227050707,-4.131617519,-2.767270666,-2.236945233,-2.828278732,-3.135111283,-3.047829939,-2.965466802,-2.433932197,-2.355744863,-2.436073892,-2.974860732,-3.495465667,-3.297036319,-2.641470311,-1.337021036,-2.598772032,-3.042458768
2007-05-23,-4.814801511,-2.430132866,-3.279033628,-3.927211413,-5.309252505,-2.311812934,-2.917601211,-2.449986056,-0.592361699,-3.789015886,-3.313128308,-2.306273574,-4.09832865,-4.036521095,-2.763490488,-2.337412256,-2.79142715,-2.486192975,-3.00818897,-3.13891784,-2.409468465,-2.294111399,-2.448415975,-2.932122773,-3.428679285,-3.196145266,-2.576175969,-1.304324836,-2.565405876,-3.065648054
2007-05-24,-4.769408682,-2.468933734,-3.425607253,-3.90116041,-5.535910918,-2.464776652,-3.01925325,-2.411526289,-3.215261755,-3.710269597,-3.242735276,-2.458419874,-4.374881501,-3.445471423,-2.775309921,-2.315911258,-3.063492207,-2.977593283,-2.952837879,-3.101668016,-2.431418175,-2.220212046,-2.371740397,-2.85860585,-3.241612116,-3.025734796,-2.623946507,-1.273236121,-2.582536,-3.012617919
